# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Time (s)","Peak-Frequency"
7.333372603E1,6.562500000E2
7.337639269E1,9.375000000E2
7.341905936E1,6.562500000E2
7.346172603E1,6.562500000E2
7.350439269E1,6.796875000E2
7.354705936E1,6.562500000E2
7.358972603E1,9.609375000E2
7.363239269E1,6.562500000E2
7.367505936E1,3.515625000E2
7.371772603E1,2.625000000E3
7.376039269E1,2.671875000E3
7.380305936E1,4.218750000E2
7.384572603E1,4.218750000E2
7.388839269E1,4.687500000E2
7.393105936E1,4.453125000E2
7.397372603E1,4.453125000E2
7.401639269E1,2.625000000E3
7.405905936E1,6.796875000E2
7.410172603E1,7.031250000E2
7.414439269E1,6.562500000E2
7.418705936E1,6.562500000E2
7.422972603E1,6.562500000E2
7.427239269E1,6.796875000E2
7.431505936E1,6.562500000E2
7.435772603E1,6.562500000E2
7.440039269E1,6.562500000E2
7.444305936E1,4.687500000E1
7.448572603E1,4.687500000E1
7.452839269E1,5.156250000E2
7.457105936E1,2.343750000E2
7.461372603E1,2.343750000E1
7.465639269E1,6.328125000E2
7.469905936E1,6.093750000E2
7.474172603E1,6.093750000E2
7.478439269E1,4.921875000E2
7.482705936E1,4.921875000E2
7.486972603E1,4.687500000E1
7.491239269E1,4.687500000E1
7.495505936E1,3.281250000E3
7.499772603E1,2.976562500E3
7.504039269E1,1.101562500E3
7.508305936E1,4.687500000E1
7.512572603E1,4.687500000E1
7.516839269E1,6.796875000E2
7.521105936E1,4.687500000E1
7.525372603E1,6.796875000E2
7.529639269E1,5.859375000E2
7.533905936E1,7.031250000E2
7.538172603E1,4.453125000E2
7.542439269E1,5.156250000E2
7.546705936E1,5.156250000E2
7.550972603E1,5.156250000E2
7.555239269E1,6.562500000E2
7.559505936E1,3.984375000E2
7.563772603E1,4.453125000E2
7.568039269E1,5.156250000E2
7.572305936E1,6.796875000E2
7.576572603E1,4.453125000E2
7.580839269E1,5.625000000E2
7.585105936E1,5.390625000E2
7.589372603E1,3.984375000E2
7.593639269E1,3.750000000E2
7.597905936E1,6.562500000E2
7.602172603E1,6.796875000E2
7.606439269E1,3.281250000E2
7.610705936E1,7.031250000E2
7.614972603E1,7.031250000E2
7.619239269E1,6.562500000E2
7.623505936E1,7.031250000E1
7.627772603E1,6.796875000E2
7.632039269E1,6.328125000E2
7.636305936E1,6.328125000E2
7.640572603E1,8.906250000E2
7.644839269E1,3.046875000E2
7.649105936E1,4.687500000E1
7.653372603E1,1.875000000E2
7.657639269E1,3.515625000E2
7.661905936E1,3.984375000E2
7.666172603E1,3.750000000E2
7.670439269E1,4.453125000E2
7.674705936E1,3.281250000E2
7.678972603E1,6.562500000E2
7.683239269E1,6.796875000E2
7.687505936E1,5.156250000E2
7.691772603E1,3.281250000E2
7.696039269E1,3.515625000E2
7.700305936E1,1.640625000E2
7.704572603E1,1.640625000E2
7.708839269E1,4.687500000E2
7.713105936E1,1.640625000E2
7.717372603E1,3.281250000E2
7.721639269E1,5.390625000E2
7.725905936E1,3.515625000E2
7.730172603E1,3.515625000E2
7.734439269E1,1.640625000E2
7.738705936E1,9.375000000E1
7.742972603E1,3.281250000E2
7.747239269E1,3.281250000E2
7.751505936E1,3.281250000E2
7.755772603E1,3.281250000E2
7.760039269E1,4.687500000E1
7.764305936E1,9.375000000E1
7.768572603E1,4.687500000E1
7.772839269E1,3.281250000E2
7.777105936E1,9.375000000E1
7.781372603E1,4.687500000E1
7.785639269E1,2.812500000E2
7.789905936E1,4.687500000E1
7.794172603E1,3.046875000E2
7.798439269E1,2.812500000E2
7.802705936E1,2.812500000E2
7.806972603E1,4.218750000E2
7.811239269E1,4.453125000E2
7.815505936E1,4.218750000E2
7.819772603E1,7.031250000E2
7.824039269E1,6.328125000E2
7.828305936E1,6.093750000E2
7.832572603E1,4.687500000E1
7.836839269E1,4.687500000E1
7.841105936E1,6.328125000E2
7.845372603E1,5.859375000E2
7.849639269E1,5.859375000E2
7.853905936E1,6.328125000E2
7.858172603E1,4.218750000E2
7.862439269E1,3.046875000E2
7.866705936E1,6.093750000E2
7.870972603E1,5.625000000E2
7.875239269E1,5.156250000E2
7.879505936E1,7.265625000E2
7.883772603E1,7.265625000E2
7.888039269E1,7.500000000E2
7.892305936E1,7.500000000E2
7.896572603E1,4.218750000E2
7.900839269E1,6.796875000E2
7.905105936E1,4.453125000E2
7.909372603E1,4.453125000E2
7.913639269E1,5.625000000E2
7.917905936E1,6.093750000E2
7.922172603E1,6.093750000E2
7.926439269E1,6.093750000E2
7.930705936E1,3.984375000E2
7.934972603E1,6.796875000E2
7.939239269E1,3.046875000E2
7.943505936E1,9.375000000E1
7.947772603E1,4.687500000E1
7.952039269E1,4.687500000E1
7.956305936E1,4.921875000E2
7.960572603E1,5.156250000E2
7.964839269E1,1.406250000E2
7.969105936E1,4.453125000E2
7.973372603E1,4.687500000E1
7.977639269E1,4.687500000E1
7.981905936E1,4.687500000E1
7.986172603E1,4.687500000E2
7.990439269E1,7.031250000E2
7.994705936E1,3.750000000E2
7.998972603E1,4.687500000E1
8.003239269E1,1.031250000E3
8.007505936E1,4.687500000E1
8.011772603E1,1.406250000E2
8.016039269E1,4.218750000E2
8.020305936E1,4.687500000E1
8.024572603E1,4.687500000E1
8.028839269E1,4.687500000E1
8.033105936E1,1.640625000E2
8.037372603E1,1.640625000E2
8.041639269E1,6.562500000E2
8.045905936E1,5.156250000E2
8.050172603E1,4.687500000E1
8.054439269E1,2.343750000E1
8.058705936E1,4.687500000E1
8.062972603E1,2.343750000E1
8.067239269E1,2.343750000E1
8.071505936E1,2.343750000E1
8.075772603E1,2.343750000E1
8.080039269E1,4.687500000E1
8.084305936E1,2.343750000E1
8.088572603E1,2.343750000E1
8.092839269E1,2.343750000E1
8.097105936E1,2.343750000E1
8.101372603E1,4.687500000E1
8.105639269E1,4.687500000E1
8.109905936E1,2.343750000E1
8.114172603E1,2.343750000E1
8.118439269E1,2.343750000E1
8.122705936E1,4.687500000E1
8.126972603E1,2.343750000E1
8.131239269E1,4.687500000E1
8.135505936E1,4.687500000E1
8.139772603E1,4.687500000E1
8.144039269E1,4.687500000E1
8.148305936E1,4.687500000E1
8.152572603E1,7.031250000E2
8.156839269E1,4.687500000E2
8.161105936E1,4.687500000E1
8.165372603E1,4.687500000E1
8.169639269E1,4.687500000E1
8.173905936E1,2.812500000E2
8.178172603E1,4.921875000E2
8.182439269E1,4.921875000E2
8.186705936E1,4.687500000E2
8.190972603E1,4.921875000E2
8.195239269E1,4.218750000E2
8.199505936E1,6.328125000E2
8.203772603E1,4.687500000E1
8.208039269E1,4.687500000E1
8.212305936E1,4.687500000E1
8.216572603E1,6.328125000E2
8.220839269E1,3.984375000E2
8.225105936E1,5.859375000E2
8.229372603E1,4.687500000E1
8.233639269E1,3.984375000E2
8.237905936E1,2.109375000E2
8.242172603E1,4.687500000E1
8.246439269E1,9.375000000E1
8.250705936E1,9.375000000E1
8.254972603E1,9.375000000E1
8.259239269E1,7.031250000E1
8.263505936E1,9.375000000E1
8.267772603E1,4.687500000E1
8.272039269E1,4.687500000E1
8.276305936E1,7.031250000E1
8.280572603E1,4.687500000E1
8.284839269E1,4.687500000E1
8.289105936E1,4.687500000E1
8.293372603E1,4.687500000E1
8.297639269E1,4.687500000E1
8.301905936E1,4.687500000E1
8.306172603E1,9.375000000E1
8.310439269E1,4.687500000E1
8.314705936E1,7.031250000E1
8.318972603E1,4.687500000E1
8.323239269E1,4.687500000E1
8.327505936E1,4.687500000E1
8.331772603E1,4.687500000E1
8.336039269E1,4.687500000E1
8.340305936E1,2.578125000E2
8.344572603E1,2.578125000E2
8.348839269E1,2.343750000E2
8.353105936E1,4.687500000E1
8.357372603E1,2.343750000E2
8.361639269E1,4.687500000E1
8.365905936E1,2.343750000E2
8.370172603E1,4.687500000E1
8.374439269E1,4.687500000E1
8.378705936E1,4.687500000E1
8.382972603E1,6.562500000E2
8.387239269E1,5.156250000E2
8.391505936E1,5.156250000E2
8.395772603E1,4.687500000E1
8.400039269E1,2.578125000E2
8.404305936E1,3.750000000E2
8.408572603E1,1.875000000E2
8.412839269E1,3.750000000E2
8.417105936E1,4.687500000E1
8.421372603E1,4.453125000E2
8.425639269E1,3.281250000E2
8.429905936E1,3.281250000E2
8.434172603E1,3.515625000E2
8.438439269E1,3.984375000E2
8.442705936E1,1.875000000E2
8.446972603E1,5.156250000E2
8.451239269E1,3.046875000E2
8.455505936E1,4.921875000E2
8.459772603E1,4.687500000E2
8.464039269E1,3.281250000E2
8.468305936E1,3.281250000E2
8.472572603E1,5.390625000E2
8.476839269E1,5.156250000E2
8.481105936E1,6.796875000E2
8.485372603E1,7.031250000E2
8.489639269E1,5.390625000E2
8.493905936E1,6.328125000E2
8.498172603E1,4.218750000E2
8.502439269E1,3.750000000E2
8.506705936E1,4.218750000E2
8.510972603E1,1.640625000E2
8.515239269E1,1.406250000E2
8.519505936E1,3.984375000E2
8.523772603E1,3.281250000E2
8.528039269E1,6.093750000E2
8.532305936E1,6.328125000E2
8.536572603E1,3.046875000E2
8.540839269E1,5.390625000E2
8.545105936E1,5.390625000E2
8.549372603E1,2.578125000E2
8.553639269E1,5.625000000E2
8.557905936E1,6.562500000E2
8.562172603E1,6.562500000E2
8.566439269E1,9.375000000E1
8.570705936E1,9.375000000E1
8.574972603E1,2.578125000E2
8.579239269E1,6.562500000E2
8.583505936E1,6.562500000E2
8.587772603E1,5.859375000E2
8.592039269E1,5.390625000E2
8.596305936E1,5.390625000E2
8.600572603E1,5.625000000E2
8.604839269E1,6.796875000E2
8.609105936E1,6.093750000E2
8.613372603E1,4.453125000E2
8.617639269E1,6.093750000E2
8.621905936E1,4.687500000E2
8.626172603E1,6.328125000E2
8.630439269E1,4.687500000E1
8.634705936E1,2.109375000E2
8.638972603E1,4.687500000E1
8.643239269E1,4.687500000E1
8.647505936E1,4.687500000E2
8.651772603E1,4.687500000E1
8.656039269E1,3.046875000E2
8.660305936E1,4.687500000E1
8.664572603E1,7.968750000E2
8.668839269E1,3.984375000E2
8.673105936E1,4.687500000E1
8.677372603E1,4.687500000E1
8.681639269E1,2.343750000E1
8.685905936E1,4.687500000E1
8.690172603E1,4.687500000E1
8.694439269E1,4.687500000E1
8.698705936E1,2.812500000E2
8.702972603E1,9.375000000E1
8.707239269E1,3.281250000E2
8.711505936E1,2.343750000E2
8.715772603E1,3.515625000E2
8.720039269E1,4.687500000E1
8.724305936E1,4.218750000E2
8.728572603E1,4.921875000E2
8.732839269E1,1.406250000E2
8.737105936E1,3.046875000E2
8.741372603E1,2.812500000E2
8.745639269E1,4.453125000E2
8.749905936E1,4.453125000E2
8.754172603E1,2.578125000E2
8.758439269E1,3.281250000E2
8.762705936E1,4.921875000E2
8.766972603E1,4.453125000E2
8.771239269E1,2.812500000E2
8.775505936E1,4.453125000E2
8.779772603E1,3.046875000E3
8.784039269E1,6.796875000E2
8.788305936E1,3.023437500E3
8.792572603E1,4.453125000E2
8.796839269E1,2.107031250E4
8.801105936E1,9.375000000E1
8.805372603E1,9.375000000E1
8.809639269E1,6.562500000E2
8.813905936E1,4.687500000E1
8.818172603E1,9.375000000E1
8.822439269E1,7.031250000E2
8.826705936E1,9.375000000E1
8.830972603E1,4.687500000E1
8.835239269E1,4.687500000E1
8.839505936E1,2.109375000E2
8.843772603E1,4.687500000E1
8.848039269E1,4.687500000E1
8.852305936E1,4.687500000E1
8.856572603E1,4.687500000E1
8.860839269E1,2.343750000E1
8.865105936E1,2.343750000E1
8.869372603E1,2.343750000E1
8.873639269E1,9.375000000E1
8.877905936E1,2.343750000E1
8.882172603E1,4.687500000E1
8.886439269E1,6.093750000E2
8.890705936E1,2.343750000E1
8.894972603E1,4.687500000E1
8.899239269E1,4.687500000E1
8.903505936E1,2.343750000E1
8.907772603E1,2.343750000E1
8.912039269E1,4.687500000E1
8.916305936E1,2.343750000E1
8.920572603E1,2.343750000E1
8.924839269E1,4.687500000E1
8.929105936E1,2.343750000E1
8.933372603E1,4.687500000E1
8.937639269E1,2.343750000E1
8.941905936E1,2.343750000E1
8.946172603E1,2.343750000E1
8.950439269E1,4.687500000E1
8.954705936E1,2.343750000E1
8.958972603E1,2.343750000E1
8.963239269E1,4.687500000E1
8.967505936E1,2.343750000E1
8.971772603E1,2.343750000E1
8.976039269E1,2.343750000E1
8.980305936E1,4.687500000E1
8.984572603E1,4.687500000E1
8.988839269E1,4.687500000E1
8.993105936E1,2.343750000E2
8.997372603E1,4.687500000E1
9.001639269E1,9.375000000E1
9.005905936E1,4.687500000E1
9.010172603E1,2.343750000E1
9.014439269E1,2.343750000E1
9.018705936E1,2.343750000E1
9.022972603E1,3.750000000E2
9.027239269E1,2.343750000E1
9.031505936E1,2.343750000E1
9.035772603E1,2.343750000E1
9.040039269E1,3.515625000E2
9.044305936E1,2.343750000E1
9.048572603E1,4.687500000E1
9.052839269E1,4.687500000E1
9.057105936E1,2.343750000E1
9.061372603E1,2.343750000E1
9.065639269E1,5.156250000E2
9.069905936E1,7.734375000E2
9.074172603E1,7.734375000E2
9.078439269E1,4.687500000E2
9.082705936E1,4.687500000E2
9.086972603E1,4.218750000E2
9.091239269E1,6.093750000E2
9.095505936E1,4.921875000E2
9.099772603E1,4.500000000E3
9.104039269E1,5.015625000E3
9.108305936E1,4.687500000E2
9.112572603E1,5.625000000E2
9.116839269E1,2.343750000E1
9.121105936E1,6.093750000E2
9.125372603E1,4.687500000E2
9.129639269E1,6.093750000E2
9.133905936E1,2.343750000E1
9.138172603E1,3.750000000E2
9.142439269E1,7.265625000E2
9.146705936E1,7.265625000E2
9.150972603E1,4.687500000E1
9.155239269E1,4.687500000E2
9.159505936E1,4.453125000E2
9.163772603E1,5.859375000E2
9.168039269E1,4.687500000E1
9.172305936E1,3.984375000E2
9.176572603E1,4.218750000E2
9.180839269E1,3.515625000E2
9.185105936E1,2.343750000E1
9.189372603E1,2.343750000E1
9.193639269E1,2.343750000E1
9.197905936E1,6.562500000E2
9.202172603E1,5.390625000E2
9.206439269E1,1.875000000E2
9.210705936E1,1.875000000E2
9.214972603E1,3.281250000E2
9.219239269E1,5.625000000E2
9.223505936E1,4.945312500E3
9.227772603E1,4.992187500E3
9.232039269E1,4.945312500E3
9.236305936E1,9.140625000E2
9.240572603E1,2.343750000E1
9.244839269E1,1.007812500E3
9.249105936E1,4.921875000E2
9.253372603E1,6.562500000E2
9.257639269E1,6.562500000E2
9.261905936E1,2.343750000E1
9.266172603E1,9.375000000E1
9.270439269E1,4.687500000E1
9.274705936E1,2.109375000E2
9.278972603E1,4.921875000E2
9.283239269E1,4.687500000E1
9.287505936E1,4.687500000E1
9.291772603E1,3.984375000E2
9.296039269E1,7.031250000E1
9.300305936E1,4.687500000E1
9.304572603E1,4.687500000E1
9.308839269E1,2.343750000E1
9.313105936E1,2.343750000E1
9.317372603E1,2.343750000E1
9.321639269E1,4.687500000E1
9.325905936E1,4.687500000E1
9.330172603E1,4.687500000E1
9.334439269E1,4.687500000E1
9.338705936E1,4.687500000E1
9.342972603E1,2.343750000E1
9.347239269E1,4.687500000E1
9.351505936E1,4.687500000E1
9.355772603E1,4.687500000E1
9.360039269E1,4.687500000E1
9.364305936E1,4.687500000E2
9.368572603E1,4.687500000E1
9.372839269E1,9.843750000E2
9.377105936E1,9.843750000E2
9.381372603E1,9.843750000E2
9.385639269E1,4.687500000E1
9.389905936E1,9.843750000E2
9.394172603E1,4.687500000E1
9.398439269E1,4.218750000E2
9.402705936E1,4.687500000E1
9.406972603E1,2.109375000E2
9.411239269E1,4.687500000E1
9.415505936E1,3.281250000E2
9.419772603E1,3.281250000E2
9.424039269E1,3.515625000E2
9.428305936E1,4.687500000E2
9.432572603E1,3.281250000E2
9.436839269E1,3.046875000E2
9.441105936E1,4.687500000E1
9.445372603E1,4.921875000E2
9.449639269E1,4.687500000E1
9.453905936E1,2.343750000E1
9.458172603E1,5.156250000E2
9.462439269E1,2.343750000E1
9.466705936E1,4.687500000E1
9.470972603E1,4.687500000E1
9.475239269E1,4.687500000E1
9.479505936E1,4.687500000E1
9.483772603E1,3.984375000E2
9.488039269E1,3.046875000E2
9.492305936E1,7.031250000E2
9.496572603E1,9.375000000E1
9.500839269E1,4.687500000E1
9.505105936E1,4.687500000E1
9.509372603E1,4.687500000E1
9.513639269E1,2.343750000E1
9.517905936E1,4.687500000E1
9.522172603E1,2.343750000E1
9.526439269E1,4.687500000E1
9.530705936E1,4.218750000E2
9.534972603E1,4.687500000E1
9.539239269E1,4.687500000E1
9.543505936E1,4.687500000E1
9.547772603E1,7.968750000E2
9.552039269E1,7.031250000E2
9.556305936E1,7.500000000E2
9.560572603E1,3.726562500E3
9.564839269E1,7.500000000E2
9.569105936E1,4.687500000E1
9.573372603E1,7.031250000E2
9.577639269E1,6.328125000E2
9.581905936E1,4.687500000E1
9.586172603E1,3.984375000E2
9.590439269E1,4.687500000E1
9.594705936E1,2.343750000E1
9.598972603E1,2.343750000E1
9.603239269E1,3.750000000E3
9.607505936E1,3.750000000E3
9.611772603E1,4.687500000E1
9.616039269E1,4.687500000E1
9.620305936E1,4.687500000E1
9.624572603E1,2.343750000E1
9.628839269E1,4.617187500E3
9.633105936E1,4.523437500E3
9.637372603E1,4.687500000E1
9.641639269E1,2.343750000E1
9.645905936E1,4.687500000E1
9.650172603E1,4.687500000E1
9.654439269E1,4.687500000E1
9.658705936E1,4.687500000E1
9.662972603E1,4.687500000E1
9.667239269E1,2.343750000E1
9.671505936E1,4.218750000E2
9.675772603E1,4.453125000E2
9.680039269E1,4.453125000E2
9.684305936E1,3.281250000E2
9.688572603E1,2.343750000E1
9.692839269E1,4.687500000E1
9.697105936E1,3.750000000E2
9.701372603E1,4.687500000E1
9.705639269E1,4.687500000E1
9.709905936E1,4.687500000E2
9.714172603E1,4.687500000E1
9.718439269E1,4.687500000E1
9.722705936E1,3.046875000E2
9.726972603E1,1.171875000E2
9.731239269E1,4.687500000E1
9.735505936E1,4.687500000E1
9.739772603E1,2.343750000E1
9.744039269E1,4.687500000E1
9.748305936E1,4.687500000E1
9.752572603E1,3.984375000E2
9.756839269E1,2.343750000E1
9.761105936E1,6.093750000E2
9.765372603E1,3.281250000E2
9.769639269E1,6.093750000E2
9.773905936E1,4.687500000E1
9.778172603E1,7.265625000E2
9.782439269E1,7.265625000E2
9.786705936E1,5.859375000E2
9.790972603E1,2.343750000E1
9.795239269E1,9.375000000E1
9.799505936E1,4.687500000E1
9.803772603E1,7.265625000E2
9.808039269E1,7.265625000E2
9.812305936E1,6.328125000E2
9.816572603E1,3.703125000E3
9.820839269E1,1.031250000E3
9.825105936E1,4.687500000E1
9.829372603E1,3.750000000E2
9.833639269E1,4.218750000E3
9.837905936E1,6.093750000E2
9.842172603E1,2.578125000E3
9.846439269E1,5.859375000E2
9.850705936E1,3.046875000E2
9.854972603E1,5.390625000E2
9.859239269E1,5.156250000E2
9.863505936E1,1.664062500E3
9.867772603E1,4.218750000E2
9.872039269E1,4.687500000E1
9.876305936E1,6.562500000E2
9.880572603E1,5.390625000E2
9.884839269E1,3.281250000E2
9.889105936E1,4.687500000E1
9.893372603E1,4.453125000E2
9.897639269E1,7.265625000E2
9.901905936E1,4.687500000E1
9.906172603E1,2.343750000E1
9.910439269E1,4.687500000E2
9.914705936E1,3.046875000E2
9.918972603E1,5.625000000E2
9.923239269E1,5.625000000E2
9.927505936E1,5.625000000E2
9.931772603E1,5.390625000E2
9.936039269E1,2.625000000E3
9.940305936E1,7.265625000E2
9.944572603E1,5.156250000E2
9.948839269E1,3.515625000E2
9.953105936E1,3.515625000E2
9.957372603E1,3.515625000E2
9.961639269E1,3.281250000E2
9.965905936E1,3.281250000E2
9.970172603E1,3.515625000E2
9.974439269E1,3.515625000E2
9.978705936E1,2.812500000E2
9.982972603E1,6.796875000E2
9.987239269E1,2.812500000E2
9.991505936E1,2.812500000E2
9.995772603E1,2.812500000E2
1.000003927E2,4.171875000E3
1.000430594E2,4.500000000E3
1.000857260E2,4.476562500E3
1.001283927E2,4.500000000E3
1.001710594E2,4.523437500E3
1.002137260E2,5.625000000E2
1.002563927E2,5.625000000E2
1.002990594E2,5.859375000E2
1.003417260E2,6.093750000E2
1.003843927E2,6.093750000E2
1.004270594E2,5.390625000E2
1.004697260E2,3.984375000E2
1.005123927E2,5.156250000E2
1.005550594E2,3.750000000E2
1.005977260E2,4.687500000E1
1.006403927E2,4.687500000E2
1.006830594E2,4.218750000E2
1.007257260E2,4.453125000E2
1.007683927E2,5.625000000E2
1.008110594E2,4.453125000E2
1.008537260E2,4.218750000E2
1.008963927E2,6.093750000E2
1.009390594E2,3.984375000E2
1.009817260E2,5.625000000E2
1.010243927E2,4.687500000E1
1.010670594E2,6.562500000E2
1.011097260E2,4.921875000E2
1.011523927E2,5.156250000E2
1.011950594E2,6.562500000E2
1.012377260E2,6.093750000E2
1.012803927E2,6.328125000E2
1.013230594E2,6.562500000E2
1.013657260E2,5.156250000E2
1.014083927E2,6.796875000E2
1.014510594E2,6.328125000E2
1.014937260E2,6.328125000E2
1.015363927E2,4.687500000E2
1.015790594E2,4.687500000E2
1.016217260E2,4.687500000E2
1.016643927E2,4.687500000E2
1.017070594E2,3.046875000E2
1.017497260E2,3.046875000E2
1.017923927E2,1.406250000E2
1.018350594E2,4.453125000E2
1.018777260E2,4.218750000E2
1.019203927E2,4.453125000E2
1.019630594E2,6.328125000E2
1.020057260E2,3.281250000E2
1.020483927E2,6.093750000E2
1.020910594E2,6.796875000E2
1.021337260E2,6.328125000E2
1.021763927E2,4.453125000E2
1.022190594E2,7.031250000E2
1.022617260E2,6.093750000E2
1.023043927E2,7.265625000E2
1.023470594E2,5.859375000E2
1.023897260E2,7.265625000E2
1.024323927E2,7.500000000E2
1.024750594E2,7.500000000E2
1.025177260E2,4.687500000E1
1.025603927E2,4.500000000E2
1.026030594E2,2.343750000E1
1.026502451E2,2.343750000E1
1.027556211E2,3.046875000E2
1.028021736E2,2.343750000E2
1.028448402E2,6.093750000E2
1.028875069E2,4.453125000E2
1.029301736E2,7.031250000E2
1.029728402E2,1.218750000E3
1.030155069E2,2.343750000E1
1.030598980E2,4.687500000E1
1.031025647E2,1.875000000E2
1.031452314E2,4.687500000E1
1.031878980E2,1.875000000E2
1.032305647E2,4.687500000E2
1.032732314E2,3.984375000E2
1.033158980E2,4.687500000E1
1.033585647E2,4.687500000E1
1.034012314E2,7.500000000E2
1.034464210E2,4.687500000E1
1.034890877E2,2.109375000E2
1.035317543E2,4.687500000E1
1.035744210E2,4.687500000E1
1.036170877E2,4.453125000E2
1.036597543E2,5.625000000E2
1.037035849E2,7.031250000E2
1.037462515E2,7.265625000E2
1.037889182E2,4.687500000E2
1.038315849E2,2.109375000E2
1.038742515E2,6.093750000E2
1.039169182E2,2.578125000E2
1.039595849E2,2.343750000E1
1.040022515E2,4.687500000E1
1.040463021E2,2.343750000E1
1.040889688E2,4.687500000E1
1.041316354E2,5.625000000E2
1.041743021E2,4.687500000E1
1.042169688E2,3.984375000E2
1.042596354E2,2.343750000E1
1.043023021E2,2.343750000E1
1.043551239E2,4.687500000E1
1.044023403E2,2.578125000E2
1.044450069E2,5.625000000E2
1.044876736E2,3.984375000E2
1.045303403E2,4.687500000E1
1.045730069E2,3.984375000E2
1.046156736E2,8.671875000E2
1.046583403E2,4.687500000E1
1.047010069E2,5.859375000E2
1.047436736E2,4.687500000E1
1.047863403E2,4.687500000E1
1.048290069E2,3.046875000E2
1.048716736E2,3.046875000E2
1.049143403E2,3.046875000E2
1.049570069E2,2.812500000E2
1.049996736E2,3.046875000E2
1.050423403E2,2.812500000E2
1.050850069E2,4.687500000E1
1.051276736E2,2.343750000E1
1.051703403E2,2.343750000E1
1.052130069E2,4.687500000E1
1.052556736E2,4.453125000E2
1.052983403E2,4.687500000E1
1.053410069E2,2.343750000E1
1.053836736E2,2.343750000E1
1.054263403E2,2.343750000E1
1.054690069E2,2.343750000E1
1.055116736E2,2.343750000E1
1.055543403E2,2.343750000E1
1.055970069E2,2.343750000E1
1.056396736E2,2.343750000E1
1.056823403E2,2.343750000E1
1.057250069E2,3.281250000E2
1.057676736E2,2.343750000E1
1.058103403E2,3.281250000E2
1.058530069E2,4.687500000E1
1.058956736E2,2.343750000E1
1.059383403E2,4.687500000E1
1.059810069E2,2.109375000E2
1.060236736E2,2.343750000E1
1.060663403E2,4.921875000E2
1.061090069E2,4.687500000E1
1.061516736E2,2.343750000E1
1.061943403E2,4.687500000E1
1.062370069E2,4.687500000E1
1.062796736E2,2.343750000E1
1.063223403E2,4.687500000E1
1.063650069E2,4.687500000E1
1.064076736E2,4.687500000E1
1.064503403E2,4.687500000E1
1.064930069E2,4.687500000E1
1.065356736E2,4.921875000E2
1.065783403E2,4.687500000E1
1.066210069E2,4.687500000E1
1.066636736E2,2.343750000E1
1.067063403E2,4.687500000E1
1.067490069E2,4.687500000E1
1.067916736E2,4.687500000E1
1.068343403E2,2.343750000E1
1.068770069E2,5.390625000E2
1.069196736E2,2.343750000E1
1.069623403E2,2.343750000E1
1.070050069E2,2.109375000E2
1.070476736E2,2.578125000E2
1.070903403E2,2.109375000E2
1.071330069E2,2.109375000E2
1.071756736E2,2.109375000E2
1.072183403E2,2.343750000E2
1.072610069E2,3.750000000E2
1.073036736E2,4.921875000E2
1.073463403E2,4.218750000E2
1.073890069E2,2.343750000E1
1.074316736E2,4.687500000E2
1.074743403E2,2.343750000E1
1.075170069E2,2.343750000E1
1.075596736E2,2.343750000E1
1.076023403E2,4.687500000E1
1.076484291E2,2.109375000E2
1.076910957E2,2.109375000E2
1.077337624E2,3.046875000E2
1.077764291E2,2.343750000E1
1.078190957E2,4.687500000E1
1.078617624E2,2.343750000E1
1.079044291E2,2.343750000E1
1.079470957E2,4.687500000E1
1.079897624E2,2.343750000E1
1.080324291E2,3.984375000E2
1.080750957E2,2.109375000E2
1.081177624E2,4.687500000E1
1.081604291E2,1.771875000E4
1.082030957E2,2.343750000E1
1.082457624E2,2.343750000E1
1.082884291E2,2.109375000E2
1.083310957E2,2.343750000E1
1.083737624E2,2.343750000E1
1.084164291E2,2.343750000E1
1.084590957E2,4.687500000E1
1.085017624E2,2.109375000E2
1.085444291E2,2.343750000E1
1.085870957E2,4.687500000E1
1.086297624E2,2.109375000E2
1.086724291E2,2.343750000E1
1.087150957E2,2.343750000E1
1.087577624E2,2.109375000E2
1.088004291E2,2.343750000E1
1.088430957E2,2.343750000E1
1.088857624E2,3.281250000E2
1.089284291E2,2.109375000E2
1.089710957E2,3.046875000E2
1.090137624E2,2.109375000E2
1.090564291E2,4.687500000E1
1.090990957E2,4.687500000E1
1.091417624E2,2.812500000E2
1.091844291E2,4.687500000E1
1.092270957E2,4.687500000E1
1.092697624E2,3.046875000E2
1.093124291E2,4.687500000E1
1.093550957E2,2.109375000E2
1.093977624E2,2.109375000E2
1.094404291E2,3.046875000E2
1.094830957E2,2.343750000E1
1.095257624E2,4.687500000E1
1.095684291E2,2.109375000E2
1.096110957E2,2.343750000E1
1.096537624E2,2.109375000E2
1.096964291E2,4.687500000E1
1.097390957E2,2.109375000E2
1.097817624E2,4.687500000E1
1.098244291E2,4.687500000E1
1.098670957E2,2.109375000E2
1.099097624E2,4.687500000E1
1.099524291E2,2.109375000E2
1.099950957E2,2.343750000E1
1.100377624E2,2.343750000E1
1.100804291E2,4.687500000E1
1.101230957E2,4.687500000E1
1.101657624E2,4.687500000E1
1.102084291E2,4.687500000E1
1.102510957E2,2.343750000E1
1.102937624E2,3.046875000E2
1.103364291E2,5.859375000E2
1.103790957E2,4.687500000E1
1.104217624E2,2.343750000E1
1.104644291E2,3.046875000E2
1.105070957E2,2.343750000E1
1.105497624E2,4.687500000E1
1.105924291E2,2.343750000E1
