"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.621507682E1,4.410457611E-2,6.854844093E-2,1.171846390E-1
4.622007682E1,3.167819977E-2,2.801632881E-2,9.885740280E-2
4.622507682E1,1.219797134E-2,-1.885485649E-2,7.313680649E-2
4.623007682E1,9.115457535E-2,-1.074624062E-2,3.933954239E-2
4.623507682E1,3.090572357E-2,-4.520869255E-2,3.211975098E-3
4.624007682E1,-3.133964539E-2,-1.061406136E-1,-1.482772827E-2
4.624507682E1,-4.296350479E-2,-1.452152729E-1,-2.589607239E-2
4.625007682E1,-5.453443527E-2,-1.893117428E-1,-3.570318222E-2
4.625507682E1,-4.766511917E-2,-1.984999180E-1,-1.452684402E-2
4.626007682E1,-5.690526962E-2,-1.934256554E-1,-1.141548157E-3
4.626507682E1,-4.048871994E-2,-1.819705963E-1,1.270532608E-2
4.627007682E1,-4.397726059E-2,-1.574811935E-1,-2.344560623E-2
4.627507682E1,-5.144739151E-2,-1.619403362E-1,-1.106901169E-1
4.628007682E1,-4.126977921E-2,-1.838452816E-1,-2.083721161E-1
4.628507682E1,-3.953742981E-2,-1.852726936E-1,-2.412033081E-1
4.629007682E1,-4.726552963E-2,-1.851956844E-1,-3.032507896E-1
4.629507682E1,-2.847290039E-2,-1.636357307E-1,-3.161206245E-1
4.630007682E1,-2.129554749E-2,-1.497058868E-1,-2.769722939E-1
4.630507682E1,-1.515579224E-2,-1.315977573E-1,-2.834725380E-1
4.631007682E1,-1.845932007E-2,-1.157479286E-1,-2.781291008E-1
4.631507682E1,-3.133010864E-2,-1.309826374E-1,-2.768139839E-1
4.632007682E1,6.055831909E-5,-1.380052567E-1,-2.831792831E-1
4.632507682E1,6.322145462E-2,-1.472287178E-1,-2.723302841E-1
4.633007682E1,8.173990250E-2,-1.422553062E-1,-2.309360504E-1
4.633507682E1,7.097959518E-2,-1.422121525E-1,-2.019972801E-1
4.634007682E1,3.413152695E-2,-1.384105682E-1,-1.470346451E-1
4.634507682E1,9.479522705E-3,-1.260030270E-1,-9.198236465E-2
4.635007682E1,-9.014129639E-3,-1.232910156E-1,-7.294607162E-2
4.635507682E1,-3.024435043E-2,-9.307074547E-2,-1.579236984E-2
4.636007682E1,-2.370643616E-2,-5.512428284E-2,5.746793747E-2
4.636507682E1,-5.705356598E-3,-3.546619415E-2,1.011047363E-1
4.637007682E1,-4.117822647E-2,2.749586105E-2,1.481375694E-1
4.637507682E1,-5.681276321E-2,5.820894241E-2,2.153429985E-1
4.638007682E1,-7.520294189E-2,6.793713570E-2,2.571005821E-1
4.638507682E1,-6.800985336E-2,5.817484856E-2,2.745366096E-1
4.639007682E1,-2.406167984E-2,4.993128777E-2,2.498359680E-1
4.639507682E1,2.627849579E-3,5.932760239E-2,2.509655952E-1
4.640007682E1,2.255249023E-2,4.440426826E-2,2.140116692E-1
4.640507682E1,3.025913239E-2,3.815555573E-2,1.865715981E-1
4.641007682E1,-1.575279236E-2,3.012347221E-2,1.522674561E-1
4.641507682E1,-2.704429626E-2,2.916884422E-2,1.145095825E-1
4.642007682E1,-3.962564468E-2,3.962087631E-2,1.081485748E-1
4.642507682E1,-3.568696976E-2,2.291631699E-2,7.484674454E-2
4.643007682E1,-3.969192505E-2,1.242804527E-2,3.370475769E-2
4.643507682E1,-4.725360870E-2,2.514624596E-2,1.821708679E-2
4.644007682E1,-3.299999237E-2,8.342742920E-3,-3.093957901E-2
4.644507682E1,-2.635812759E-2,3.204345703E-3,-6.119728088E-2
4.645007682E1,-3.119707108E-2,1.941204071E-3,-7.019233704E-2
4.645507682E1,-2.374935150E-2,6.075143814E-3,-1.004624367E-1
4.646007682E1,-1.736164093E-2,-2.431869507E-5,-1.212263107E-1
4.646507682E1,-4.350948334E-2,1.665282249E-2,-1.423726082E-1
4.647007682E1,-3.634357452E-2,-2.320694923E-2,-1.560082436E-1
4.647507682E1,-5.888843536E-2,-7.882714272E-2,-4.781150818E-2
4.648007682E1,-4.700040817E-2,-7.046246529E-2,3.314971924E-2
4.648507682E1,-3.087854385E-2,-2.533054352E-2,-2.402210236E-2
4.649007682E1,4.355192184E-2,-1.136755943E-2,-1.422777176E-1
4.649507682E1,1.315598488E-1,-4.792428017E-2,-2.027783394E-1
4.650007682E1,2.205839157E-1,-1.043028831E-1,-1.642918587E-1
4.650507682E1,2.239503860E-1,-1.750359535E-1,-4.879808426E-2
4.651007682E1,1.483807564E-1,-1.978695393E-1,-5.040979385E-2
4.651507682E1,7.536602020E-2,-1.803815365E-1,-2.650022507E-2
4.652007682E1,6.285858154E-2,-1.107156277E-1,-5.598068237E-3
4.652507682E1,8.563756943E-2,-6.203269958E-2,2.682685852E-3
4.653007682E1,7.015085220E-2,-7.381820679E-2,3.128862381E-2
4.653507682E1,3.202486038E-2,-1.482090950E-1,1.043944359E-1
4.654007682E1,-5.399227142E-3,-1.741774082E-1,1.777033806E-1
4.654507682E1,-2.792787552E-2,-1.523993015E-1,2.893996239E-1
4.655007682E1,-6.097316742E-2,-1.447770596E-1,3.229866028E-1
4.655507682E1,-7.437467575E-2,-1.750938892E-1,3.008394241E-1
4.656007682E1,-1.458435059E-1,-1.856536865E-1,5.060033798E-1
4.656507682E1,-3.175210953E-1,-1.717450619E-1,8.558740616E-1
4.657007682E1,-5.151405334E-1,-1.339223385E-1,1.052729130E0
4.657507682E1,-3.196468353E-1,-2.111415863E-1,6.325383186E-1
4.658007682E1,1.863217354E-1,-3.217451572E-1,2.402162552E-2
4.658507682E1,4.005475044E-1,-2.773969173E-1,-2.123103142E-1
4.659007682E1,2.976799011E-1,-1.638908386E-1,-1.763849258E-1
4.659507682E1,1.294302940E-1,-1.331567764E-1,-1.974158287E-1
4.660007682E1,9.065485001E-2,-1.141772270E-1,-2.068629265E-1
4.660507682E1,1.151609421E-1,-6.101775169E-2,-2.505817413E-1
4.661007682E1,1.640677452E-1,-2.684783936E-2,-3.099031448E-1
4.661507682E1,1.534647942E-1,-3.262948990E-2,-3.425130844E-1
4.662007682E1,1.155710220E-1,-6.651520729E-2,-3.128628731E-1
4.662507682E1,1.059589386E-1,-1.329746246E-1,-2.647643089E-1
4.663007682E1,1.463260651E-1,-1.657698154E-1,-2.233905792E-1
4.663507682E1,2.318859100E-1,-1.906161308E-1,-2.626142502E-1
4.664007682E1,3.723917007E-1,-2.018954754E-1,-3.279247284E-1
4.664507682E1,3.913660049E-1,-1.423034668E-1,-2.400856018E-1
4.665007682E1,3.004174232E-1,-1.096119881E-1,-1.036176682E-1
4.665507682E1,2.470970154E-1,-1.197338104E-1,-2.522897720E-2
4.666007682E1,2.647714615E-1,-1.671516895E-1,5.786609650E-2
4.666507682E1,2.705354691E-1,-1.731038094E-1,9.519529343E-2
4.667007682E1,2.618293762E-1,-1.351490021E-1,1.014294624E-1
4.667507682E1,2.265443802E-1,-1.117179394E-1,4.086399078E-2
4.668007682E1,2.237935066E-1,-7.695436478E-2,4.960060120E-3
4.668507682E1,1.428484917E-1,-3.436541557E-2,6.569766998E-2
4.669007682E1,6.198883057E-6,4.323768616E-2,1.605010033E-1
4.669507682E1,-1.675591469E-1,1.071233749E-1,2.396931648E-1
4.670007682E1,-2.647833824E-1,1.385877132E-1,2.675061226E-1
4.670507682E1,-3.200168610E-1,1.864712238E-1,2.897987366E-1
4.671007682E1,-3.707756996E-1,2.703156471E-1,3.101081848E-1
4.671507682E1,-4.887528419E-1,3.854098320E-1,3.619489670E-1
4.672007682E1,-6.534876823E-1,5.077600479E-1,5.322885513E-1
4.672507682E1,-7.967629433E-1,5.595443249E-1,7.046709061E-1
4.673007682E1,-7.582802773E-1,5.180666447E-1,6.453008652E-1
4.673507682E1,-4.947867393E-1,4.165170193E-1,3.254446983E-1
4.674007682E1,-2.235889435E-1,3.932461739E-1,-4.097032547E-2
4.674507682E1,-1.509208679E-1,4.058361053E-1,-1.616735458E-1
4.675007682E1,-1.922526360E-1,4.119174480E-1,-2.330856323E-1
4.675507682E1,-1.679954529E-1,3.479275703E-1,-3.126020432E-1
4.676007682E1,-7.305622101E-2,3.151433468E-1,-4.095745087E-1
4.676507682E1,2.087640762E-2,2.844645977E-1,-5.561623573E-1
4.677007682E1,6.509160995E-2,2.524864674E-1,-6.179809570E-1
4.677507682E1,7.838964462E-2,2.053384781E-1,-6.290063858E-1
4.678007682E1,6.389904022E-2,1.497426033E-1,-5.921669006E-1
4.678507682E1,3.818416595E-2,1.273422241E-1,-5.021142960E-1
4.679007682E1,-3.466129303E-3,1.333768368E-1,-3.486547470E-1
4.679507682E1,-5.657529831E-2,1.541786194E-1,-2.230968475E-1
4.680007682E1,-8.022403717E-2,1.081943512E-1,-1.665706635E-1
4.680507682E1,-4.362487793E-2,9.866118431E-2,-2.794089317E-1
4.681007682E1,-9.025573730E-2,1.269035339E-1,-2.228927612E-1
4.681507682E1,-1.849966049E-1,1.779024601E-1,-7.767629623E-2
4.682007682E1,-2.507548332E-1,1.441473961E-1,6.503582001E-2
4.682507682E1,-1.987495422E-1,5.721449852E-2,1.287002563E-1
4.683007682E1,-1.165146828E-1,-3.174304962E-2,1.384181976E-1
4.683507682E1,-4.577350616E-2,-7.931160927E-2,1.495518684E-1
4.684007682E1,-8.671331406E-2,-6.797409058E-2,2.138090134E-1
4.684507682E1,-1.122093201E-1,-7.595086098E-2,1.692967415E-1
4.685007682E1,-7.028102875E-2,-1.038246155E-1,5.671548843E-2
4.685507682E1,-7.690668106E-2,-9.826302528E-2,2.914047241E-2
4.686007682E1,-1.454572678E-1,-6.018090248E-2,6.540060043E-2
4.686507682E1,-2.203154564E-1,-4.179906845E-2,1.098809242E-1
4.687007682E1,-1.866006851E-1,-8.063316345E-2,7.953119278E-2
4.687507682E1,-1.599431038E-1,-6.637358665E-2,8.906507492E-2
4.688007682E1,-1.812105179E-1,-6.406307220E-2,1.280736923E-1
4.688507682E1,-1.852278709E-1,-1.015267372E-1,1.693754196E-1
4.689007682E1,-9.734487534E-2,-1.743087769E-1,2.690410614E-2
4.689507682E1,9.279251099E-4,-2.088687420E-1,1.563167572E-2
4.690007682E1,9.690189362E-2,-2.118177414E-1,-2.284002304E-2
4.690507682E1,2.279767990E-1,-2.422988415E-1,-1.310615540E-1
4.691007682E1,4.317870140E-1,-3.193466663E-1,-2.425427437E-1
4.691507682E1,5.980424881E-1,-3.964221478E-1,-3.396463394E-1
4.692007682E1,6.433625221E-1,-4.069254398E-1,-3.525948524E-1
4.692507682E1,5.541238785E-1,-4.092755318E-1,-3.459091187E-1
4.693007682E1,4.438028336E-1,-3.690948486E-1,-2.980842590E-1
4.693507682E1,3.500142097E-1,-2.963578701E-1,-2.455701828E-1
4.694007682E1,2.990851402E-1,-1.985340118E-1,-2.181868553E-1
4.694507682E1,1.957182884E-1,-1.018283367E-1,-1.504349709E-1
4.695007682E1,1.054468155E-1,-2.285695076E-2,-1.314687729E-1
4.695507682E1,1.866674423E-2,1.293635368E-2,-3.139591217E-2
4.696007682E1,-3.039264679E-2,1.576495171E-2,5.541706085E-2
4.696507682E1,-9.366703033E-2,1.764297485E-2,1.586980820E-1
4.697007682E1,-1.339707375E-1,1.857876778E-2,2.627992630E-1
4.697507682E1,-1.275367737E-1,2.697658539E-2,3.073425293E-1
4.698007682E1,-1.083698273E-1,5.134487152E-2,2.903203964E-1
4.698507682E1,-6.091022491E-2,9.076404572E-2,1.859011650E-1
4.699007682E1,-5.888557434E-2,1.587445736E-1,1.371784210E-1
4.699507682E1,-9.853935242E-2,2.086679935E-1,1.614341736E-1
4.700007682E1,-1.243901253E-1,2.040400505E-1,1.704430580E-1
4.700507682E1,-1.002054214E-1,1.974768639E-1,1.436538696E-1
4.701007682E1,-6.232833862E-2,1.826663017E-1,7.410001755E-2
4.701507682E1,5.873680115E-3,1.900973320E-1,2.639627457E-2
4.702007682E1,3.573274612E-2,2.000889778E-1,9.814262390E-3
4.702507682E1,6.642150879E-2,1.977281570E-1,-3.582191467E-2
4.703007682E1,7.805490494E-2,1.947152615E-1,-6.685686111E-2
4.703507682E1,6.534576416E-2,2.063412666E-1,-5.406713486E-2
4.704007682E1,-5.931377411E-3,2.490870953E-1,1.437330246E-2
4.704507682E1,-2.286005020E-2,2.306480408E-1,-6.591701508E-2
4.705007682E1,3.574705124E-2,2.070472240E-1,-6.482791901E-2
4.705507682E1,5.778408051E-2,1.886944771E-1,5.633831024E-3
4.706007682E1,4.413938522E-2,1.537764072E-1,3.388261795E-2
4.706507682E1,1.988744736E-2,8.799624443E-2,7.299232483E-2
4.707007682E1,5.453920364E-2,5.410075188E-2,6.590747833E-2
4.707507682E1,9.363174438E-2,-9.052515030E-3,4.984855652E-2
4.708007682E1,9.362792969E-2,-6.664967537E-2,2.674102783E-3
4.708507682E1,8.358001709E-2,-1.153018475E-1,-5.287551880E-2
4.709007682E1,5.747699738E-2,-1.500287056E-1,-7.538461685E-2
4.709507682E1,8.341646194E-2,-1.773269176E-1,-1.074738503E-1
4.710007682E1,1.267118454E-1,-2.180075645E-1,-1.473979950E-1
4.710507682E1,1.490755081E-1,-2.329933643E-1,-1.938066483E-1
4.711007682E1,1.141543388E-1,-2.066521645E-1,-1.852345467E-1
4.711507682E1,4.186058044E-2,-1.859865189E-1,-1.020975113E-1
4.712007682E1,-1.134576797E-1,-2.249114513E-1,5.436420441E-3
4.712507682E1,-1.138076782E-1,-2.536296844E-1,1.513681412E-1
4.713007682E1,-4.746627808E-2,-2.598574162E-1,1.523146629E-1
4.713507682E1,-1.144075394E-2,-2.270367146E-1,1.608200073E-1
4.714007682E1,-2.836132050E-2,-2.019383907E-1,1.951956749E-1
4.714507682E1,-4.618167877E-2,-2.080085278E-1,2.825021744E-1
4.715007682E1,-3.974676132E-2,-2.300558090E-1,3.086090088E-1
4.715507682E1,1.919651031E-2,-2.363605499E-1,1.734757423E-1
4.716007682E1,8.391141891E-2,-1.747665405E-1,5.316877365E-2
4.716507682E1,9.563446045E-2,-1.012964249E-1,7.769441605E-2
4.717007682E1,1.307597160E-1,-1.216561794E-1,1.751079559E-1
4.717507682E1,2.312526703E-1,-1.987290382E-1,-1.498460770E-2
4.718007682E1,3.835811615E-1,-1.650784016E-1,-2.844805717E-1
4.718507682E1,2.900576591E-1,-1.222901344E-1,-2.627148628E-1
4.719007682E1,1.775407791E-1,-9.007215500E-2,-1.924490929E-1
4.719507682E1,1.205563545E-1,-1.698851585E-2,-1.571464539E-1
4.720007682E1,1.478567123E-1,8.349299431E-2,-2.104015350E-1
4.720507682E1,1.240224838E-1,1.602671146E-1,-2.031092644E-1
4.721007682E1,1.032042503E-1,1.939287186E-1,-1.553907394E-1
4.721507682E1,1.050686836E-1,1.806929111E-1,-6.756973267E-2
4.722007682E1,6.952905655E-2,1.376349926E-1,4.694938660E-3
4.722507682E1,9.355831146E-2,2.154664993E-1,-5.698680878E-3
4.723007682E1,2.038288116E-1,1.439392567E-1,2.943992615E-2
4.723507682E1,2.061572075E-1,4.157781601E-3,1.082715988E-1
4.724007682E1,1.321825981E-1,-2.672791481E-2,1.715707779E-1
4.724507682E1,1.048569679E-1,1.493191719E-2,1.899957657E-1
4.725007682E1,2.927780151E-3,1.364862919E-1,2.159132957E-1
4.725507682E1,-9.138584137E-2,1.892299652E-1,2.942337990E-1
4.726007682E1,-2.222414017E-1,1.467854977E-1,3.946499825E-1
4.726507682E1,-3.660778999E-1,1.224293709E-1,4.380846024E-1
4.727007682E1,-4.111361504E-1,1.720013618E-1,3.910126686E-1
4.727507682E1,-3.420462608E-1,1.993477345E-1,3.001685143E-1
4.728007682E1,-2.829756737E-1,1.828606129E-1,2.810544968E-1
4.728507682E1,-1.949028969E-1,1.615798473E-1,2.243642807E-1
4.729007682E1,-1.450285912E-1,1.423840523E-1,1.615104675E-1
4.729507682E1,-1.740503311E-1,9.265732765E-2,2.145113945E-1
4.730007682E1,-1.417226791E-1,2.511715889E-2,1.757063866E-1
4.730507682E1,-8.579874039E-2,1.619553566E-2,7.463550568E-2
4.731007682E1,-6.744337082E-2,1.644706726E-2,-2.337598801E-2
4.731507682E1,-4.165506363E-2,3.222918510E-2,-1.357259750E-1
4.732007682E1,-4.876232147E-2,4.342746735E-2,-1.986384392E-1
4.732507682E1,-6.642770767E-2,3.241896629E-2,-2.661256790E-1
4.733007682E1,4.156398773E-2,6.179046631E-2,-5.316791534E-1
4.733507682E1,-2.858791351E-1,1.023375988E-1,-3.189787865E-1
4.734007682E1,-3.384866714E-1,1.999986172E-1,-2.992796898E-1
4.734507682E1,-1.029930115E-1,2.360608578E-1,-4.056382179E-1
4.735007682E1,3.229045868E-2,2.218716145E-1,-4.718027115E-1
4.735507682E1,1.361384392E-1,2.103164196E-1,-5.061836243E-1
4.736007682E1,3.299818039E-1,1.946518421E-1,-5.303540230E-1
4.736507682E1,2.256798744E-1,6.476235390E-2,-5.796489716E-1
4.737007682E1,2.344570160E-1,-5.750155449E-2,-4.995684624E-1
4.737507682E1,3.302721977E-1,-1.257138252E-1,-3.731999397E-1
4.738007682E1,4.242539406E-1,-1.756615639E-1,-2.463221550E-1
4.738507682E1,5.521450043E-1,-1.832766533E-1,-1.259608269E-1
4.739007682E1,4.628677368E-1,-1.768333912E-1,-9.684085846E-2
4.739507682E1,2.999038696E-1,-1.756932735E-1,2.078533173E-3
4.740007682E1,1.214394569E-1,-1.418745518E-1,1.336455345E-1
4.740507682E1,-8.177089691E-2,-7.863593102E-2,3.289270401E-1
4.741007682E1,-2.163543701E-1,-4.666614532E-2,2.879285812E-1
4.741507682E1,-1.809358597E-1,2.958273888E-2,2.414669991E-1
4.742007682E1,-4.082756042E-1,1.037061214E-1,4.544749260E-1
4.742507682E1,-4.944653511E-1,1.124715805E-1,5.317053795E-1
4.743007682E1,-3.878874779E-1,1.019244194E-1,5.407786369E-1
4.743507682E1,-2.275118828E-1,8.611941338E-2,5.058860779E-1
4.744007682E1,1.059513092E-1,2.127170563E-2,1.531200409E-1
4.744507682E1,-6.253862381E-2,-4.240417480E-2,3.570380211E-1
4.745007682E1,-2.312164307E-1,-9.878754616E-2,4.178466797E-1
4.745507682E1,1.874613762E-1,-1.140885353E-1,2.868900299E-1
4.746007682E1,1.379384995E-1,-7.617354393E-2,3.053231239E-1
4.746507682E1,1.035323143E-1,-1.431488991E-1,1.813778877E-1
4.747007682E1,1.866779327E-1,-1.369678974E-1,6.877660751E-2
4.747507682E1,2.312612534E-1,-1.350288391E-1,1.914215088E-2
4.748007682E1,1.802506447E-1,-1.593558788E-1,2.965927124E-4
4.748507682E1,1.472268105E-1,-1.514098644E-1,1.177406311E-2
4.749007682E1,3.169379234E-1,-9.398126602E-2,-1.292819977E-1
4.749507682E1,3.598251343E-1,-1.112601757E-1,-2.676100731E-1
4.750007682E1,3.788928986E-1,-6.262302399E-2,-2.228517532E-1
4.750507682E1,2.565670013E-1,-9.683465958E-2,-1.203584671E-1
4.751007682E1,2.930312157E-1,-1.627233028E-1,-8.338594437E-2
4.751507682E1,1.305890083E-1,-2.194745541E-1,-1.865568161E-1
4.752007682E1,-2.563719749E-1,-2.975788116E-1,-6.329851151E-1
4.752507682E1,4.397053719E-1,-1.557650566E-1,-5.863246918E-1
4.753007682E1,3.318605423E-1,-1.078147888E-1,-1.002702713E-1
4.753507682E1,1.770148277E-1,-7.736992836E-2,6.555080414E-3
4.754007682E1,7.763433456E-2,3.977799416E-2,8.595275879E-2
4.754507682E1,2.006530762E-1,1.022603512E-1,-7.299232483E-2
4.755007682E1,-3.884553909E-2,3.984618187E-2,1.933331490E-1
4.755507682E1,-3.554549217E-1,-1.722192764E-2,3.265848160E-1
4.756007682E1,-3.932824135E-1,4.716563225E-2,3.090076447E-1
4.756507682E1,-3.158788681E-1,2.515487671E-1,2.650008202E-1
4.757007682E1,-3.740320206E-1,3.440854549E-1,2.453565598E-1
4.757507682E1,-4.721922874E-1,3.463897705E-1,2.868967056E-1
4.758007682E1,-4.704852104E-1,2.893197536E-1,3.460669518E-1
4.758507682E1,-4.350848198E-1,2.916331291E-1,2.932295799E-1
4.759007682E1,-3.267107010E-1,2.286422253E-1,2.973909378E-1
4.759507682E1,-3.404817581E-1,1.203761101E-1,5.675292015E-1
4.760007682E1,-9.892416000E-2,5.583739281E-2,4.169797897E-1
4.760507682E1,6.591129303E-2,2.835369110E-2,1.943340302E-1
4.761007682E1,2.015223503E-1,2.373003960E-2,-7.309770584E-2
4.761507682E1,1.181364059E-1,6.387734413E-2,-6.208562851E-2
4.762007682E1,2.007656097E-1,8.285593987E-2,-1.184949875E-1
4.762507682E1,9.884357452E-3,5.080866814E-2,-6.017494202E-2
4.763007682E1,-1.178460121E-1,8.529591560E-2,-4.352521896E-2
4.763507682E1,-2.238717079E-1,1.250329018E-1,-1.643133163E-2
4.764007682E1,-2.617187500E-1,1.916155815E-1,-6.487894058E-2
4.764507682E1,-3.064918518E-1,1.997625828E-1,-7.346343994E-2
4.765007682E1,-2.316598892E-1,1.873886585E-1,-1.643295288E-1
4.765507682E1,-1.629714966E-1,1.761782169E-1,-2.218561172E-1
4.766007682E1,-1.009931564E-1,1.550514698E-1,-3.290681839E-1
4.766507682E1,-4.417848587E-2,8.365416527E-2,-3.622179031E-1
4.767007682E1,-2.204179764E-2,4.106593132E-2,-3.750243187E-1
4.767507682E1,-5.879592896E-2,2.096939087E-2,-2.905850410E-1
4.768007682E1,-1.179952621E-1,1.331877708E-2,-2.029218674E-1
4.768507682E1,-1.204538345E-2,5.000114441E-3,-1.810946465E-1
4.769007682E1,2.015399933E-2,-9.448528290E-3,-1.541461945E-1
4.769507682E1,6.725406647E-2,-5.103421211E-2,-1.513481140E-1
4.770007682E1,9.705018997E-2,-1.130528450E-1,-1.186280251E-1
4.770507682E1,1.341304779E-1,-1.625144482E-1,-8.282279968E-2
4.771007682E1,1.947174072E-1,-1.799373627E-1,-9.284305573E-2
4.771507682E1,1.360387802E-1,-1.891484261E-1,-3.884124756E-2
4.772007682E1,1.063604355E-1,-1.679186821E-1,1.751279831E-2
4.772507682E1,7.388162613E-2,-1.496541500E-1,4.287815094E-2
4.773007682E1,8.911275864E-2,-1.104133129E-1,1.279830933E-2
4.773507682E1,7.841444016E-2,-4.396200180E-2,2.851200104E-2
4.774007682E1,1.539707184E-2,8.695363998E-3,1.010990143E-1
4.774507682E1,-1.931762695E-2,-6.868600845E-3,1.487164497E-1
4.775007682E1,-7.436227798E-2,-3.393816948E-2,2.134537697E-1
4.775507682E1,-7.647132874E-2,-5.887603760E-2,2.280006409E-1
4.776007682E1,-1.375341415E-2,-8.439445496E-2,1.724882126E-1
4.776507682E1,5.665493011E-2,-8.324837685E-2,9.798717499E-2
4.777007682E1,1.364326477E-1,-9.622693062E-2,2.713394165E-2
4.777507682E1,1.647605896E-1,-1.126704216E-1,-3.917789459E-2
4.778007682E1,2.907009125E-1,-2.134535313E-1,-4.536957741E-1
4.778507682E1,2.252302170E-1,-1.709849834E-1,-1.184053421E-1
4.779007682E1,-1.685552597E-1,-2.276515961E-2,2.003307343E-1
4.779507682E1,-8.790636063E-2,-3.649592400E-2,4.746294022E-2
4.780007682E1,-6.092786789E-2,-2.148079872E-2,-5.075168610E-2
4.780507682E1,-2.212643623E-1,6.788611412E-2,1.100735664E-1
4.781007682E1,-3.871026039E-1,8.302235603E-2,2.910819054E-1
4.781507682E1,-3.729805946E-1,3.858685493E-2,3.745980263E-1
4.782007682E1,-2.447214127E-1,-1.126623154E-2,3.740491867E-1
4.782507682E1,-1.422147751E-1,-7.582187653E-3,3.516621590E-1
4.783007682E1,-7.799148560E-2,-2.092576027E-2,2.897858620E-1
4.783507682E1,-5.036926270E-2,-3.701829910E-2,2.408804893E-1
4.784007682E1,-4.663324356E-2,-6.526422501E-2,1.708898544E-1
4.784507682E1,-6.641340256E-2,-4.856920242E-2,1.522040367E-1
4.785007682E1,-7.820940018E-2,-2.023482323E-2,8.494901657E-2
4.785507682E1,-8.311605453E-2,1.039743423E-3,-4.530906677E-3
4.786007682E1,-9.340333939E-2,2.634334564E-2,-6.705856323E-2
4.786507682E1,-1.528129578E-1,7.654500008E-2,-3.827810287E-2
4.787007682E1,-2.357254028E-1,9.905457497E-2,-6.076288223E-2
4.787507682E1,-1.421804428E-1,8.633065224E-2,-1.459746361E-1
4.788007682E1,-3.313016891E-2,3.132891655E-2,-3.050694466E-1
4.788507682E1,4.532194138E-2,3.203797340E-2,-3.892755508E-1
4.789007682E1,1.006402969E-1,5.368709564E-3,-3.843259811E-1
4.789507682E1,6.561946869E-2,-7.893800735E-3,-3.726420403E-1
4.790007682E1,3.802156448E-2,1.180076599E-2,-3.133053780E-1
4.790507682E1,5.450153351E-2,3.888130188E-3,-2.885951996E-1
4.791007682E1,2.050924301E-2,2.141904831E-2,-2.863745689E-1
4.791507682E1,-1.572418213E-2,4.018068314E-3,-2.185182571E-1
4.792007682E1,-6.817626953E-2,-3.080844879E-3,-1.372261047E-1
4.792507682E1,-3.999233246E-3,1.392745972E-2,-6.660318375E-2
4.793007682E1,1.525468826E-1,-1.299834251E-2,-1.223540306E-1
4.793507682E1,9.529256821E-2,-3.791379929E-2,-7.318115234E-2
4.794007682E1,3.237009048E-2,-8.391380310E-2,6.510639191E-2
4.794507682E1,-3.964900970E-3,-1.124398708E-1,1.889071465E-1
4.795007682E1,1.421122551E-1,-1.085314751E-1,5.923938751E-2
4.795507682E1,1.394119263E-1,-9.333682060E-2,8.757114410E-3
4.796007682E1,1.190576553E-1,-9.616494179E-2,3.528594971E-5
4.796507682E1,1.533260345E-1,-1.020650864E-1,3.464221954E-3
4.797007682E1,7.136917114E-2,-1.179950237E-1,8.155155182E-2
4.797507682E1,5.504083633E-2,-9.280967712E-2,1.011786461E-1
4.798007682E1,2.620029449E-2,-8.207631111E-2,1.928100586E-1
4.798507682E1,1.231193542E-3,-6.528997421E-2,2.180256844E-1
4.799007682E1,-8.769035339E-3,-4.808235168E-2,2.686080933E-1
4.799507682E1,-8.433580399E-2,-1.843667030E-2,2.952885628E-1
4.800007682E1,-9.212207794E-2,2.574658394E-2,2.422699928E-1
4.800507682E1,-3.884315491E-2,5.713510513E-2,2.505278587E-1
4.801007682E1,6.877565384E-2,4.766392708E-2,-5.638074875E-2
4.801507682E1,-2.086448669E-1,7.447361946E-2,1.217260361E-1
4.802007682E1,-2.367138863E-1,1.139688492E-1,2.031927109E-1
4.802507682E1,3.954267502E-2,8.367300034E-2,1.666979790E-1
4.803007682E1,1.833410263E-1,3.222227097E-2,2.029094696E-1
4.803507682E1,2.554445267E-1,-6.054878235E-2,2.368645668E-1
4.804007682E1,3.463110924E-1,-1.987621784E-1,2.271652222E-1
4.804507682E1,4.488105774E-1,-2.691805363E-1,1.438889503E-1
4.805007682E1,3.322649002E-1,-2.575917244E-1,2.913422585E-1
4.805507682E1,4.227895737E-1,-2.429878712E-1,-2.035126686E-1
4.806007682E1,3.264803886E-1,-2.268602848E-1,-2.674345970E-1
4.806507682E1,1.158571243E-1,-1.670742035E-2,-2.713761330E-1
4.807007682E1,-4.934597015E-2,1.029350758E-1,-3.435821533E-1
4.807507682E1,-1.467013359E-1,1.826653481E-1,-3.620691299E-1
4.808007682E1,-1.419868469E-1,2.399621010E-1,-3.737664223E-1
4.808507682E1,-1.317143440E-1,2.002999783E-1,-3.381342888E-1
4.809007682E1,-2.032041550E-1,1.037497520E-1,-3.384885788E-1
4.809507682E1,-9.343099594E-2,1.216816902E-2,-2.095975876E-1
4.810007682E1,-1.231102943E-1,-4.007649422E-2,8.107137680E-2
4.810507682E1,-2.708368301E-1,-1.063201427E-1,4.856581688E-1
4.811007682E1,-4.354724884E-1,-1.178393364E-1,6.311101913E-1
4.811507682E1,-8.547544479E-2,-3.333854675E-2,1.423277855E-1
