# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.896093750E4,1.346402848E-2
1.898437500E4,3.104409512E-2
1.900781250E4,9.353598504E-3
1.903125000E4,1.842306822E-2
1.905468750E4,2.286343957E-2
1.907812500E4,1.750251889E-2
1.910156250E4,1.922614929E-2
1.912500000E4,1.446815795E-2
1.914843750E4,1.997597980E-2
1.917187500E4,1.624183380E-2
1.919531250E4,5.973794986E-3
1.921875000E4,1.575441255E-2
1.924218750E4,2.622696203E-2
1.926562500E4,1.232136855E-2
1.928906250E4,1.267367285E-2
1.931250000E4,1.877213597E-2
1.933593750E4,1.614197464E-2
1.935937500E4,7.968661245E-3
1.938281250E4,2.721646065E-2
1.940625000E4,1.908276694E-2
1.942968750E4,1.374856883E-2
1.945312500E4,1.572229545E-2
1.947656250E4,1.550714783E-2
1.950000000E4,2.517136925E-2
1.952343750E4,1.865909440E-2
1.954687500E4,1.513028255E-2
1.957031250E4,2.213054040E-2
1.959375000E4,2.328982357E-2
1.961718750E4,1.808429150E-2
1.964062500E4,1.862928969E-2
1.966406250E4,1.320462249E-2
1.968750000E4,1.048130324E-2
1.971093750E4,1.903259059E-2
1.973437500E4,1.496709062E-2
1.975781250E4,1.783117978E-2
1.978125000E4,1.252506848E-2
1.980468750E4,1.015518887E-2
1.982812500E4,1.667858949E-2
1.985156250E4,1.360414645E-2
1.987500000E4,2.192506426E-2
1.989843750E4,1.740865772E-2
1.992187500E4,2.010942239E-2
1.994531250E4,1.363841258E-2
1.996875000E4,1.021400783E-2
1.999218750E4,2.029658266E-2
2.001562500E4,2.306595108E-2
2.003906250E4,1.643416363E-2
2.006250000E4,1.471404442E-2
2.008593750E4,1.696259888E-2
2.010937500E4,1.433770274E-2
2.013281250E4,1.738731610E-2
2.015625000E4,8.600492699E-3
2.017968750E4,2.557514925E-2
2.020312500E4,1.767798678E-2
2.022656250E4,1.611258063E-2
2.025000000E4,1.835390129E-2
2.027343750E4,1.703724933E-2
2.029687500E4,2.122338918E-2
2.032031250E4,2.064937023E-2
2.034375000E4,2.747234379E-2
2.036718750E4,3.058896434E-2
2.039062500E4,1.063881905E-2
2.041406250E4,1.403391181E-2
2.043750000E4,2.443686005E-2
2.046093750E4,4.270367550E-2
2.048437500E4,1.750114695E-2
2.050781250E4,3.699502699E-2
2.053125000E4,6.704065454E-3
2.055468750E4,7.383056621E-3
2.057812500E4,5.773638636E-2
2.060156250E4,2.188907197E-2
2.062500000E4,3.382230975E-2
2.064843750E4,2.572083099E-2
2.067187500E4,1.853985257E-2
2.069531250E4,1.199311050E-2
2.071875000E4,1.783148637E-2
2.074218750E4,5.890026785E-3
2.076562500E4,1.205088745E-2
2.078906250E4,2.461505768E-2
2.081250000E4,3.349505914E-2
2.083593750E4,3.559394792E-2
2.085937500E4,3.624108907E-2
2.088281250E4,7.296960967E-2
2.090625000E4,2.315088353E-2
2.092968750E4,2.964538807E-2
2.095312500E4,3.382711374E-2
2.097656250E4,5.818303331E-2
2.100000000E4,3.701238726E-2
2.102343750E4,2.238700606E-2
2.104687500E4,2.504500689E-2
2.107031250E4,5.673495665E-3
2.109375000E4,2.375784208E-2
2.111718750E4,1.215263183E-2
2.114062500E4,1.545047710E-2
2.116406250E4,2.506043005E-2
2.118750000E4,4.998687684E-2
2.121093750E4,3.378690991E-2
2.123437500E4,1.526706639E-2
2.125781250E4,1.897991510E-2
2.128125000E4,2.933252081E-2
2.130468750E4,5.738674065E-2
2.132812500E4,3.674693365E-2
2.135156250E4,4.273840192E-2
2.137500000E4,2.111922502E-2
2.139843750E4,1.154120688E-2
2.142187500E4,5.021512307E-2
2.144531250E4,3.255359294E-2
2.146875000E4,2.222484244E-2
2.149218750E4,3.858127384E-2
2.151562500E4,6.039546428E-2
2.153906250E4,9.736818265E-3
2.156250000E4,4.559143214E-2
2.158593750E4,2.616978657E-2
2.160937500E4,3.455531865E-2
2.163281250E4,4.858275860E-2
2.165625000E4,2.782564936E-2
2.167968750E4,3.091586622E-2
2.170312500E4,5.523547228E-3
2.172656250E4,5.306876683E-2
2.175000000E4,1.041407661E-2
2.177343750E4,1.094371074E-2
2.179687500E4,4.330982525E-2
2.182031250E4,1.086878077E-2
2.184375000E4,1.269364621E-2
2.186718750E4,3.453864541E-2
2.189062500E4,4.649872195E-2
2.191406250E4,4.435728612E-2
2.193750000E4,4.628095699E-2
2.196093750E4,4.315548112E-2
2.198437500E4,1.513899003E-2
2.200781250E4,4.804243610E-2
2.203125000E4,3.882345812E-2
2.205468750E4,8.830309416E-3
2.207812500E4,7.003376468E-3
2.210156250E4,3.299171990E-3
2.212500000E4,4.543637627E-2
2.214843750E4,1.228699002E-2
2.217187500E4,3.903200872E-2
2.219531250E4,6.691313374E-3
2.221875000E4,3.899179523E-2
2.224218750E4,2.372183544E-2
2.226562500E4,3.918198005E-2
2.228906250E4,2.524695209E-2
2.231250000E4,3.346372484E-2
2.233593750E4,2.617040378E-2
2.235937500E4,3.264740283E-2
2.238281250E4,3.488739667E-2
2.240625000E4,4.409413979E-2
2.242968750E4,2.968577238E-2
2.245312500E4,3.324520629E-2
2.247656250E4,1.605999597E-2
2.250000000E4,1.742136895E-2
2.252343750E4,4.355421408E-2
2.254687500E4,4.382131429E-2
2.257031250E4,1.824997429E-2
2.259375000E4,1.972207488E-2
2.261718750E4,1.523241584E-2
2.264062500E4,3.173835967E-2
2.266406250E4,4.479827491E-2
2.268750000E4,1.807883545E-2
2.271093750E4,2.278570099E-2
2.273437500E4,5.533719332E-3
2.275781250E4,1.693490725E-2
2.278125000E4,2.326095103E-2
2.280468750E4,3.939488020E-2
2.282812500E4,2.768232979E-2
2.285156250E4,3.268359339E-2
2.287500000E4,1.713436574E-2
2.289843750E4,1.078637317E-2
2.292187500E4,1.994181205E-2
2.294531250E4,5.211638861E-4
2.296875000E4,3.035820480E-2
2.299218750E4,2.513158135E-2
2.301562500E4,3.079818242E-2
2.303906250E4,2.972351684E-2
2.306250000E4,1.740843628E-2
2.308593750E4,2.180471892E-2
2.310937500E4,1.510954019E-2
2.313281250E4,2.222113070E-2
2.315625000E4,1.459139782E-2
2.317968750E4,1.588848423E-2
2.320312500E4,1.901092175E-2
2.322656250E4,1.296218174E-2
2.325000000E4,2.185819857E-2
2.327343750E4,8.392306601E-3
2.329687500E4,3.904243726E-2
2.332031250E4,1.256696983E-2
2.334375000E4,2.052922485E-2
2.336718750E4,4.217017407E-2
2.339062500E4,1.378283639E-2
2.341406250E4,2.155581898E-2
2.343750000E4,1.716363766E-2
2.346093750E4,4.298256337E-2
2.348437500E4,3.243860238E-2
2.350781250E4,4.909420294E-3
2.353125000E4,2.755275673E-2
2.355468750E4,2.354504892E-2
2.357812500E4,3.046880274E-2
2.360156250E4,2.808025349E-2
2.362500000E4,2.648183376E-2
2.364843750E4,3.144481679E-2
2.367187500E4,2.393791719E-2
2.369531250E4,1.975296740E-2
2.371875000E4,2.139926230E-2
2.374218750E4,1.605625950E-2
2.376562500E4,3.142626380E-2
2.378906250E4,1.776201978E-2
2.381250000E4,3.638824296E-2
2.383593750E4,9.758984651E-3
2.385937500E4,2.585043325E-2
2.388281250E4,8.225087263E-3
2.390625000E4,2.826424920E-2
2.392968750E4,1.349503524E-2
2.395312500E4,1.854702724E-2
2.397656250E4,1.890033434E-2
2.343750000E1,1.019849805E1
4.687500000E1,5.323926395E0
7.031250000E1,5.533820770E0
9.375000000E1,5.782980256E-1
1.171875000E2,3.929070652E0
1.406250000E2,4.335652534E0
1.640625000E2,5.531806831E0
1.875000000E2,3.036314814E0
2.109375000E2,6.349714184E0
2.343750000E2,1.817952723E0
2.578125000E2,1.647758672E1
2.812500000E2,3.432344406E0
3.046875000E2,1.143153536E1
3.281250000E2,5.782062720E0
3.515625000E2,3.295971082E0
3.750000000E2,3.975138386E0
3.984375000E2,1.302710742E0
4.218750000E2,3.783029701E0
4.453125000E2,3.781433432E0
4.687500000E2,2.570821150E0
4.921875000E2,2.131775233E0
5.156250000E2,2.200557448E0
5.390625000E2,2.581461867E0
5.625000000E2,4.763348690E0
5.859375000E2,2.866603806E0
6.093750000E2,2.287997398E0
6.328125000E2,1.238971480E0
6.562500000E2,8.914510778E-1
6.796875000E2,1.474542320E0
7.031250000E2,2.687093798E0
7.265625000E2,3.837718402E-1
7.500000000E2,5.066577112E-1
7.734375000E2,8.428894030E-1
7.968750000E2,4.106060920E-1
8.203125000E2,2.777405718E-1
8.437500000E2,7.317828275E-1
8.671875000E2,1.543138777E0
8.906250000E2,1.161106949E0
9.140625000E2,7.968271082E-1
9.375000000E2,4.835263944E-1
9.609375000E2,2.190449608E-1
9.843750000E2,3.991606056E-1
1.007812500E3,1.527742343E-1
1.031250000E3,8.762015079E-1
1.054687500E3,1.085411912E0
1.078125000E3,1.106816527E0
1.101562500E3,5.964744114E-1
1.125000000E3,3.207891208E-1
1.148437500E3,3.630652813E-1
1.171875000E3,2.028555164E-1
1.195312500E3,6.516011449E-1
1.218750000E3,2.350334808E-1
1.242187500E3,1.183285298E-1
1.265625000E3,7.723535358E-1
1.289062500E3,6.305368249E-1
1.312500000E3,3.452075316E-1
1.335937500E3,9.287565733E-1
1.359375000E3,1.528834826E0
1.382812500E3,9.182231191E-1
1.406250000E3,1.465885611E-1
1.429687500E3,5.449340308E-1
1.453125000E3,2.354440910E-1
1.476562500E3,8.240176935E-1
1.500000000E3,5.262698060E-1
1.523437500E3,2.859824234E-1
1.546875000E3,4.501498372E-1
1.570312500E3,5.408039724E-1
1.593750000E3,2.727886175E-1
1.617187500E3,5.175304992E-1
1.640625000E3,3.399142286E-1
1.664062500E3,1.491723823E-1
1.687500000E3,3.207032640E-1
1.710937500E3,1.359448306E-1
1.734375000E3,1.083403434E-1
1.757812500E3,2.981191021E-1
1.781250000E3,2.810722408E-1
1.804687500E3,2.469274711E-1
1.828125000E3,5.217807441E-1
1.851562500E3,2.727134452E-1
1.875000000E3,3.250699429E-1
1.898437500E3,3.071213585E-1
1.921875000E3,8.218154991E-1
1.945312500E3,2.060070561E-1
1.968750000E3,3.328759048E-1
1.992187500E3,4.382293653E-1
2.015625000E3,2.639266129E-1
2.039062500E3,3.472252623E-1
2.062500000E3,2.354113216E-1
2.085937500E3,3.115171682E-1
2.109375000E3,6.579237203E-1
2.132812500E3,2.558878519E-1
2.156250000E3,7.872193763E-2
2.179687500E3,3.727963588E-1
2.203125000E3,5.222574890E-1
2.226562500E3,1.175840586E-1
2.250000000E3,4.203402452E-1
2.273437500E3,7.584900503E-1
2.296875000E3,7.663262460E-1
2.320312500E3,3.919647908E-2
2.343750000E3,1.169361516E0
2.367187500E3,3.863093173E-1
2.390625000E3,6.619917776E-1
2.414062500E3,5.926338413E-1
2.437500000E3,8.785225297E-1
2.460937500E3,9.121549392E-1
2.484375000E3,2.322672865E-1
2.507812500E3,8.714565103E-1
2.531250000E3,9.712872185E-1
2.554687500E3,9.950819058E-1
2.578125000E3,7.007269165E-1
2.601562500E3,3.742263198E-1
2.625000000E3,9.567632553E-2
2.648437500E3,3.510086339E-1
2.671875000E3,5.253642796E-1
2.695312500E3,2.584230883E-1
2.718750000E3,6.953488305E-2
2.742187500E3,3.484675188E-1
2.765625000E3,7.108796697E-1
2.789062500E3,3.384085441E-1
2.812500000E3,2.610935263E-1
2.835937500E3,1.836001521E-1
2.859375000E3,1.004279732E-1
2.882812500E3,2.172665728E-1
2.906250000E3,3.612770809E-1
2.929687500E3,5.642732341E-1
2.953125000E3,2.090419794E-1
2.976562500E3,3.175883846E-1
3.000000000E3,2.683559378E-1
3.023437500E3,2.604665074E-1
3.046875000E3,4.138518194E-1
3.070312500E3,1.546788003E-1
3.093750000E3,5.200029199E-1
3.117187500E3,4.067096329E-1
3.140625000E3,4.184114282E-1
3.164062500E3,3.789288371E-1
3.187500000E3,2.320222026E-1
3.210937500E3,2.040127502E-1
3.234375000E3,1.543596453E-1
3.257812500E3,1.854972979E-1
3.281250000E3,3.249835311E-1
3.304687500E3,3.465744083E-1
3.328125000E3,2.275130182E-1
3.351562500E3,3.874769304E-1
3.375000000E3,3.815202313E-1
3.398437500E3,2.631327586E-1
3.421875000E3,4.398661902E-1
3.445312500E3,2.784656813E-1
3.468750000E3,1.667654492E-1
3.492187500E3,3.051173648E-1
3.515625000E3,1.306067614E-1
3.539062500E3,3.220843837E-1
3.562500000E3,1.618695675E-1
3.585937500E3,1.510880812E-1
3.609375000E3,1.882986743E-1
3.632812500E3,2.747482176E-1
3.656250000E3,2.599371957E-1
3.679687500E3,1.947955276E-1
3.703125000E3,6.720481880E-2
3.726562500E3,3.394454111E-1
3.750000000E3,8.470658754E-2
3.773437500E3,5.623142512E-2
3.796875000E3,1.485949134E-1
3.820312500E3,9.431630221E-2
3.843750000E3,1.296391796E-1
3.867187500E3,1.399894709E-1
3.890625000E3,6.710726095E-2
3.914062500E3,7.124796577E-2
3.937500000E3,3.399623656E-1
3.960937500E3,3.463700253E-2
3.984375000E3,1.082712315E-1
4.007812500E3,3.377213512E-1
4.031250000E3,3.220697503E-1
4.054687500E3,1.724916735E-1
4.078125000E3,3.304646787E-1
4.101562500E3,9.834706933E-2
4.125000000E3,2.450647238E-2
4.148437500E3,1.877355968E-1
4.171875000E3,2.178814399E-1
4.195312500E3,3.406601367E-1
4.218750000E3,1.431945689E-1
4.242187500E3,7.494618145E-2
4.265625000E3,1.813518082E-1
4.289062500E3,1.244227015E-1
4.312500000E3,1.529100528E-1
4.335937500E3,6.441817147E-2
4.359375000E3,1.107895573E-1
4.382812500E3,5.899288693E-2
4.406250000E3,2.398097241E-1
4.429687500E3,1.843593579E-1
4.453125000E3,5.584734054E-2
4.476562500E3,2.511012521E-1
4.500000000E3,1.521124764E-1
4.523437500E3,1.903858805E-1
4.546875000E3,5.099286600E-2
4.570312500E3,1.758827891E-1
4.593750000E3,8.632303925E-2
4.617187500E3,5.214758732E-2
4.640625000E3,7.014912639E-3
4.664062500E3,4.002130643E-2
4.687500000E3,1.784276452E-1
4.710937500E3,7.484530099E-2
4.734375000E3,1.730208957E-1
4.757812500E3,2.972980032E-1
4.781250000E3,1.006292473E-1
4.804687500E3,5.628153868E-2
4.828125000E3,1.885610845E-1
4.851562500E3,1.497666176E-1
4.875000000E3,1.122488480E-1
4.898437500E3,4.491268275E-2
4.921875000E3,1.371989997E-1
4.945312500E3,1.523169764E-1
4.968750000E3,1.217220123E-1
4.992187500E3,3.243722907E-1
5.015625000E3,1.203514429E-1
5.039062500E3,5.197575166E-2
5.062500000E3,1.352918509E-1
5.085937500E3,1.144863997E-1
5.109375000E3,1.617069138E-1
5.132812500E3,2.408379648E-1
5.156250000E3,1.052965255E-1
5.179687500E3,2.422907826E-2
5.203125000E3,3.969235345E-2
5.226562500E3,8.049100214E-2
5.250000000E3,3.353615617E-2
5.273437500E3,1.547446966E-1
5.296875000E3,9.779089495E-2
5.320312500E3,6.159262611E-2
5.343750000E3,5.313945053E-2
5.367187500E3,6.311975414E-2
5.390625000E3,4.902244507E-2
5.414062500E3,1.026375647E-1
5.437500000E3,7.788938379E-2
5.460937500E3,6.518122212E-2
5.484375000E3,9.051718082E-2
5.507812500E3,6.768678008E-2
5.531250000E3,3.146073306E-2
5.554687500E3,3.898712453E-2
5.578125000E3,9.662232499E-2
5.601562500E3,2.447938193E-2
5.625000000E3,3.048625166E-2
5.648437500E3,1.282114297E-1
5.671875000E3,1.529688938E-2
5.695312500E3,5.585722265E-2
5.718750000E3,4.927177361E-2
5.742187500E3,7.787387129E-2
5.765625000E3,8.388909043E-2
5.789062500E3,1.111655304E-1
5.812500000E3,3.186981863E-2
5.835937500E3,2.879862804E-2
5.859375000E3,7.289238033E-2
5.882812500E3,1.280508595E-2
5.906250000E3,1.065577128E-1
5.929687500E3,8.103751098E-2
5.953125000E3,2.117471001E-2
5.976562500E3,5.340529426E-2
6.000000000E3,7.527108812E-2
6.023437500E3,7.197930565E-2
6.046875000E3,2.168072638E-2
6.070312500E3,2.102958529E-2
6.093750000E3,3.928542370E-2
6.117187500E3,4.691500571E-2
6.140625000E3,3.165514966E-2
6.164062500E3,7.404684582E-2
6.187500000E3,7.167581839E-2
6.210937500E3,8.943530884E-2
6.234375000E3,4.554715995E-2
6.257812500E3,8.172298215E-2
6.281250000E3,2.357868445E-2
6.304687500E3,5.953194202E-2
6.328125000E3,1.644339312E-2
6.351562500E3,6.482034131E-2
6.375000000E3,4.428379004E-2
6.398437500E3,8.136370524E-2
6.421875000E3,6.355406898E-2
6.445312500E3,4.387013445E-2
6.468750000E3,5.026126312E-2
6.492187500E3,6.648728018E-2
6.515625000E3,4.416595188E-2
6.539062500E3,3.230504361E-2
6.562500000E3,4.325334783E-2
6.585937500E3,4.247485066E-2
6.609375000E3,6.529201432E-2
6.632812500E3,2.836482639E-2
6.656250000E3,2.108800386E-2
6.679687500E3,2.961986086E-2
6.703125000E3,4.797231252E-2
6.726562500E3,4.890349700E-2
6.750000000E3,6.284865109E-2
6.773437500E3,6.531097249E-2
6.796875000E3,4.620388841E-2
6.820312500E3,1.987752221E-2
6.843750000E3,7.428666012E-2
6.867187500E3,8.845584840E-2
6.890625000E3,2.715017204E-2
6.914062500E3,3.373221052E-2
6.937500000E3,2.330018220E-2
6.960937500E3,5.383156639E-2
6.984375000E3,5.010349929E-2
7.007812500E3,3.059520226E-2
7.031250000E3,6.892238990E-2
7.054687500E3,5.944808768E-2
7.078125000E3,2.172662494E-2
7.101562500E3,2.988134482E-2
7.125000000E3,6.808126554E-2
7.148437500E3,5.179168043E-2
7.171875000E3,1.113952518E-1
7.195312500E3,6.150373667E-2
7.218750000E3,3.615094583E-2
7.242187500E3,2.017911742E-2
7.265625000E3,2.236959905E-2
7.289062500E3,4.898438819E-2
7.312500000E3,7.516273198E-2
7.335937500E3,4.390632121E-2
7.359375000E3,7.448315477E-2
7.382812500E3,3.169303402E-2
7.406250000E3,4.922392309E-2
7.429687500E3,4.777785037E-2
7.453125000E3,4.722966940E-2
7.476562500E3,3.935761504E-2
7.500000000E3,6.395027608E-2
7.523437500E3,1.385214204E-2
7.546875000E3,5.074592141E-3
7.570312500E3,1.762254564E-2
7.593750000E3,5.735445133E-2
7.617187500E3,2.666623829E-2
7.640625000E3,6.370124411E-2
7.664062500E3,8.426201485E-2
7.687500000E3,2.559359821E-2
7.710937500E3,4.219187517E-2
7.734375000E3,4.380956788E-2
7.757812500E3,4.889649261E-2
7.781250000E3,4.540083464E-3
7.804687500E3,3.972995151E-2
7.828125000E3,4.800883770E-2
7.851562500E3,2.811074342E-2
7.875000000E3,2.911202285E-2
7.898437500E3,1.812325272E-2
7.921875000E3,3.831279393E-2
7.945312500E3,3.526468530E-2
7.968750000E3,5.364033979E-2
7.992187500E3,2.988342426E-2
8.015625000E3,3.853873682E-2
8.039062500E3,5.346800980E-2
8.062500000E3,3.167802170E-2
8.085937500E3,2.225295100E-2
8.109375000E3,3.530306956E-2
8.132812500E3,3.156946561E-2
8.156250000E3,4.655213485E-2
8.179687500E3,2.539217703E-2
8.203125000E3,3.171004732E-2
8.226562500E3,5.268718194E-2
8.250000000E3,4.356747491E-2
8.273437500E3,1.806810023E-2
8.296875000E3,6.259812665E-2
8.320312500E3,1.352171103E-2
8.343750000E3,5.238874716E-2
8.367187500E3,1.112743435E-2
8.390625000E3,3.696643969E-2
8.414062500E3,5.380430507E-2
8.437500000E3,6.558868874E-3
8.460937500E3,2.183478053E-2
8.484375000E3,1.711613254E-2
8.507812500E3,4.238815549E-2
8.531250000E3,9.926865061E-3
8.554687500E3,4.305182650E-2
8.578125000E3,4.725812030E-2
8.601562500E3,2.578807778E-2
8.625000000E3,1.942127063E-2
8.648437500E3,2.767357940E-2
8.671875000E3,3.021052572E-2
8.695312500E3,3.319592948E-2
8.718750000E3,3.235450125E-2
8.742187500E3,4.583230853E-2
8.765625000E3,4.395576342E-2
8.789062500E3,5.023356569E-2
8.812500000E3,3.859057552E-2
8.835937500E3,4.109396656E-2
8.859375000E3,1.682982699E-2
8.882812500E3,2.569182584E-2
8.906250000E3,5.500862663E-2
8.929687500E3,1.534970039E-2
8.953125000E3,3.700084894E-2
8.976562500E3,3.695109445E-2
9.000000000E3,1.734691857E-2
9.023437500E3,1.458717271E-2
9.046875000E3,5.902253991E-2
9.070312500E3,3.958936665E-2
9.093750000E3,1.051129085E-2
9.117187500E3,3.819015484E-2
9.140625000E3,1.689355544E-2
9.164062500E3,4.225280404E-2
9.187500000E3,2.103285781E-2
9.210937500E3,8.092056213E-4
9.234375000E3,3.902791239E-2
9.257812500E3,5.428603002E-2
9.281250000E3,1.387709641E-2
9.304687500E3,2.363095355E-2
9.328125000E3,2.195161398E-2
9.351562500E3,3.382215831E-2
9.375000000E3,2.820618942E-2
9.398437500E3,3.259258329E-2
9.421875000E3,2.554757654E-2
9.445312500E3,3.479709628E-2
9.468750000E3,1.601195079E-2
9.492187500E3,4.039195907E-2
9.515625000E3,2.464290137E-2
9.539062500E3,4.651981793E-3
9.562500000E3,3.463875492E-2
9.585937500E3,1.733364940E-2
9.609375000E3,2.354285385E-2
9.632812500E3,3.738574898E-2
9.656250000E3,1.913850010E-2
9.679687500E3,2.959305405E-2
9.703125000E3,1.182439638E-2
9.726562500E3,1.799481785E-2
9.750000000E3,2.534058208E-2
9.773437500E3,2.391924146E-2
9.796875000E3,2.620239319E-2
9.820312500E3,3.609873266E-2
9.843750000E3,3.445613190E-2
9.867187500E3,5.417962474E-3
9.890625000E3,1.167768063E-2
9.914062500E3,1.972608408E-2
9.937500000E3,6.626754904E-3
9.960937500E3,3.050701274E-2
9.984375000E3,2.009889724E-2
1.000781250E4,4.763484638E-3
1.003125000E4,9.107903333E-3
1.005468750E4,3.093714065E-2
1.007812500E4,2.486087027E-2
1.010156250E4,1.448784969E-2
1.012500000E4,2.846406699E-2
1.014843750E4,1.947736048E-2
1.017187500E4,2.769976274E-2
1.019531250E4,2.955411466E-2
1.021875000E4,2.418191735E-2
1.024218750E4,2.494656519E-2
1.026562500E4,3.739836549E-2
1.028906250E4,1.793682965E-2
1.031250000E4,1.341458221E-2
1.033593750E4,8.793960524E-3
1.035937500E4,2.640417497E-2
1.038281250E4,9.390126521E-3
1.040625000E4,4.372072651E-2
1.042968750E4,1.036848562E-2
1.045312500E4,1.111331250E-2
1.047656250E4,1.498914217E-2
1.050000000E4,1.424571179E-2
1.052343750E4,2.649446869E-2
1.054687500E4,3.602742459E-2
1.057031250E4,1.510000266E-2
1.059375000E4,2.823338271E-2
1.061718750E4,2.279470657E-2
1.064062500E4,2.722136635E-2
1.066406250E4,3.001880160E-2
1.068750000E4,2.980807549E-2
1.071093750E4,1.971635209E-2
1.073437500E4,1.767777870E-2
1.075781250E4,2.169342332E-2
1.078125000E4,3.361905739E-2
1.080468750E4,2.271033540E-2
1.082812500E4,2.398275366E-2
1.085156250E4,1.410408413E-2
1.087500000E4,1.364754517E-2
1.089843750E4,2.402805192E-2
1.092187500E4,1.917369078E-2
1.094531250E4,3.006266801E-2
1.096875000E4,2.601843878E-2
1.099218750E4,1.752208410E-2
1.101562500E4,9.385248822E-3
1.103906250E4,2.726856301E-2
1.106250000E4,2.778053374E-2
1.108593750E4,5.786494255E-3
1.110937500E4,2.218989723E-2
1.113281250E4,1.967885796E-2
1.115625000E4,1.161046547E-2
1.117968750E4,1.675224724E-2
1.120312500E4,1.344359133E-2
1.122656250E4,1.799928263E-2
1.125000000E4,2.832925315E-2
1.127343750E4,1.679577072E-2
1.129687500E4,2.117447183E-2
1.132031250E4,1.120156299E-2
1.134375000E4,2.766819289E-2
1.136718750E4,1.631651054E-2
1.139062500E4,1.753878716E-2
1.141406250E4,1.537318961E-3
1.143750000E4,3.436794880E-2
1.146093750E4,2.215518589E-2
1.148437500E4,3.489206315E-3
1.150781250E4,1.411863867E-2
1.153125000E4,8.700528743E-3
1.155468750E4,3.231460602E-2
1.157812500E4,1.231727398E-2
1.160156250E4,2.884396318E-2
1.162500000E4,7.508738735E-3
1.164843750E4,1.566519649E-2
1.167187500E4,1.480985208E-2
1.169531250E4,1.987353204E-2
1.171875000E4,2.848805583E-2
1.174218750E4,1.166867774E-2
1.176562500E4,1.869322627E-2
1.178906250E4,7.466841498E-3
1.181250000E4,9.258360894E-3
1.183593750E4,1.717886913E-2
1.185937500E4,1.207276484E-2
1.188281250E4,2.858319648E-2
1.190625000E4,1.390394162E-2
1.192968750E4,8.998222536E-3
1.195312500E4,3.903636415E-2
1.197656250E4,1.605075669E-2
1.200000000E4,1.763306087E-2
1.202343750E4,3.468119474E-2
1.204687500E4,1.664146569E-2
1.207031250E4,2.093389425E-2
1.209375000E4,1.906155283E-2
1.211718750E4,2.298043560E-2
1.214062500E4,2.439395276E-2
1.216406250E4,2.733771071E-2
1.218750000E4,2.741592602E-2
1.221093750E4,9.201552715E-3
1.223437500E4,1.498602791E-2
1.225781250E4,1.155114227E-2
1.228125000E4,2.165941104E-2
1.230468750E4,2.047482718E-2
1.232812500E4,1.652197608E-2
1.235156250E4,2.059527198E-2
1.237500000E4,1.798646726E-2
1.239843750E4,2.746353002E-2
1.242187500E4,1.142662439E-2
1.244531250E4,3.555121758E-2
1.246875000E4,9.494653095E-3
1.249218750E4,1.098971513E-2
1.251562500E4,1.555928255E-2
1.253906250E4,1.303920007E-2
1.256250000E4,1.239129664E-2
1.258593750E4,8.099934849E-3
1.260937500E4,1.853475311E-2
1.263281250E4,1.066984166E-2
1.265625000E4,2.206598682E-2
1.267968750E4,1.276143629E-2
1.270312500E4,1.944654519E-2
1.272656250E4,8.817655710E-3
1.275000000E4,2.393882182E-2
1.277343750E4,1.993956276E-2
1.279687500E4,1.205924622E-2
1.282031250E4,1.301645981E-2
1.284375000E4,2.293202720E-2
1.286718750E4,1.872538977E-2
1.289062500E4,2.048117360E-2
1.291406250E4,1.509287635E-2
1.293750000E4,1.936798651E-2
1.296093750E4,2.001218534E-2
1.298437500E4,1.591085195E-2
1.300781250E4,2.372178292E-2
1.303125000E4,1.991484079E-2
1.305468750E4,7.726458817E-3
1.307812500E4,2.764676359E-2
1.310156250E4,1.137821894E-2
1.312500000E4,1.640876946E-2
1.314843750E4,2.184184908E-2
1.317187500E4,8.905921898E-3
1.319531250E4,1.663530617E-2
1.321875000E4,3.283212173E-2
1.324218750E4,3.366315750E-2
1.326562500E4,2.712056260E-2
1.328906250E4,1.504324884E-2
1.331250000E4,1.186512471E-2
1.333593750E4,6.192067699E-3
1.335937500E4,2.081017484E-2
1.338281250E4,1.528935785E-2
1.340625000E4,1.244772274E-2
1.342968750E4,1.045121277E-2
1.345312500E4,1.521700331E-2
1.347656250E4,2.168989231E-2
1.350000000E4,2.721859962E-2
1.352343750E4,1.930821990E-2
1.354687500E4,1.825788894E-2
1.357031250E4,2.222323569E-2
1.359375000E4,1.154647624E-2
1.361718750E4,1.232041025E-2
1.364062500E4,3.896032113E-3
1.366406250E4,3.252511528E-3
1.368750000E4,1.162583325E-2
1.371093750E4,1.879655385E-2
1.373437500E4,2.766195974E-2
1.375781250E4,2.095098800E-2
1.378125000E4,1.455186423E-2
1.380468750E4,4.837083429E-3
1.382812500E4,2.557779232E-2
1.385156250E4,1.250906876E-2
1.387500000E4,3.861545220E-2
1.389843750E4,1.146037891E-2
1.392187500E4,2.032720783E-2
1.394531250E4,2.338319662E-2
1.396875000E4,1.946068415E-2
1.399218750E4,1.214632039E-2
1.401562500E4,3.617943195E-3
1.403906250E4,1.004930971E-2
1.406250000E4,2.658668938E-2
1.408593750E4,1.954114348E-2
1.410937500E4,2.491663426E-2
1.413281250E4,2.121576924E-2
1.415625000E4,2.246324837E-2
1.417968750E4,2.430077314E-2
1.420312500E4,2.023363558E-2
1.422656250E4,9.891806582E-3
