"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
4.950507682E1,7.136054184E-1,3.102571070E-1,1.812502742E-1,-6.013785601E-1,8.894195117E1,1.685989266E1,3.918647094E1,-7.420448450E1
4.951007682E1,7.124794703E-1,3.110226989E-1,1.811200380E-1,-6.023565531E-1,8.912597679E1,1.689206587E1,3.925565370E1,-7.436223838E1
4.951507682E1,7.114018641E-1,3.118609786E-1,1.809982806E-1,-6.032327414E-1,8.930182079E1,1.693758515E1,3.932915313E1,-7.450106734E1
4.952007682E1,7.103788188E-1,3.127544522E-1,1.808635145E-1,-6.040157080E-1,8.946850914E1,1.699581481E1,3.940370079E1,-7.462202750E1
4.952507682E1,7.093860188E-1,3.136869669E-1,1.807557493E-1,-6.047307849E-1,8.963003587E1,1.706020342E1,3.948257594E1,-7.473123614E1
4.953007682E1,7.083629637E-1,3.146357536E-1,1.806619912E-1,-6.054646969E-1,8.979624566E1,1.712384083E1,3.956477840E1,-7.484431423E1
4.953507682E1,7.073187486E-1,3.155313730E-1,1.805745363E-1,-6.062449813E-1,8.996564406E1,1.717804745E1,3.964479017E1,-7.496723921E1
4.954007682E1,7.062205243E-1,3.163503110E-1,1.804937571E-1,-6.071219444E-1,9.014353422E1,1.721697159E1,3.972200185E1,-7.510962551E1
4.954507682E1,7.050694464E-1,3.171088398E-1,1.804492772E-1,-6.080765724E-1,9.032969042E1,1.724109654E1,3.980013104E1,-7.526883354E1
4.955007682E1,7.038358145E-1,3.178821504E-1,1.804576516E-1,-6.090986133E-1,9.052886431E1,1.725776839E1,3.988645637E1,-7.544237417E1
4.955507682E1,7.025423747E-1,3.187507093E-1,1.805844158E-1,-6.100995541E-1,9.073732671E1,1.727591841E1,3.999163328E1,-7.561507425E1
4.956007682E1,7.011467387E-1,3.197432756E-1,1.808537096E-1,-6.111050844E-1,9.096184087E1,1.729484888E1,4.012096369E1,-7.579211801E1
4.956507682E1,6.997106929E-1,3.208508790E-1,1.812392771E-1,-6.120555401E-1,9.119240508E1,1.731956220E1,4.026976554E1,-7.596192303E1
4.957007682E1,6.982700556E-1,3.220296502E-1,1.816726625E-1,-6.129525900E-1,9.142325086E1,1.735089218E1,4.042792436E1,-7.612315352E1
4.957507682E1,6.968942547E-1,3.232633471E-1,1.821170747E-1,-6.137365699E-1,9.164328463E1,1.739421314E1,4.058910006E1,-7.626366372E1
4.958007682E1,6.955769202E-1,3.245522380E-1,1.825326383E-1,-6.144269109E-1,9.185358372E1,1.745175810E1,4.074988552E1,-7.638544255E1
4.958507682E1,6.943467212E-1,3.258479536E-1,1.828836203E-1,-6.150279045E-1,9.204963566E1,1.752119677E1,4.090300478E1,-7.648861409E1
4.959007682E1,6.931726176E-1,3.271444142E-1,1.831491739E-1,-6.155847907E-1,9.223644653E1,1.760070505E1,4.104702552E1,-7.658078913E1
4.959507682E1,6.920906753E-1,3.284614086E-1,1.833604276E-1,-6.160377860E-1,9.240833474E1,1.769401166E1,4.118506901E1,-7.665145613E1
4.960007682E1,6.911426008E-1,3.298021257E-1,1.835180819E-1,-6.163388491E-1,9.255875238E1,1.780489439E1,4.131619981E1,-7.669138562E1
4.960507682E1,6.903594670E-1,3.311192989E-1,1.836222112E-1,-6.164792776E-1,9.268285893E1,1.792902344E1,4.143630515E1,-7.669953296E1
4.961007682E1,6.897011371E-1,3.324048519E-1,1.836823821E-1,-6.165063977E-1,9.278708813E1,1.806154951E1,4.154678060E1,-7.668515220E1
4.961507682E1,6.891770715E-1,3.336277306E-1,1.836960018E-1,-6.164278388E-1,9.286999560E1,1.819886148E1,4.164497392E1,-7.665003002E1
4.962007682E1,6.887826107E-1,3.347629011E-1,1.836854517E-1,-6.162564158E-1,9.293236190E1,1.833546109E1,4.173130969E1,-7.659780535E1
4.962507682E1,6.884881310E-1,3.357846439E-1,1.836588681E-1,-6.160374880E-1,9.297889966E1,1.846464631E1,4.180563305E1,-7.653779424E1
4.963007682E1,6.882295687E-1,3.367069066E-1,1.836658865E-1,-6.158208847E-1,9.301974647E1,1.858015892E1,4.187524263E1,-7.648104394E1
4.963507682E1,6.879847671E-1,3.376013935E-1,1.837628335E-1,-6.155757308E-1,9.305840666E1,1.868721837E1,4.195066823E1,-7.642255439E1
4.964007682E1,6.877559854E-1,3.385150433E-1,1.839657426E-1,-6.152689457E-1,9.309452576E1,1.879198631E1,4.203640599E1,-7.635580137E1
4.964507682E1,6.875295490E-1,3.395144939E-1,1.843040138E-1,-6.148699522E-1,9.313026397E1,1.890154873E1,4.213992118E1,-7.627483176E1
4.965007682E1,6.873005186E-1,3.406095803E-1,1.847821027E-1,-6.143766642E-1,9.316640086E1,1.901691242E1,4.226238724E1,-7.617913888E1
4.965507682E1,6.869611207E-1,3.417860568E-1,1.854159534E-1,-6.139117479E-1,9.321993194E1,1.912650856E1,4.240757822E1,-7.609277935E1
4.966007682E1,6.865441756E-1,3.429292142E-1,1.860790104E-1,-6.135399342E-1,9.328566171E1,1.922370790E1,4.255553085E1,-7.602551762E1
4.966507682E1,6.860828741E-1,3.440437615E-1,1.867355406E-1,-6.132324338E-1,9.335834264E1,1.931402687E1,4.270234121E1,-7.597055608E1
4.967007682E1,6.854493729E-1,3.450645208E-1,1.873852909E-1,-6.131691337E-1,9.345808394E1,1.937698907E1,4.284771342E1,-7.596356386E1
4.967507682E1,6.848031713E-1,3.461755812E-1,1.880852729E-1,-6.130505800E-1,9.355974069E1,1.944993979E1,4.300397241E1,-7.594615260E1
4.968007682E1,6.841871172E-1,3.473829031E-1,1.888247430E-1,-6.128281355E-1,9.365657597E1,1.953817321E1,4.316918469E1,-7.590838981E1
4.968507682E1,6.836497667E-1,3.486328721E-1,1.895410120E-1,-6.124967933E-1,9.374097749E1,1.964160169E1,4.333260328E1,-7.584781248E1
4.969007682E1,6.832268061E-1,3.498415053E-1,1.901804954E-1,-6.120812297E-1,9.380737086E1,1.975369679E1,4.348271098E1,-7.576861690E1
4.969507682E1,6.829359480E-1,3.509433270E-1,1.907131523E-1,-6.116091609E-1,9.385300684E1,1.986762740E1,4.361190848E1,-7.567622380E1
4.970007682E1,6.827896467E-1,3.518537283E-1,1.910887212E-1,-6.111320257E-1,9.387595526E1,1.997419305E1,4.370971324E1,-7.558035817E1
4.970507682E1,6.827836524E-1,3.524793684E-1,1.912835091E-1,-6.107171178E-1,9.387689542E1,2.005959248E1,4.376807260E1,-7.549511787E1
4.971007682E1,6.828781716E-1,3.527840674E-1,1.913265288E-1,-6.104219556E-1,9.386207000E1,2.011268442E1,4.378861172E1,-7.543361776E1
4.971507682E1,6.830323138E-1,3.527794480E-1,1.912776679E-1,-6.102674603E-1,9.383788882E1,2.012796940E1,4.377889710E1,-7.540204377E1
4.972007682E1,6.831984112E-1,3.525584936E-1,1.912059486E-1,-6.102316976E-1,9.381182680E1,2.011174459E1,4.375276671E1,-7.539690833E1
4.972507682E1,6.833316727E-1,3.522572815E-1,1.911629587E-1,-6.102699041E-1,9.379091300E1,2.007843964E1,4.372513037E1,-7.540874408E1
4.973007682E1,6.833892365E-1,3.519571722E-1,1.911877841E-1,-6.103708148E-1,9.378187793E1,2.003481108E1,4.370615878E1,-7.543519488E1
4.973507682E1,6.833547321E-1,3.516870141E-1,1.913061738E-1,-6.105280519E-1,9.378729374E1,1.998240815E1,4.370056446E1,-7.547543448E1
4.974007682E1,6.832278436E-1,3.514723778E-1,1.915464103E-1,-6.107183099E-1,9.380720804E1,1.992343463E1,4.371256288E1,-7.552557201E1
4.974507682E1,6.830185760E-1,3.513434231E-1,1.919514537E-1,-6.108993888E-1,9.384004413E1,1.986075301E1,4.374767814E1,-7.557857979E1
4.975007682E1,6.827364245E-1,3.513016403E-1,1.925473660E-1,-6.110512614E-1,9.388430250E1,1.979373005E1,4.380806966E1,-7.563167803E1
4.975507682E1,6.823665188E-1,3.513901532E-1,1.933498234E-1,-6.111601591E-1,9.394230180E1,1.972682674E1,4.389844049E1,-7.568209965E1
4.976007682E1,6.819192367E-1,3.516375721E-1,1.943585873E-1,-6.111971140E-1,9.401239676E1,1.966539515E1,4.402032128E1,-7.572381944E1
4.976507682E1,6.814290801E-1,3.520549834E-1,1.955586523E-1,-6.111207008E-1,9.408916483E1,1.961510675E1,4.417201681E1,-7.574811217E1
4.977007682E1,6.809316224E-1,3.526625335E-1,1.969266236E-1,-6.108855605E-1,9.416702747E1,1.958383004E1,4.435163860E1,-7.574484420E1
4.977507682E1,6.804557370E-1,3.534771800E-1,1.984396726E-1,-6.104552150E-1,9.424146757E1,1.957853909E1,4.455734716E1,-7.570552111E1
4.978007682E1,6.800396553E-1,3.544805050E-1,2.000675052E-1,-6.098054051E-1,9.430651615E1,1.960209593E1,4.478399173E1,-7.562427630E1
4.978507682E1,6.797410903E-1,3.556274176E-1,2.017534971E-1,-6.089143753E-1,9.435317153E1,1.965657396E1,4.502162220E1,-7.549505619E1
4.979007682E1,6.795892986E-1,3.568646312E-1,2.034697831E-1,-6.077878475E-1,9.437688456E1,1.973848519E1,4.526321598E1,-7.531849682E1
4.979507682E1,6.796091315E-1,3.581272066E-1,2.051903754E-1,-6.064431071E-1,9.437378651E1,1.984182204E1,4.550127592E1,-7.509791376E1
4.980007682E1,6.798108114E-1,3.593756557E-1,2.069230974E-1,-6.048877835E-1,9.434227811E1,1.996117445E1,4.573350333E1,-7.483572048E1
4.980507682E1,6.801978148E-1,3.605731130E-1,2.086742073E-1,-6.031360030E-1,9.428179415E1,2.009090878E1,4.595786286E1,-7.453563032E1
4.981007682E1,6.807829440E-1,3.616692126E-1,2.104264647E-1,-6.012076735E-1,9.419028922E1,2.022521662E1,4.616903897E1,-7.420197834E1
4.981507682E1,6.815649928E-1,3.626123965E-1,2.121334821E-1,-5.991500616E-1,9.406788306E1,2.035817118E1,4.635948112E1,-7.384351378E1
4.982007682E1,6.825365917E-1,3.633769751E-1,2.137409896E-1,-5.970056653E-1,9.391563865E1,2.048766871E1,4.652280704E1,-7.346727232E1
4.982507682E1,6.836780159E-1,3.639886081E-1,2.151980400E-1,-5.947995186E-1,9.373654184E1,2.061865771E1,4.665658128E1,-7.307578760E1
4.983007682E1,6.849549395E-1,3.645031750E-1,2.164781392E-1,-5.925465226E-1,9.353587300E1,2.075839585E1,4.676294186E1,-7.266982725E1
4.983507682E1,6.863241569E-1,3.649660945E-1,2.175331861E-1,-5.902865529E-1,9.332033247E1,2.091266773E1,4.684162189E1,-7.225442213E1
4.984007682E1,6.877426424E-1,3.653973639E-1,2.183249742E-1,-5.880723000E-1,9.309663197E1,2.108224022E1,4.689166959E1,-7.183821664E1
4.984507682E1,6.891661828E-1,3.657989502E-1,2.188167423E-1,-5.859695673E-1,9.287171759E1,2.126441211E1,4.691123995E1,-7.143300885E1
4.985007682E1,6.905589062E-1,3.661668301E-1,2.189943939E-1,-5.840305686E-1,9.265126513E1,2.145494617E1,4.690000215E1,-7.104900736E1
4.985507682E1,6.918962002E-1,3.665184081E-1,2.188660055E-1,-5.822727680E-1,9.243920479E1,2.165331025E1,4.686062069E1,-7.068982852E1
4.986007682E1,6.931745656E-1,3.668574989E-1,2.184576839E-1,-5.806899667E-1,9.223613682E1,2.185788281E1,4.679589310E1,-7.035549588E1
4.986507682E1,6.944026059E-1,3.671993017E-1,2.178134024E-1,-5.792469382E-1,9.204073656E1,2.206947799E1,4.671050859E1,-7.004066990E1
4.987007682E1,6.956093047E-1,3.675231040E-1,2.169538587E-1,-5.779147744E-1,9.184841836E1,2.228590617E1,4.660413945E1,-6.974141874E1
4.987507682E1,6.968317917E-1,3.678079844E-1,2.159149796E-1,-5.766484737E-1,9.165326468E1,2.250503397E1,4.647755582E1,-6.945129981E1
4.988007682E1,6.981042811E-1,3.680393994E-1,2.147432417E-1,-5.753979087E-1,9.144978521E1,2.272509951E1,4.633296751E1,-6.916308806E1
4.988507682E1,6.994536592E-1,3.682334423E-1,2.135112435E-1,-5.740920305E-1,9.123362516E1,2.294779518E1,4.617699043E1,-6.886550194E1
4.989007682E1,7.009030657E-1,3.683919311E-1,2.122726887E-1,-5.726801753E-1,9.100099586E1,2.317293038E1,4.601376504E1,-6.855091969E1
4.989507682E1,7.024724760E-1,3.685211241E-1,2.110641748E-1,-5.711186528E-1,9.074858153E1,2.340164677E1,4.584616666E1,-6.821233885E1
4.990007682E1,7.041598250E-1,3.686458468E-1,2.099244148E-1,-5.693776608E-1,9.047658501E1,2.363618932E1,4.567911441E1,-6.784487207E1
4.990507682E1,7.059563763E-1,3.688059449E-1,2.088798881E-1,-5.674301386E-1,9.018627977E1,2.388145667E1,4.551740990E1,-6.744325082E1
4.991007682E1,7.078422445E-1,3.690481782E-1,2.079545259E-1,-5.652589798E-1,8.988075100E1,2.414273700E1,4.536635357E1,-6.700371936E1
4.991507682E1,7.097961193E-1,3.694199324E-1,2.071482837E-1,-5.628569722E-1,8.956334109E1,2.442651992E1,4.522899772E1,-6.652357458E1
4.992007682E1,7.117914885E-1,3.699550331E-1,2.064372152E-1,-5.602408648E-1,8.923827336E1,2.473760626E1,4.510556230E1,-6.600427971E1
4.992507682E1,7.137974627E-1,3.706870377E-1,2.057781219E-1,-5.574402809E-1,8.891053327E1,2.508122282E1,4.499455469E1,-6.544913816E1
4.993007682E1,7.157880480E-1,3.716292977E-1,2.051220387E-1,-5.544944406E-1,8.858436034E1,2.545971647E1,4.489263938E1,-6.486374208E1
4.993507682E1,7.177292547E-1,3.727989495E-1,2.044332325E-1,-5.514460206E-1,8.826535934E1,2.587472799E1,4.479824036E1,-6.425451480E1
4.994007682E1,7.195984982E-1,3.741918802E-1,2.036881149E-1,-5.483334661E-1,8.795731670E1,2.632465420E1,4.470939006E1,-6.362808489E1
4.994507682E1,7.213888490E-1,3.757966161E-1,2.028581649E-1,-5.451821685E-1,8.766146852E1,2.680814312E1,4.462264921E1,-6.298889467E1
4.995007682E1,7.230999343E-1,3.775947690E-1,2.019454539E-1,-5.420024991E-1,8.737797315E1,2.732194357E1,4.453687064E1,-6.233961323E1
4.995507682E1,7.247578337E-1,3.795418143E-1,2.009605914E-1,-5.387846828E-1,8.710258764E1,2.786020519E1,4.444932491E1,-6.168045240E1
4.996007682E1,7.263977482E-1,3.815720379E-1,1.998964548E-1,-5.355282426E-1,8.682950293E1,2.841459558E1,4.435435061E1,-6.101388422E1
4.996507682E1,7.280522761E-1,3.836295307E-1,1.987629384E-1,-5.322232246E-1,8.655328591E1,2.897748190E1,4.424858033E1,-6.034079438E1
4.997007682E1,7.297338239E-1,3.856653273E-1,1.975826174E-1,-5.288779736E-1,8.627183158E1,2.954008329E1,4.413131875E1,-5.966524675E1
4.997507682E1,7.314406048E-1,3.876336813E-1,1.963611692E-1,-5.255255103E-1,8.598539725E1,3.009339428E1,4.400139156E1,-5.899518989E1
4.998007682E1,7.331722669E-1,3.894979656E-1,1.951140910E-1,-5.221879482E-1,8.569400031E1,3.062984853E1,4.385905822E1,-5.833632113E1
4.998507682E1,7.349387431E-1,3.912066519E-1,1.938232183E-1,-5.188978314E-1,8.539591955E1,3.114106214E1,4.370051834E1,-5.769631066E1
4.999007682E1,7.367499811E-1,3.927208781E-1,1.924596131E-1,-5.156831145E-1,8.508941042E1,3.162115972E1,4.352162349E1,-5.708148132E1
4.999507682E1,7.386077322E-1,3.940342665E-1,1.910240650E-1,-5.125479698E-1,8.477409923E1,3.206863031E1,4.332269956E1,-5.649300447E1
5.000007682E1,7.404998487E-1,3.951725662E-1,1.895446330E-1,-5.094815493E-1,8.445197513E1,3.248603238E1,4.310847793E1,-5.592823798E1
5.000507682E1,7.424090582E-1,3.961684704E-1,1.880557686E-1,-5.064724684E-1,8.412592656E1,3.287679363E1,4.288471787E1,-5.538400619E1
5.001007682E1,7.443343245E-1,3.970314562E-1,1.865605414E-1,-5.035152435E-1,8.379609146E1,3.324245757E1,4.265245639E1,-5.485886027E1
5.001507682E1,7.462781853E-1,3.977633715E-1,1.850487590E-1,-5.006097555E-1,8.346199372E1,3.358383960E1,4.241100031E1,-5.435253198E1
5.002007682E1,7.482239180E-1,3.983732462E-1,1.835387200E-1,-4.977682829E-1,8.312647695E1,3.390073831E1,4.216371077E1,-5.386645218E1
5.002507682E1,7.501596425E-1,3.988652825E-1,1.820388883E-1,-4.950038791E-1,8.279158298E1,3.419280943E1,4.191259669E1,-5.340225383E1
5.003007682E1,7.520790906E-1,3.992437124E-1,1.805467159E-1,-4.923254848E-1,8.245840498E1,3.446050157E1,4.165828119E1,-5.296085596E1
5.003507682E1,7.539871107E-1,3.995212018E-1,1.790507734E-1,-4.897214174E-1,8.212611144E1,3.470696242E1,4.140002015E1,-5.253956369E1
5.004007682E1,7.558852138E-1,3.997199833E-1,1.775354743E-1,-4.871782362E-1,8.179444396E1,3.493685634E1,4.113706802E1,-5.213512818E1
5.004507682E1,7.577746240E-1,3.998692632E-1,1.759968400E-1,-4.846723676E-1,8.146319104E1,3.515579008E1,4.086985479E1,-5.174246383E1
5.005007682E1,7.596245508E-1,4.000348449E-1,1.744718552E-1,-4.821848571E-1,8.113777942E1,3.537242577E1,4.060554522E1,-5.135555749E1
5.005507682E1,7.614147609E-1,4.002530575E-1,1.729941815E-1,-4.797062278E-1,8.082184135E1,3.559103950E1,4.034949844E1,-5.097107016E1
5.006007682E1,7.631345142E-1,4.005431831E-1,1.715569198E-1,-4.772411287E-1,8.051737108E1,3.581446676E1,4.010222807E1,-5.058883170E1
5.006507682E1,7.647798904E-1,4.009111226E-1,1.701354831E-1,-4.748009145E-1,8.022517187E1,3.604403006E1,3.986182386E1,-5.021042496E1
5.007007682E1,7.663432941E-1,4.013671875E-1,1.687475741E-1,-4.723839462E-1,7.994670822E1,3.628068269E1,3.963064225E1,-4.983488556E1
5.007507682E1,7.678199049E-1,4.019166231E-1,1.674349904E-1,-4.699799418E-1,7.968296035E1,3.652425730E1,3.941296400E1,-4.945983289E1
5.008007682E1,7.692184540E-1,4.025346637E-1,1.662017554E-1,-4.675957561E-1,7.943248302E1,3.677107799E1,3.920803078E1,-4.908702743E1
5.008507682E1,7.705455555E-1,4.031947255E-1,1.650592387E-1,-4.652408063E-1,7.919419086E1,3.701685361E1,3.901594228E1,-4.871856504E1
5.009007682E1,7.717994478E-1,4.038769603E-1,1.640063226E-1,-4.629372954E-1,7.896849236E1,3.725808603E1,3.883644381E1,-4.835830106E1
5.009507682E1,7.729659604E-1,4.045721292E-1,1.630508602E-1,-4.607162178E-1,7.875803650E1,3.749204271E1,3.867128231E1,-4.801081554E1
5.010007682E1,7.740283527E-1,4.052810371E-1,1.621920317E-1,-4.586078227E-1,7.856595490E1,3.771776284E1,3.852181542E1,-4.768022442E1
5.010507682E1,7.749826758E-1,4.060160518E-1,1.613933146E-1,-4.566234946E-1,7.839307613E1,3.793797292E1,3.838532118E1,-4.736787793E1
5.011007682E1,7.758420556E-1,4.067754447E-1,1.606065482E-1,-4.547618926E-1,7.823712253E1,3.815434654E1,3.825646603E1,-4.707407170E1
5.011507682E1,7.766247455E-1,4.075642824E-1,1.598111987E-1,-4.529964030E-1,7.809485858E1,3.836963475E1,3.813212271E1,-4.679479540E1
5.012007682E1,7.773468393E-1,4.083997011E-1,1.590248644E-1,-4.512789249E-1,7.796341539E1,3.858791943E1,3.801293122E1,-4.652188149E1
5.012507682E1,7.780219656E-1,4.092757404E-1,1.582829207E-1,-4.495794773E-1,7.784035296E1,3.880868629E1,3.790101111E1,-4.625048543E1
5.013007682E1,7.786548408E-1,4.101590812E-1,1.576142609E-1,-4.479106069E-1,7.772484328E1,3.902597224E1,3.779828633E1,-4.598314980E1
5.013507682E1,7.792522061E-1,4.110104442E-1,1.570171118E-1,-4.462981522E-1,7.761568200E1,3.923339386E1,3.770370950E1,-4.572506690E1
5.014007682E1,7.798143052E-1,4.118016660E-1,1.564880759E-1,-4.447701871E-1,7.751284699E1,3.942606341E1,3.761680284E1,-4.548131517E1
5.014507682E1,7.803362131E-1,4.125428200E-1,1.560295373E-1,-4.433267415E-1,7.741726186E1,3.960544449E1,3.753843772E1,-4.525126393E1
5.015007682E1,7.808312628E-1,4.132377207E-1,1.556327194E-1,-4.419452250E-1,7.732650366E1,3.977343518E1,3.746687520E1,-4.503149066E1
5.015507682E1,7.813034226E-1,4.138909876E-1,1.552741826E-1,-4.406235814E-1,7.723985812E1,3.993154665E1,3.739977782E1,-4.482184490E1
5.016007682E1,7.817556520E-1,4.145132899E-1,1.549537182E-1,-4.393474460E-1,7.715679301E1,4.008195098E1,3.733704556E1,-4.461974325E1
5.016507682E1,7.821883197E-1,4.151139557E-1,1.546969861E-1,-4.380989373E-1,7.707725027E1,4.022603581E1,3.728112522E1,-4.442164405E1
5.017007682E1,7.826044317E-1,4.157060981E-1,1.545268446E-1,-4.368526042E-1,7.700068571E1,4.036613439E1,3.723397777E1,-4.422281729E1
5.017507682E1,7.830095971E-1,4.162959754E-1,1.544661373E-1,-4.355844855E-1,7.692607349E1,4.050357847E1,3.719726359E1,-4.401901875E1
5.018007682E1,7.834149278E-1,4.168934822E-1,1.545263529E-1,-4.342608452E-1,7.685136960E1,4.064094913E1,3.717111919E1,-4.380470116E1
5.018507682E1,7.838366764E-1,4.174994826E-1,1.546922028E-1,-4.328562915E-1,7.677357459E1,4.077995035E1,3.715270422E1,-4.357646432E1
5.019007682E1,7.842898332E-1,4.181076586E-1,1.549330354E-1,-4.313597083E-1,7.668991172E1,4.092106831E1,3.713782546E1,-4.333360865E1
5.019507682E1,7.847739106E-1,4.187179804E-1,1.552223414E-1,-4.297803938E-1,7.660045483E1,4.106465768E1,3.712403010E1,-4.307804120E1
5.020007682E1,7.852891422E-1,4.193209708E-1,1.555089504E-1,-4.281446636E-1,7.650514341E1,4.120964444E1,3.710654206E1,-4.281505308E1
5.020507682E1,7.858290033E-1,4.199169874E-1,1.557493955E-1,-4.264793396E-1,7.640516787E1,4.135603938E1,3.708194497E1,-4.254948061E1
5.021007682E1,7.863795490E-1,4.205217659E-1,1.559059471E-1,-4.248081744E-1,7.630309940E1,4.150593805E1,3.704805663E1,-4.228500105E1
5.021507682E1,7.869289282E-1,4.211409390E-1,1.559469551E-1,-4.231592119E-1,7.620113168E1,4.165965392E1,3.700306007E1,-4.202618776E1
5.022007682E1,7.874705875E-1,4.217673838E-1,1.558511257E-1,-4.215599298E-1,7.610048342E1,4.181545519E1,3.694562382E1,-4.177781786E1
5.022507682E1,7.880058746E-1,4.223790467E-1,1.556122750E-1,-4.200327396E-1,7.600090811E1,4.196934952E1,3.687511389E1,-4.154419381E1
5.023007682E1,7.885341585E-1,4.229468703E-1,1.552396715E-1,-4.186053872E-1,7.590252686E1,4.211579946E1,3.679253337E1,-4.133024150E1
5.023507682E1,7.890618760E-1,4.234313667E-1,1.547474116E-1,-4.173014164E-1,7.580414284E1,4.224790871E1,3.669874494E1,-4.114054204E1
5.024007682E1,7.895864090E-1,4.238048792E-1,1.541377753E-1,-4.161541462E-1,7.570624489E1,4.236039187E1,3.659440673E1,-4.098078852E1
5.024507682E1,7.901043123E-1,4.240648746E-1,1.534137875E-1,-4.151726961E-1,7.560947859E1,4.245250975E1,3.648028170E1,-4.085219952E1
5.025007682E1,7.906038386E-1,4.242275655E-1,1.525910348E-1,-4.143579602E-1,7.551604600E1,4.252624337E1,3.635896359E1,-4.075373465E1
5.025507682E1,7.910739414E-1,4.243178964E-1,1.516735554E-1,-4.137045741E-1,7.542802692E1,4.258533547E1,3.623187474E1,-4.068342003E1
5.026007682E1,7.914975920E-1,4.243678451E-1,1.506790072E-1,-4.132061601E-1,7.534863029E1,4.263425106E1,3.610216998E1,-4.063851374E1
5.026507682E1,7.918656320E-1,4.244002998E-1,1.496129334E-1,-4.128549099E-1,7.527959783E1,4.267649868E1,3.597117546E1,-4.061677709E1
5.027007682E1,7.921637665E-1,4.244452119E-1,1.484741122E-1,-4.126478732E-1,7.522363781E1,4.271652725E1,3.584004877E1,-4.061656481E1
5.027507682E1,7.923849265E-1,4.245306551E-1,1.472631544E-1,-4.125692844E-1,7.518210303E1,4.275895214E1,3.570942752E1,-4.063452364E1
5.028007682E1,7.925225783E-1,4.246851504E-1,1.459901333E-1,-4.125983119E-1,7.515624157E1,4.280839769E1,3.558074654E1,-4.066637318E1
5.028507682E1,7.925777884E-1,4.249307215E-1,1.446679384E-1,-4.127051234E-1,7.514586679E1,4.286881891E1,3.545499924E1,-4.070681426E1
5.029007682E1,7.925498398E-1,4.252781868E-1,1.433147788E-1,-4.128729701E-1,7.515111888E1,4.294195460E1,3.533386780E1,-4.075267024E1
5.029507682E1,7.924496804E-1,4.257249832E-1,1.419297904E-1,-4.130831361E-1,7.516993827E1,4.302816906E1,3.521625056E1,-4.080153976E1
5.030007682E1,7.922964850E-1,4.262529910E-1,1.404877454E-1,-4.133253694E-1,7.519871506E1,4.312589907E1,3.509810860E1,-4.085345007E1
5.030507682E1,7.921125135E-1,4.268389642E-1,1.389870644E-1,-4.135805368E-1,7.523326054E1,4.323265835E1,3.497726574E1,-4.090677253E1
5.031007682E1,7.919113192E-1,4.274629951E-1,1.374494582E-1,-4.138351083E-1,7.527102461E1,4.334567426E1,3.485446950E1,-4.095987421E1
5.031507682E1,7.917091203E-1,4.280953407E-1,1.358924508E-1,-4.140824676E-1,7.530896097E1,4.346064639E1,3.472987566E1,-4.101253436E1
5.032007682E1,7.915125472E-1,4.287150800E-1,1.343318671E-1,-4.143262208E-1,7.534582622E1,4.357417102E1,3.460436928E1,-4.106560911E1
5.032507682E1,7.913268957E-1,4.293009639E-1,1.327851266E-1,-4.145727158E-1,7.538062915E1,4.368267203E1,3.447911650E1,-4.112026569E1
5.033007682E1,7.911463530E-1,4.298501313E-1,1.312793344E-1,-4.148277342E-1,7.541446125E1,4.378492259E1,3.435715558E1,-4.117660524E1
5.033507682E1,7.909679332E-1,4.303642809E-1,1.298337728E-1,-4.150897563E-1,7.544788285E1,4.388076771E1,3.424053081E1,-4.123377051E1
5.034007682E1,7.907859325E-1,4.308548272E-1,1.284611821E-1,-4.153546095E-1,7.548196226E1,4.397163432E1,3.413091224E1,-4.129036664E1
5.034507682E1,7.905923399E-1,4.313238263E-1,1.271689087E-1,-4.156339467E-1,7.551819785E1,4.405721525E1,3.402974204E1,-4.134764456E1
5.035007682E1,7.903819746E-1,4.317769408E-1,1.259517521E-1,-4.159340858E-1,7.555755610E1,4.413819063E1,3.393703399E1,-4.140635597E1
5.035507682E1,7.901507548E-1,4.322220683E-1,1.248035803E-1,-4.162570536E-1,7.560079601E1,4.421572293E1,3.385259966E1,-4.146662440E1
5.036007682E1,7.899024896E-1,4.326630533E-1,1.237129271E-1,-4.165955484E-1,7.564720014E1,4.429086676E1,3.377502240E1,-4.152762390E1
5.036507682E1,7.896378002E-1,4.330921173E-1,1.226536483E-1,-4.169645607E-1,7.569664752E1,4.436265471E1,3.370190187E1,-4.159239128E1
5.037007682E1,7.893537999E-1,4.335137606E-1,1.216106936E-1,-4.173694253E-1,7.574967192E1,4.443189277E1,3.363212735E1,-4.166189906E1
5.037507682E1,7.890427199E-1,4.339340329E-1,1.205824614E-1,-4.178189933E-1,7.580771606E1,4.449915866E1,3.356627517E1,-4.173715468E1
5.038007682E1,7.887081792E-1,4.343566597E-1,1.195753291E-1,-4.183006585E-1,7.587009561E1,4.456525281E1,3.350456575E1,-4.181612876E1
5.038507682E1,7.883521694E-1,4.347785413E-1,1.185867116E-1,-4.188145995E-1,7.593643054E1,4.462980961E1,3.344658797E1,-4.189902280E1
5.039007682E1,7.879776763E-1,4.352031350E-1,1.176234111E-1,-4.193496704E-1,7.600615638E1,4.469352103E1,3.339266283E1,-4.198400645E1
