"Time (s)","Illuminance (lx)"
1.734578342E2,2.396875000E2
1.736578508E2,2.395375061E2
1.738578370E2,2.394375000E2
1.740578455E2,2.393874969E2
1.742578269E2,2.391000061E2
1.744578402E2,2.390000000E2
1.746578224E2,2.390500031E2
1.748578369E2,2.388000031E2
1.750578177E2,2.388500061E2
1.752578323E2,2.388000031E2
1.754578194E2,2.387500000E2
1.756578264E2,2.387500000E2
1.758578103E2,2.386999969E2
1.760578187E2,2.385500031E2
1.762578070E2,2.384499969E2
1.764578200E2,2.385500031E2
1.766578058E2,2.383500061E2
1.768578228E2,2.381500092E2
1.770577975E2,2.380500031E2
1.772578205E2,2.379000092E2
1.774577940E2,2.380000000E2
1.776578115E2,2.381000061E2
1.778577895E2,2.381000061E2
1.780578035E2,2.379499969E2
1.782577891E2,2.379499969E2
1.784578051E2,2.379000092E2
1.786577936E2,2.378000031E2
1.788577946E2,2.376500092E2
1.790577869E2,2.376999969E2
1.792577735E2,2.377500000E2
1.794578024E2,2.378000031E2
1.796577920E2,2.377500000E2
1.798577868E2,2.378500061E2
1.800577821E2,2.377500000E2
1.802577797E2,2.377500000E2
1.804577622E2,2.376000061E2
1.806577817E2,2.376000061E2
1.808577579E2,2.376000061E2
1.810577705E2,2.373500061E2
1.812577541E2,2.373500061E2
1.814577736E2,2.374000092E2
1.816577497E2,2.375500031E2
1.818577709E2,2.376999969E2
1.820577458E2,2.376500092E2
1.822577560E2,2.373000031E2
1.824577418E2,2.374499969E2
1.826577561E2,2.371999969E2
1.828577400E2,2.371999969E2
1.830577533E2,2.371500092E2
1.832577429E2,2.373000031E2
1.834577482E2,2.375000000E2
1.836577301E2,2.376500092E2
1.838577418E2,2.375500031E2
1.840577274E2,2.375500031E2
1.842577394E2,2.375000000E2
1.844577226E2,2.375500031E2
1.846577336E2,2.376999969E2
1.848577207E2,2.378500061E2
1.850577347E2,2.376999969E2
1.852577127E2,2.377500000E2
1.854577320E2,2.378500061E2
1.856577102E2,2.379000092E2
1.858577277E2,2.381000061E2
1.860577069E2,2.380500031E2
1.862577180E2,2.383000031E2
1.864577031E2,2.380000000E2
1.866577234E2,2.380000000E2
1.868576992E2,2.379499969E2
1.870577100E2,2.381500092E2
1.872577059E2,2.382500000E2
1.874577083E2,2.383500061E2
1.876576982E2,2.386500092E2
1.878577072E2,2.389000092E2
1.880577247E2,2.389499969E2
1.882576964E2,2.388500061E2
1.884577018E2,2.391000061E2
1.886576985E2,2.391000061E2
1.888576962E2,2.391500092E2
1.890576926E2,2.391999969E2
1.892576934E2,2.390500031E2
1.894576947E2,2.391000061E2
1.896576856E2,2.393874969E2
1.898576843E2,2.392375031E2
1.900576843E2,2.396875000E2
1.902576636E2,2.394875031E2
1.904576725E2,2.393874969E2
1.906576608E2,2.391500092E2
1.908576747E2,2.390500031E2
1.910576543E2,2.391500092E2
1.912576643E2,2.392375031E2
1.914576494E2,2.392375031E2
1.916576669E2,2.390500031E2
1.918576507E2,2.389499969E2
1.920576634E2,2.391999969E2
1.922576442E2,2.389000092E2
1.924576433E2,2.388000031E2
1.926576406E2,2.389000092E2
1.928576580E2,2.388500061E2
1.930576358E2,2.390500031E2
1.932576523E2,2.390000000E2
1.934576330E2,2.391500092E2
1.936576517E2,2.391000061E2
1.938576281E2,2.389499969E2
1.940576432E2,2.390000000E2
1.942576236E2,2.385500031E2
1.944576445E2,2.386000061E2
1.946576245E2,2.388000031E2
1.948576350E2,2.384499969E2
1.950576144E2,2.386000061E2
1.952576331E2,2.384000092E2
1.954576160E2,2.386000061E2
1.956576233E2,2.382500000E2
1.958576158E2,2.386500092E2
1.960576171E2,2.382500000E2
1.962576357E2,2.385000000E2
1.964576154E2,2.384000092E2
1.966576194E2,2.384499969E2
1.968576130E2,2.383500061E2
1.970576087E2,2.382500000E2
1.972575919E2,2.383500061E2
1.974576056E2,2.383500061E2
1.976576129E2,2.380500031E2
1.978576071E2,2.380500031E2
1.980575994E2,2.381500092E2
1.982575985E2,2.379000092E2
1.984575800E2,2.380500031E2
1.986575916E2,2.380000000E2
1.988575742E2,2.378500061E2
1.990575917E2,2.379000092E2
1.992575710E2,2.379000092E2
1.994575877E2,2.377500000E2
1.996575652E2,2.378500061E2
1.998575801E2,2.378000031E2
2.000575629E2,2.378000031E2
2.002575768E2,2.378500061E2
2.004575585E2,2.378000031E2
2.006575793E2,2.376999969E2
2.008575562E2,2.377500000E2
2.010575684E2,2.377500000E2
2.012575529E2,2.376999969E2
2.014575618E2,2.376500092E2
2.016575488E2,2.376999969E2
2.018575641E2,2.376000061E2
2.020575436E2,2.376000061E2
2.022575573E2,2.376999969E2
2.024575415E2,2.376999969E2
2.026575569E2,2.376999969E2
2.028575371E2,2.376999969E2
2.030575518E2,2.381500092E2
2.032575355E2,2.383000031E2
2.034575448E2,2.382500000E2
2.036575419E2,2.383500061E2
2.038575451E2,2.384000092E2
2.040575286E2,2.384000092E2
2.042575362E2,2.381999969E2
2.044575542E2,2.382500000E2
2.046575166E2,2.381000061E2
2.048575325E2,2.379000092E2
2.050575252E2,2.379000092E2
2.052575309E2,2.378500061E2
2.054575105E2,2.380500031E2
2.056575276E2,2.380500031E2
2.058575046E2,2.375500031E2
2.060575272E2,2.368000031E2
2.062574989E2,2.368000031E2
2.064575151E2,2.368000031E2
2.066574972E2,2.366000061E2
2.068575140E2,2.368500061E2
2.070574906E2,2.368500061E2
2.072575075E2,2.369499969E2
2.074574884E2,2.375000000E2
2.076575012E2,2.375000000E2
2.078574954E2,2.374000092E2
2.080575000E2,2.368500061E2
2.082574874E2,2.369000092E2
2.084575040E2,2.366999969E2
2.086574774E2,2.368000031E2
2.088574900E2,2.368500061E2
2.090574747E2,2.368500061E2
2.092574860E2,2.370000000E2
2.094574695E2,2.371999969E2
2.096574816E2,2.371999969E2
2.098574650E2,2.371500092E2
2.100574857E2,2.372500000E2
2.102574623E2,2.371500092E2
2.104574857E2,2.372500000E2
2.106574586E2,2.372500000E2
2.108574705E2,2.372500000E2
2.110574526E2,2.375500031E2
2.112574643E2,2.376500092E2
2.114574480E2,2.376500092E2
2.116574636E2,2.376500092E2
2.118574493E2,2.377500000E2
2.120574581E2,2.376500092E2
2.122574533E2,2.378500061E2
2.124574498E2,2.378500061E2
2.126574605E2,2.380500031E2
2.128574337E2,2.381000061E2
2.130574847E2,2.382500000E2
2.132574329E2,2.383500061E2
2.134574474E2,2.384499969E2
2.136574256E2,2.386999969E2
2.138574478E2,2.386000061E2
2.140574383E2,2.386999969E2
2.142574191E2,2.389000092E2
2.144574213E2,2.388000031E2
2.146574369E2,2.389000092E2
2.148574143E2,2.389499969E2
2.150574279E2,2.388500061E2
2.152574082E2,2.388000031E2
2.154574263E2,2.388500061E2
2.156574121E2,2.390500031E2
2.158574072E2,2.396374969E2
2.160574069E2,2.394375000E2
2.162574187E2,2.396875000E2
2.164573955E2,2.394875031E2
2.166574120E2,2.396875000E2
2.168573942E2,2.391000061E2
2.170574067E2,2.391999969E2
2.172573900E2,2.394875031E2
2.174574019E2,2.392375031E2
2.176573863E2,2.391999969E2
2.178574025E2,2.394875031E2
2.180573815E2,2.395375061E2
2.182573994E2,2.397375031E2
2.184573781E2,2.396374969E2
2.186573906E2,2.391500092E2
2.188573760E2,2.391000061E2
2.190573981E2,2.390000000E2
2.192573721E2,2.388500061E2
2.194573815E2,2.388500061E2
2.196573650E2,2.388000031E2
2.198573828E2,2.386500092E2
2.200573602E2,2.386999969E2
2.202573775E2,2.385500031E2
2.204573688E2,2.385500031E2
2.206573555E2,2.384499969E2
2.208573529E2,2.383500061E2
2.210573629E2,2.384000092E2
2.212573866E2,2.385000000E2
2.214573460E2,2.386000061E2
2.216573605E2,2.383000031E2
2.218573401E2,2.381500092E2
2.220573559E2,2.381999969E2
2.222573371E2,2.380500031E2
2.224573563E2,2.380000000E2
2.226573342E2,2.378500061E2
2.228573488E2,2.376999969E2
2.230573471E2,2.377500000E2
2.232573438E2,2.376500092E2
2.234573264E2,2.376000061E2
2.236573439E2,2.374499969E2
2.238573202E2,2.372500000E2
2.240573401E2,2.371500092E2
2.242573237E2,2.371999969E2
2.244573300E2,2.372500000E2
2.246573131E2,2.369499969E2
2.248573278E2,2.366999969E2
2.250573081E2,2.366000061E2
2.252573359E2,2.366500092E2
2.254573051E2,2.366500092E2
2.256573299E2,2.365500031E2
2.258573025E2,2.364000092E2
2.260573142E2,2.366500092E2
2.262572972E2,2.365500031E2
2.264573094E2,2.365000000E2
2.266572954E2,2.365000000E2
2.268573095E2,2.365000000E2
2.270572891E2,2.366500092E2
2.272573055E2,2.366999969E2
2.274572874E2,2.365000000E2
2.276572993E2,2.365500031E2
2.278572830E2,2.363500061E2
2.280572959E2,2.366000061E2
2.282572782E2,2.363000031E2
2.284572909E2,2.363500061E2
2.286572781E2,2.360000000E2
2.288572894E2,2.358000031E2
2.290572802E2,2.364000092E2
2.292572825E2,2.364499969E2
2.294572773E2,2.364000092E2
2.296572785E2,2.365000000E2
2.298573219E2,2.365000000E2
2.300572721E2,2.364499969E2
2.302572729E2,2.365500031E2
2.304572761E2,2.367500000E2
2.306572689E2,2.362500000E2
2.308572603E2,2.365500031E2
2.310572676E2,2.361500092E2
2.312572456E2,2.368000031E2
2.314572686E2,2.370500031E2
2.316572457E2,2.370000000E2
2.318572652E2,2.370500031E2
2.320572374E2,2.375000000E2
2.322572523E2,2.375500031E2
2.324572486E2,2.376999969E2
2.326572495E2,2.376999969E2
2.328572300E2,2.377500000E2
2.330572437E2,2.376500092E2
2.332572252E2,2.376999969E2
2.334572394E2,2.377500000E2
2.336572219E2,2.376500092E2
2.338572203E2,2.376000061E2
2.340572255E2,2.376500092E2
2.342572328E2,2.375500031E2
2.344572143E2,2.371999969E2
2.346572272E2,2.373000031E2
2.348572102E2,2.362500000E2
2.350572198E2,2.365000000E2
2.352572076E2,2.368000031E2
2.354572078E2,2.366000061E2
2.356572034E2,2.364000092E2
2.358572191E2,2.365000000E2
2.360571974E2,2.371999969E2
2.362572055E2,2.369499969E2
2.364571956E2,2.369499969E2
2.366572070E2,2.369000092E2
2.368571905E2,2.370500031E2
2.370572008E2,2.372500000E2
2.372571862E2,2.370000000E2
2.374571949E2,2.369000092E2
2.376571906E2,2.368500061E2
2.378571967E2,2.366999969E2
2.380571819E2,2.369000092E2
2.382571945E2,2.371999969E2
2.384572323E2,2.373000031E2
2.386571713E2,2.374499969E2
2.388571921E2,2.371000061E2
2.390571819E2,2.371500092E2
2.392571864E2,2.369000092E2
2.394571791E2,2.366999969E2
2.396571776E2,2.365000000E2
2.398571571E2,2.360000000E2
2.400571758E2,2.353625031E2
2.402571549E2,2.353625031E2
2.404571742E2,2.350625000E2
2.406571517E2,2.352125092E2
2.408571697E2,2.352624969E2
2.410571469E2,2.353125000E2
2.412571666E2,2.355500031E2
2.414571425E2,2.355124969E2
2.416571568E2,2.355124969E2
2.418571376E2,2.356999969E2
2.420571525E2,2.356500092E2
2.422571338E2,2.356500092E2
2.424571503E2,2.356999969E2
2.426571347E2,2.356999969E2
2.428571454E2,2.359499969E2
2.430571277E2,2.365000000E2
2.432571388E2,2.366500092E2
2.434571239E2,2.370500031E2
2.436571418E2,2.371999969E2
2.438571204E2,2.374499969E2
2.440571333E2,2.375000000E2
2.442571139E2,2.375500031E2
2.444571116E2,2.372500000E2
2.446571123E2,2.371999969E2
2.448571225E2,2.374000092E2
2.450571066E2,2.371999969E2
2.452571046E2,2.366999969E2
2.454571029E2,2.371500092E2
2.456571184E2,2.376500092E2
2.458570979E2,2.375500031E2
2.460571065E2,2.376500092E2
2.462571100E2,2.372500000E2
2.464571063E2,2.368500061E2
2.466570895E2,2.366999969E2
2.468571069E2,2.366000061E2
2.470571267E2,2.364000092E2
2.472570834E2,2.365000000E2
2.474571013E2,2.365500031E2
2.476571003E2,2.365500031E2
2.478570970E2,2.366999969E2
2.480570919E2,2.367500000E2
2.482570944E2,2.366500092E2
2.484570721E2,2.366000061E2
2.486570868E2,2.366500092E2
2.488570672E2,2.365500031E2
2.490570832E2,2.368000031E2
2.492570637E2,2.370000000E2
2.494570765E2,2.371000061E2
2.496570586E2,2.370000000E2
2.498570834E2,2.371999969E2
2.500570629E2,2.374000092E2
2.502570722E2,2.379499969E2
2.504570509E2,2.376999969E2
2.506570654E2,2.381000061E2
2.508570497E2,2.382500000E2
2.510570627E2,2.383000031E2
2.512570438E2,2.385000000E2
2.514570565E2,2.384000092E2
2.516570408E2,2.386500092E2
2.518570605E2,2.386000061E2
2.520570385E2,2.385000000E2
2.522570526E2,2.385500031E2
2.524570314E2,2.381500092E2
2.526570478E2,2.380000000E2
2.528570298E2,2.380500031E2
2.530570403E2,2.377500000E2
2.532570226E2,2.376999969E2
2.534570381E2,2.378000031E2
2.536570216E2,2.380500031E2
2.538570317E2,2.385500031E2
2.540570164E2,2.389000092E2
2.542570338E2,2.386500092E2
2.544570116E2,2.386000061E2
2.546570507E2,2.385500031E2
2.548570219E2,2.381500092E2
2.550570161E2,2.380000000E2
2.552570076E2,2.379000092E2
2.554570003E2,2.377500000E2
2.556570438E2,2.378500061E2
2.558569969E2,2.378500061E2
2.560570093E2,2.377500000E2
2.562569902E2,2.378500061E2
2.564570078E2,2.380500031E2
2.566570417E2,2.380500031E2
2.568570067E2,2.381999969E2
2.570570002E2,2.381500092E2
2.572569942E2,2.383000031E2
2.574569803E2,2.382500000E2
2.576569972E2,2.383000031E2
2.578569737E2,2.382500000E2
2.580569896E2,2.386500092E2
2.582569823E2,2.386500092E2
2.584569710E2,2.381999969E2
2.586569667E2,2.381500092E2
2.588569917E2,2.380000000E2
2.590569636E2,2.380500031E2
2.592569637E2,2.381500092E2
2.594569601E2,2.383500061E2
2.596569792E2,2.383500061E2
2.598569584E2,2.386500092E2
2.600569710E2,2.386999969E2
2.602569537E2,2.389000092E2
2.604569661E2,2.391500092E2
2.606569489E2,2.387500000E2
2.608569463E2,2.384000092E2
2.610569477E2,2.385000000E2
2.612569449E2,2.386500092E2
2.614569394E2,2.386500092E2
2.616569569E2,2.384499969E2
2.618569363E2,2.385000000E2
2.620569473E2,2.382500000E2
2.622569326E2,2.381500092E2
2.624569438E2,2.383000031E2
2.626569332E2,2.387500000E2
2.628569400E2,2.389000092E2
2.630569239E2,2.386500092E2
2.632569356E2,2.386999969E2
2.634569366E2,2.386500092E2
2.636569165E2,2.389499969E2
2.638569148E2,2.387500000E2
2.640569249E2,2.383000031E2
2.642569437E2,2.383500061E2
2.644569093E2,2.383500061E2
2.646569259E2,2.384000092E2
2.648569036E2,2.387500000E2
2.650569216E2,2.388500061E2
2.652569174E2,2.387500000E2
2.654569161E2,2.386500092E2
2.656568964E2,2.386000061E2
2.658569128E2,2.384499969E2
2.660568916E2,2.383500061E2
2.662569109E2,2.381999969E2
2.664568873E2,2.380500031E2
2.666569022E2,2.380000000E2
2.668568836E2,2.378500061E2
2.670568978E2,2.378500061E2
2.672568849E2,2.380000000E2
2.674568917E2,2.382500000E2
2.676568833E2,2.381500092E2
2.678568899E2,2.381500092E2
2.680568758E2,2.381500092E2
2.682568879E2,2.380000000E2
2.684568772E2,2.380000000E2
2.686568787E2,2.384000092E2
2.688568647E2,2.387500000E2
2.690568788E2,2.383500061E2
2.692568635E2,2.386500092E2
2.694568776E2,2.389499969E2
2.696568576E2,2.386500092E2
2.698568740E2,2.384499969E2
2.700568529E2,2.384000092E2
2.702568810E2,2.386500092E2
2.704568468E2,2.388500061E2
2.706568824E2,2.394375000E2
2.708568456E2,2.393874969E2
2.710568567E2,2.394875031E2
2.712568396E2,2.393375092E2
2.714568529E2,2.398375092E2
2.716568533E2,2.396374969E2
2.718568473E2,2.396374969E2
2.720568397E2,2.392375031E2
2.722568386E2,2.392875061E2
2.724568521E2,2.392375031E2
2.726568255E2,2.393874969E2
2.728568415E2,2.399875031E2
2.730568216E2,2.399375000E2
2.732568424E2,2.399375000E2
2.734568264E2,2.400875092E2
2.736568372E2,2.407375031E2
2.738568123E2,2.402375031E2
2.740568260E2,2.402875061E2
2.742568100E2,2.399875031E2
2.744568279E2,2.397875061E2
2.746568039E2,2.401875000E2
2.748568201E2,2.398874969E2
2.750568003E2,2.401374969E2
2.752568133E2,2.402875061E2
2.754567955E2,2.400375061E2
2.756568074E2,2.405875092E2
2.758568016E2,2.408874969E2
2.760568086E2,2.404875031E2
2.762567965E2,2.408375092E2
2.764568050E2,2.408874969E2
2.766567840E2,2.410875092E2
2.768567984E2,2.410875092E2
2.770567836E2,2.413375092E2
2.772567994E2,2.413874969E2
2.774567784E2,2.415375061E2
2.776567887E2,2.416875000E2
2.778567760E2,2.418375092E2
2.780567897E2,2.419375000E2
2.782567705E2,2.420375061E2
2.784567845E2,2.419375000E2
2.786567667E2,2.422875061E2
2.788567810E2,2.423874969E2
2.790567620E2,2.424875031E2
2.792567764E2,2.426374969E2
2.794567586E2,2.428375092E2
2.796567539E2,2.428375092E2
2.798567661E2,2.429750061E2
2.800567661E2,2.429750061E2
2.802567622E2,2.429375000E2
2.804567494E2,2.427375031E2
2.806567980E2,2.428874969E2
2.808567428E2,2.433750000E2
2.810567584E2,2.434250031E2
2.812567382E2,2.435749969E2
2.814567563E2,2.434750061E2
2.816567385E2,2.436250000E2
2.818567546E2,2.436750031E2
2.820567294E2,2.438249969E2
2.822567441E2,2.438249969E2
2.824567276E2,2.441750031E2
2.826567459E2,2.442250061E2
2.828567234E2,2.443249969E2
2.830567367E2,2.445250092E2
2.832567193E2,2.446250000E2
2.834567331E2,2.453750000E2
2.836567123E2,2.445250092E2
2.838567285E2,2.442750092E2
2.840567098E2,2.441750031E2
2.842567243E2,2.443249969E2
2.844567046E2,2.442250061E2
2.846567297E2,2.443750000E2
2.848567036E2,2.445250092E2
2.850567177E2,2.445250092E2
2.852567006E2,2.444750061E2
2.854567193E2,2.447250061E2
2.856566946E2,2.447250061E2
2.858567120E2,2.446750031E2
2.860566899E2,2.447750092E2
2.862567104E2,2.447250061E2
2.864566877E2,2.446250000E2
2.866566991E2,2.448750000E2
2.868566835E2,2.448750000E2
2.870566989E2,2.449250031E2
2.872566799E2,2.450749969E2
2.874566952E2,2.450749969E2
2.876566857E2,2.449750061E2
2.878566721E2,2.450250092E2
2.880566702E2,2.451750031E2
2.882566668E2,2.452250061E2
2.884566901E2,2.453750000E2
2.886566641E2,2.458249969E2
2.888567152E2,2.467624969E2
2.890566597E2,2.465749969E2
2.892566746E2,2.460749969E2
2.894566551E2,2.459750061E2
2.896566757E2,2.461750031E2
2.898566509E2,2.463249969E2
2.900566640E2,2.463750000E2
2.902566491E2,2.464250031E2
2.904566623E2,2.467125092E2
2.906566441E2,2.466250000E2
2.908566542E2,2.467125092E2
2.910566498E2,2.466625061E2
2.912566534E2,2.468625031E2
2.914566341E2,2.470124969E2
2.916566498E2,2.473625031E2
2.918566313E2,2.473625031E2
2.920566531E2,2.476125031E2
2.922566252E2,2.479125061E2
2.924566411E2,2.480124969E2
2.926566258E2,2.483125000E2
2.928566446E2,2.486625061E2
2.930566203E2,2.487624969E2
2.932566391E2,2.489625092E2
2.934566162E2,2.491125031E2
2.936566282E2,2.491625061E2
2.938566118E2,2.493625031E2
2.940566244E2,2.495124969E2
2.942566081E2,2.497125092E2
2.944566193E2,2.498125000E2
2.946566035E2,2.497624969E2
2.948566043E2,2.500124969E2
2.950565989E2,2.501125031E2
2.952566143E2,2.505000000E2
2.954565962E2,2.504499969E2
2.956566097E2,2.505000000E2
2.958565893E2,2.507500000E2
2.960565989E2,2.506500092E2
2.962566024E2,2.509499969E2
2.964565831E2,2.508000031E2
2.966565884E2,2.511999969E2
2.968565817E2,2.513500061E2
2.970566172E2,2.512500000E2
2.972565773E2,2.515500031E2
2.974565889E2,2.515500031E2
2.976565743E2,2.515000000E2
2.978565918E2,2.514499969E2
2.980565672E2,2.515000000E2
2.982565843E2,2.511500092E2
2.984565640E2,2.515500031E2
2.986565787E2,2.514000092E2
2.988565683E2,2.506000061E2
2.990565723E2,2.506500092E2
2.992565557E2,2.505500031E2
2.994565738E2,2.505000000E2
2.996565522E2,2.505500031E2
2.998565699E2,2.505500031E2
3.000565539E2,2.504499969E2
3.002565648E2,2.505500031E2
3.004565446E2,2.505500031E2
3.006565634E2,2.509499969E2
3.008565401E2,2.506999969E2
3.010565533E2,2.504000092E2
3.012565362E2,2.505000000E2
3.014565537E2,2.498125000E2
3.016565323E2,2.495625000E2
3.018565463E2,2.496125031E2
3.020565286E2,2.498625031E2
3.022565428E2,2.499125061E2
3.024565249E2,2.495124969E2
3.026565439E2,2.495625000E2
3.028565207E2,2.490625000E2
3.030565349E2,2.485625000E2
3.032565168E2,2.484625092E2
3.034565124E2,2.485625000E2
3.036565136E2,2.482624969E2
3.038565072E2,2.481625061E2
3.040565080E2,2.479625092E2
3.042565064E2,2.479625092E2
3.044565085E2,2.494625092E2
3.046565002E2,2.546875000E2
3.048565087E2,2.573875122E2
3.050565137E2,2.584250183E2
3.052565170E2,2.586750183E2
3.054564923E2,2.612250061E2
3.056565506E2,2.590249939E2
3.058564886E2,2.588250122E2
3.060565083E2,2.587250061E2
3.062564845E2,2.572375183E2
3.064564956E2,2.583750000E2
3.066564793E2,2.567875061E2
3.068564976E2,2.604750061E2
3.070564748E2,2.567875061E2
3.072564902E2,2.592749939E2
3.074564717E2,2.579250183E2
3.076564863E2,2.560375061E2
3.078564664E2,2.581250000E2
3.080564796E2,2.563374939E2
3.082564640E2,2.561375122E2
3.084564842E2,2.561375122E2
3.086564627E2,2.555375061E2
3.088564707E2,2.542875061E2
3.090564577E2,2.536500092E2
3.092564788E2,2.527500000E2
3.094564533E2,2.537500000E2
3.096564662E2,2.540875092E2
3.098564483E2,2.532500000E2
3.100564642E2,2.533000031E2
3.102564454E2,2.531000061E2
3.104564653E2,2.530000000E2
3.106564415E2,2.513500061E2
3.108564528E2,2.527500000E2
3.110564378E2,2.523500061E2
3.112564502E2,2.519000092E2
3.114564331E2,2.506999969E2
3.116564449E2,2.521000061E2
3.118564289E2,2.526000061E2
3.120564390E2,2.506999969E2
3.122564282E2,2.483625031E2
3.124564355E2,2.442250061E2
3.126564192E2,2.414875031E2
3.128564341E2,2.405875092E2
3.130564299E2,2.407375031E2
3.132564325E2,2.409375000E2
3.134564118E2,2.405875092E2
3.136564253E2,2.404375000E2
3.138564284E2,2.401875000E2
3.140564046E2,2.402875061E2
3.142564171E2,2.401875000E2
3.144564017E2,2.402375031E2
3.146564136E2,2.403375092E2
3.148563972E2,2.404875031E2
3.150564080E2,2.400875092E2
3.152563930E2,2.399375000E2
3.154564134E2,2.399875031E2
3.156563902E2,2.399375000E2
3.158564023E2,2.399375000E2
3.160563841E2,2.398874969E2
3.162563959E2,2.397375031E2
3.164563883E2,2.398874969E2
3.166563944E2,2.397875061E2
3.168563854E2,2.396875000E2
3.170563882E2,2.397875061E2
3.172563731E2,2.394875031E2
3.174563845E2,2.394375000E2
3.176563704E2,2.398375092E2
3.178563835E2,2.396875000E2
3.180563654E2,2.395375061E2
3.182563792E2,2.395875092E2
3.184563622E2,2.395375061E2
3.186563796E2,2.393874969E2
3.188563571E2,2.392875061E2
3.190563703E2,2.393375092E2
3.192563531E2,2.393874969E2
3.194563711E2,2.391999969E2
3.196563484E2,2.386999969E2
3.198563647E2,2.386500092E2
3.200563452E2,2.383500061E2
3.202563620E2,2.383500061E2
3.204563421E2,2.384000092E2
3.206563543E2,2.381500092E2
3.208563347E2,2.383000031E2
3.210563469E2,2.382500000E2
3.212563343E2,2.380500031E2
3.214563495E2,2.381999969E2
3.216563385E2,2.383500061E2
3.218563409E2,2.384499969E2
3.220563361E2,2.381999969E2
3.222563350E2,2.381500092E2
3.224563774E2,2.381500092E2
3.226563186E2,2.383000031E2
3.228563395E2,2.386000061E2
3.230563133E2,2.384000092E2
3.232563312E2,2.384000092E2
3.234563101E2,2.385500031E2
3.236563272E2,2.388000031E2
3.238563056E2,2.379499969E2
3.240563203E2,2.378000031E2
3.242563002E2,2.377500000E2
3.244563177E2,2.378000031E2
3.246563058E2,2.376999969E2
3.248563131E2,2.378000031E2
3.250562949E2,2.379000092E2
3.252563073E2,2.381999969E2
3.254563007E2,2.383000031E2
3.256563016E2,2.383500061E2
3.258562862E2,2.391500092E2
3.260562997E2,2.401374969E2
3.262562899E2,2.423874969E2
3.264562941E2,2.442250061E2
3.266562783E2,2.470625000E2
3.268562882E2,2.521500092E2
3.270562747E2,2.531000061E2
3.272562854E2,2.486625061E2
