# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.886718750E4,1.436074268E-2
1.889062500E4,3.534948505E-2
1.891406250E4,3.028968012E-2
1.893750000E4,3.178870635E-2
1.896093750E4,3.362122255E-2
1.898437500E4,7.651260759E-2
1.900781250E4,7.350417280E-2
1.903125000E4,4.651701380E-2
1.905468750E4,4.020942870E-2
1.907812500E4,1.323801507E-2
1.910156250E4,6.108406895E-2
1.912500000E4,5.988316128E-2
1.914843750E4,5.085506808E-2
1.917187500E4,1.374179990E-2
1.919531250E4,6.261410717E-2
1.921875000E4,1.214173679E-1
1.924218750E4,1.643874364E-2
1.926562500E4,1.042714294E-1
1.928906250E4,1.731821065E-2
1.931250000E4,2.188784394E-2
1.933593750E4,7.690855462E-2
1.935937500E4,3.258566207E-2
1.938281250E4,3.045525147E-2
1.940625000E4,5.372410049E-2
1.942968750E4,3.984330800E-2
1.945312500E4,2.557883287E-2
1.947656250E4,2.174030573E-2
1.950000000E4,2.435213226E-2
1.952343750E4,3.058047255E-2
1.954687500E4,3.716266008E-2
1.957031250E4,2.682370179E-2
1.959375000E4,1.736130215E-2
1.961718750E4,8.593962412E-3
1.964062500E4,7.321925200E-3
1.966406250E4,2.566837871E-2
1.968750000E4,1.069639500E-2
1.971093750E4,3.346031248E-2
1.973437500E4,1.361807560E-2
1.975781250E4,4.706950159E-2
1.978125000E4,2.963382471E-2
1.980468750E4,2.336765108E-2
1.982812500E4,4.322536394E-2
1.985156250E4,4.337101414E-2
1.987500000E4,4.392176592E-2
1.989843750E4,1.516650431E-2
1.992187500E4,1.840828192E-2
1.994531250E4,2.049885347E-2
1.996875000E4,9.218740356E-3
1.999218750E4,2.845875832E-3
2.001562500E4,4.001494039E-2
2.003906250E4,4.463261446E-2
2.006250000E4,6.727081473E-2
2.008593750E4,2.813329993E-2
2.010937500E4,2.853471047E-2
2.013281250E4,9.801163373E-3
2.015625000E4,2.444489753E-2
2.017968750E4,2.625536232E-2
2.020312500E4,3.943690153E-2
2.022656250E4,2.117873811E-2
2.025000000E4,4.621195080E-2
2.027343750E4,1.853116780E-2
2.029687500E4,4.578437301E-2
2.032031250E4,3.552552838E-2
2.034375000E4,6.768272349E-2
2.036718750E4,3.454101589E-2
2.039062500E4,4.019320031E-2
2.041406250E4,3.563624980E-2
2.043750000E4,4.586992251E-2
2.046093750E4,9.359990599E-2
2.048437500E4,6.209543439E-2
2.050781250E4,1.467181721E-1
2.053125000E4,4.677605243E-2
2.055468750E4,5.441273150E-2
2.057812500E4,7.692215990E-2
2.060156250E4,7.125017137E-2
2.062500000E4,1.572588786E-1
2.064843750E4,1.156895072E-1
2.067187500E4,1.168003316E-1
2.069531250E4,1.918625398E-1
2.071875000E4,7.508847511E-2
2.074218750E4,1.668979206E-1
2.076562500E4,1.256515120E-1
2.078906250E4,1.625465353E-1
2.081250000E4,9.588874434E-2
2.083593750E4,2.148931356E-1
2.085937500E4,1.342213703E-1
2.088281250E4,1.090699757E-1
2.090625000E4,1.507512439E-1
2.092968750E4,1.286315060E-1
2.095312500E4,1.203528339E-1
2.097656250E4,1.147041224E-1
2.100000000E4,6.933494071E-2
2.102343750E4,1.393017427E-1
2.104687500E4,3.409156911E-1
2.107031250E4,4.215244864E-1
2.109375000E4,1.248872134E-1
2.111718750E4,1.336799254E-1
2.114062500E4,8.667434170E-2
2.116406250E4,7.857882299E-2
2.118750000E4,2.875595262E-1
2.121093750E4,1.121754892E-1
2.123437500E4,4.044178280E-2
2.125781250E4,1.115069606E-1
2.128125000E4,1.466090476E-1
2.130468750E4,2.142164696E-1
2.132812500E4,3.089764398E-1
2.135156250E4,2.868224161E-1
2.137500000E4,1.620308317E-1
2.139843750E4,1.452773659E-1
2.142187500E4,3.692091491E-1
2.144531250E4,2.609009589E-1
2.146875000E4,1.894066762E-1
2.149218750E4,2.228615323E-1
2.151562500E4,1.314476268E-1
2.153906250E4,8.713452665E-2
2.156250000E4,1.728622892E-1
2.158593750E4,7.133758972E-2
2.160937500E4,3.418878847E-2
2.163281250E4,1.571139244E-1
2.165625000E4,5.758074419E-2
2.167968750E4,1.031731952E-1
2.170312500E4,2.072829166E-1
2.172656250E4,2.958610144E-1
2.175000000E4,1.367975530E-1
2.177343750E4,6.043089138E-2
2.179687500E4,1.655287030E-1
2.182031250E4,1.406524668E-1
2.184375000E4,9.275483328E-2
2.186718750E4,1.461214986E-1
2.189062500E4,4.713960426E-2
2.191406250E4,8.103472474E-2
2.193750000E4,1.537873652E-1
2.196093750E4,5.986500282E-2
2.198437500E4,6.821046520E-2
2.200781250E4,8.261584269E-2
2.203125000E4,6.793983897E-2
2.205468750E4,1.337783685E-1
2.207812500E4,4.116742320E-2
2.210156250E4,1.262889162E-1
2.212500000E4,1.863380684E-1
2.214843750E4,2.832204523E-2
2.217187500E4,1.168883572E-2
2.219531250E4,1.049501508E-1
2.221875000E4,5.176317223E-2
2.224218750E4,1.419972177E-1
2.226562500E4,1.352250673E-1
2.228906250E4,1.150460401E-1
2.231250000E4,9.233642984E-2
2.233593750E4,1.772026953E-1
2.235937500E4,6.925049748E-2
2.238281250E4,8.506549249E-2
2.240625000E4,1.020228568E-1
2.242968750E4,6.681304870E-2
2.245312500E4,5.580445491E-2
2.247656250E4,1.412038327E-1
2.250000000E4,3.531746436E-2
2.252343750E4,7.546196019E-2
2.254687500E4,2.546216513E-2
2.257031250E4,5.508964721E-2
2.259375000E4,8.130125537E-2
2.261718750E4,3.710966259E-2
2.264062500E4,9.392761423E-2
2.266406250E4,3.253101247E-2
2.268750000E4,5.217900376E-2
2.271093750E4,6.229679706E-2
2.273437500E4,6.211656994E-2
2.275781250E4,1.182807615E-1
2.278125000E4,1.377439158E-2
2.280468750E4,7.104893793E-2
2.282812500E4,5.626926346E-2
2.285156250E4,2.649517897E-2
2.287500000E4,3.604544042E-2
2.289843750E4,2.559453801E-2
2.292187500E4,9.928110370E-3
2.294531250E4,2.293891053E-2
2.296875000E4,3.940912654E-2
2.299218750E4,1.199024080E-2
2.301562500E4,3.738885505E-2
2.303906250E4,2.603650243E-2
2.306250000E4,4.892492151E-2
2.308593750E4,3.115447698E-2
2.310937500E4,2.243314525E-2
2.313281250E4,2.587994197E-2
2.315625000E4,3.217692437E-2
2.317968750E4,5.741969085E-2
2.320312500E4,2.325505317E-2
2.322656250E4,8.859194145E-3
2.325000000E4,3.554358773E-2
2.327343750E4,1.988494698E-2
2.329687500E4,4.136575202E-2
2.332031250E4,1.887792396E-2
2.334375000E4,1.084919769E-2
2.336718750E4,1.999676510E-2
2.339062500E4,2.276350421E-2
2.341406250E4,5.162559484E-2
2.343750000E4,3.090199518E-2
2.346093750E4,3.322930865E-2
2.348437500E4,2.243152711E-2
2.350781250E4,2.916333530E-2
2.353125000E4,9.119556028E-3
2.355468750E4,1.095908183E-2
2.357812500E4,1.239929562E-2
2.360156250E4,2.658498163E-2
2.362500000E4,3.638227054E-2
2.364843750E4,3.812318805E-2
2.367187500E4,1.304095818E-2
2.369531250E4,2.401543371E-2
2.371875000E4,5.479624412E-3
2.374218750E4,1.336225638E-2
2.376562500E4,1.638565419E-2
2.378906250E4,1.871785891E-2
2.381250000E4,9.145119950E-3
2.383593750E4,2.481618730E-2
2.385937500E4,1.797593574E-2
2.388281250E4,2.937849721E-2
2.390625000E4,2.920048896E-2
2.392968750E4,1.327883274E-2
2.395312500E4,1.723887165E-2
2.397656250E4,1.881603052E-2
2.343750000E1,1.524263367E1
4.687500000E1,1.269759017E1
7.031250000E1,5.819907161E0
9.375000000E1,2.705035084E0
1.171875000E2,7.892266386E0
1.406250000E2,3.579677855E0
1.640625000E2,2.496413703E0
1.875000000E2,6.395596136E0
2.109375000E2,6.921998499E0
2.343750000E2,1.950949728E0
2.578125000E2,1.731941851E1
2.812500000E2,2.117654855E1
3.046875000E2,7.204860799E0
3.281250000E2,8.700892382E0
3.515625000E2,1.124712204E1
3.750000000E2,1.156755924E1
3.984375000E2,1.844252184E1
4.218750000E2,1.166767293E1
4.453125000E2,1.033647075E1
4.687500000E2,6.310729236E0
4.921875000E2,2.311269853E0
5.156250000E2,1.059401611E0
5.390625000E2,2.857294757E0
5.625000000E2,3.512146651E0
5.859375000E2,5.447535281E0
6.093750000E2,8.934092687E0
6.328125000E2,1.102222204E1
6.562500000E2,3.114349644E1
6.796875000E2,1.203152217E1
7.031250000E2,1.275817164E1
7.265625000E2,9.188632691E0
7.500000000E2,7.627472352E0
7.734375000E2,7.009251486E0
7.968750000E2,1.946053889E1
8.203125000E2,1.485586711E1
8.437500000E2,1.265494734E1
8.671875000E2,7.842375096E0
8.906250000E2,1.987048413E0
9.140625000E2,7.443638589E0
9.375000000E2,4.820790428E0
9.609375000E2,7.757089648E0
9.843750000E2,2.815952969E0
1.007812500E3,4.715763469E0
1.031250000E3,2.297112528E0
1.054687500E3,2.874229235E0
1.078125000E3,4.136877698E0
1.101562500E3,1.670870889E0
1.125000000E3,1.801810982E0
1.148437500E3,1.840642407E0
1.171875000E3,2.753650873E0
1.195312500E3,2.922474343E0
1.218750000E3,2.861424058E0
1.242187500E3,3.315971234E0
1.265625000E3,1.783795174E0
1.289062500E3,4.741334151E0
1.312500000E3,1.774442727E0
1.335937500E3,8.930056481E-1
1.359375000E3,5.017402238E-1
1.382812500E3,1.079976445E0
1.406250000E3,1.462438162E0
1.429687500E3,2.397073111E0
1.453125000E3,1.354055047E0
1.476562500E3,1.810421506E0
1.500000000E3,1.772876937E0
1.523437500E3,2.529889469E0
1.546875000E3,1.394904650E0
1.570312500E3,7.288504539E-1
1.593750000E3,9.125239404E-1
1.617187500E3,4.403037208E-1
1.640625000E3,5.124841554E-1
1.664062500E3,1.150533848E0
1.687500000E3,8.504381905E-1
1.710937500E3,1.840977794E-1
1.734375000E3,1.638785938E0
1.757812500E3,1.420627687E0
1.781250000E3,5.869885504E-1
1.804687500E3,2.530153925E-1
1.828125000E3,9.111181236E-1
1.851562500E3,8.669645982E-1
1.875000000E3,1.839450682E0
1.898437500E3,1.014918885E0
1.921875000E3,2.031913530E0
1.945312500E3,2.741543205E0
1.968750000E3,3.981205285E-1
1.992187500E3,1.178638931E0
2.015625000E3,1.328360503E0
2.039062500E3,1.170706881E0
2.062500000E3,3.832958096E-1
2.085937500E3,4.508753265E0
2.109375000E3,4.151140006E0
2.132812500E3,1.080932090E0
2.156250000E3,2.752431403E0
2.179687500E3,4.542673219E0
2.203125000E3,3.636830874E0
2.226562500E3,4.041720008E0
2.250000000E3,2.762708263E0
2.273437500E3,1.740047049E0
2.296875000E3,1.147988462E0
2.320312500E3,1.598106391E0
2.343750000E3,2.554504706E0
2.367187500E3,1.471713624E0
2.390625000E3,1.701729209E0
2.414062500E3,8.772886204E-1
2.437500000E3,7.306830274E-1
2.460937500E3,2.442755124E0
2.484375000E3,5.282476613E-1
2.507812500E3,1.094904845E0
2.531250000E3,1.343184534E0
2.554687500E3,3.107253353E-1
2.578125000E3,2.093014738E0
2.601562500E3,1.688914290E0
2.625000000E3,1.257151871E0
2.648437500E3,4.467711687E-1
2.671875000E3,2.249722541E0
2.695312500E3,2.806263683E0
2.718750000E3,1.849121640E0
2.742187500E3,4.603614209E0
2.765625000E3,1.932676395E0
2.789062500E3,5.592307227E-1
2.812500000E3,1.427870523E0
2.835937500E3,1.768092599E0
2.859375000E3,5.263600068E0
2.882812500E3,1.689049088E0
2.906250000E3,6.542177831E-1
2.929687500E3,1.022907024E0
2.953125000E3,3.742622578E0
2.976562500E3,2.454453407E0
3.000000000E3,2.793850125E0
3.023437500E3,2.627975448E0
3.046875000E3,1.685633234E0
3.070312500E3,3.231471873E0
3.093750000E3,6.155357568E0
3.117187500E3,8.950753742E-1
3.140625000E3,1.549140491E0
3.164062500E3,1.936782545E0
3.187500000E3,4.700925883E0
3.210937500E3,1.353319691E0
3.234375000E3,2.559422977E0
3.257812500E3,5.321110645E-1
3.281250000E3,4.315760507E0
3.304687500E3,5.558489923E-1
3.328125000E3,3.628695499E0
3.351562500E3,2.731263649E0
3.375000000E3,5.306539261E0
3.398437500E3,1.537390175E0
3.421875000E3,1.065157889E0
3.445312500E3,4.050239847E0
3.468750000E3,3.287862399E0
3.492187500E3,3.210716267E0
3.515625000E3,2.671388252E0
3.539062500E3,2.604656189E0
3.562500000E3,3.368163134E0
3.585937500E3,2.585030323E0
3.609375000E3,6.312399464E0
3.632812500E3,5.805416499E0
3.656250000E3,3.334899364E0
3.679687500E3,4.297180552E0
3.703125000E3,3.460004881E0
3.726562500E3,2.372660086E0
3.750000000E3,1.259716950E0
3.773437500E3,1.747069587E0
3.796875000E3,1.869804524E0
3.820312500E3,3.651825762E0
3.843750000E3,3.530447470E0
3.867187500E3,5.718627679E0
3.890625000E3,3.815409619E0
3.914062500E3,3.389706836E0
3.937500000E3,3.625056528E0
3.960937500E3,4.973300480E-1
3.984375000E3,1.570560087E0
4.007812500E3,2.208833143E0
4.031250000E3,4.502878707E0
4.054687500E3,4.980049028E-1
4.078125000E3,1.031357010E0
4.101562500E3,1.380932197E0
4.125000000E3,2.141938180E0
4.148437500E3,7.349005460E-1
4.171875000E3,1.633422716E0
4.195312500E3,8.454018147E-1
4.218750000E3,1.226130924E0
4.242187500E3,2.022981689E0
4.265625000E3,8.177019680E-1
4.289062500E3,6.732092638E-1
4.312500000E3,1.890202125E0
4.335937500E3,1.996764577E-1
4.359375000E3,5.028734707E-1
4.382812500E3,9.174036863E-1
4.406250000E3,4.572537968E-1
4.429687500E3,6.910332183E-1
4.453125000E3,1.680540010E0
4.476562500E3,3.822468270E-1
4.500000000E3,2.371865762E-1
4.523437500E3,4.632393502E-1
4.546875000E3,4.200768978E-1
4.570312500E3,9.052674857E-1
4.593750000E3,9.921587812E-1
4.617187500E3,3.814289558E-1
4.640625000E3,9.158617732E-1
4.664062500E3,3.579404868E-1
4.687500000E3,7.487130994E-1
4.710937500E3,7.614479172E-1
4.734375000E3,2.840771300E-1
4.757812500E3,6.863628981E-1
4.781250000E3,6.401317022E-1
4.804687500E3,5.725367224E-1
4.828125000E3,7.758164934E-1
4.851562500E3,2.944704145E-1
4.875000000E3,3.896009379E-1
4.898437500E3,6.974610937E-1
4.921875000E3,3.514070581E-1
4.945312500E3,7.083725303E-1
4.968750000E3,2.525581189E-1
4.992187500E3,9.831357968E-2
5.015625000E3,4.359199962E-1
5.039062500E3,3.850232610E-1
5.062500000E3,2.797007530E-1
5.085937500E3,9.779535204E-1
5.109375000E3,1.605991013E-1
5.132812500E3,6.742437626E-1
5.156250000E3,5.668117189E-1
5.179687500E3,7.750988411E-1
5.203125000E3,4.219380898E-1
5.226562500E3,3.427732786E-1
5.250000000E3,4.078902351E-2
5.273437500E3,3.529678989E-1
5.296875000E3,2.417304919E-1
5.320312500E3,2.498065037E-1
5.343750000E3,5.067806177E-2
5.367187500E3,1.217989828E-1
5.390625000E3,3.984140100E-1
5.414062500E3,1.159419105E-1
5.437500000E3,1.495694490E-1
5.460937500E3,1.286867934E-1
5.484375000E3,2.472014210E-1
5.507812500E3,1.813067667E-1
5.531250000E3,2.330797947E-1
5.554687500E3,1.064171541E-1
5.578125000E3,2.413293535E-1
5.601562500E3,1.229221905E-1
5.625000000E3,2.260845733E-1
5.648437500E3,1.867552717E-1
5.671875000E3,1.418779071E-1
5.695312500E3,1.369072601E-1
5.718750000E3,2.706338017E-1
5.742187500E3,2.166284899E-1
5.765625000E3,3.176119229E-1
5.789062500E3,1.504969029E-2
5.812500000E3,3.564324980E-1
5.835937500E3,3.806178314E-1
5.859375000E3,2.886752535E-2
5.882812500E3,2.284505284E-1
5.906250000E3,1.017756283E-1
5.929687500E3,1.740364961E-1
5.953125000E3,1.462497382E-1
5.976562500E3,4.757756044E-1
6.000000000E3,1.994440671E-1
6.023437500E3,2.525630017E-1
6.046875000E3,2.685609604E-1
6.070312500E3,2.186906565E-1
6.093750000E3,4.379712616E-2
6.117187500E3,8.442686230E-2
6.140625000E3,2.932752309E-1
6.164062500E3,3.745395528E-1
6.187500000E3,3.302977981E-1
6.210937500E3,2.586971075E-1
6.234375000E3,2.349274057E-1
6.257812500E3,1.868466648E-1
6.281250000E3,1.603682234E-1
6.304687500E3,3.055838969E-1
6.328125000E3,1.379722109E-1
6.351562500E3,2.318292816E-1
6.375000000E3,2.766104098E-1
6.398437500E3,1.710510040E-1
6.421875000E3,8.553401878E-1
6.445312500E3,3.580494613E-1
6.468750000E3,2.933260630E-1
6.492187500E3,5.254093202E-1
6.515625000E3,4.702499018E-1
6.539062500E3,5.592985756E-1
6.562500000E3,5.287795024E-1
6.585937500E3,5.489643272E-1
6.609375000E3,4.363310656E-1
6.632812500E3,2.663228214E-1
6.656250000E3,3.929951097E-1
6.679687500E3,4.766567371E-1
6.703125000E3,6.235141329E-2
6.726562500E3,1.553898132E-1
6.750000000E3,3.641535989E-1
6.773437500E3,4.083991847E-1
6.796875000E3,2.857300452E-2
6.820312500E3,1.108767681E-1
6.843750000E3,2.162567655E-1
6.867187500E3,1.436515348E-1
6.890625000E3,1.516006581E-1
6.914062500E3,6.665038841E-1
6.937500000E3,3.582670278E-1
6.960937500E3,1.597249722E-1
6.984375000E3,7.384105432E-1
7.007812500E3,3.966376380E-2
7.031250000E3,3.848658540E-1
7.054687500E3,1.233772989E-1
7.078125000E3,1.024597137E0
7.101562500E3,2.663185228E-1
7.125000000E3,2.757627186E-1
7.148437500E3,3.960186397E-1
7.171875000E3,4.323119116E-1
7.195312500E3,2.504042068E-1
7.218750000E3,3.084288287E-1
7.242187500E3,5.198397874E-1
7.265625000E3,3.740257602E-1
7.289062500E3,1.671114822E-1
7.312500000E3,3.983874703E-1
7.335937500E3,1.962666021E-1
7.359375000E3,4.426638978E-1
7.382812500E3,2.807164056E-1
7.406250000E3,5.179600471E-1
7.429687500E3,1.758435474E-1
7.453125000E3,4.412764272E-1
7.476562500E3,1.113260600E-1
7.500000000E3,1.675328004E-1
7.523437500E3,5.601740528E-1
7.546875000E3,1.421589185E-1
7.570312500E3,2.845185421E-1
7.593750000E3,1.460028407E-1
7.617187500E3,3.234677528E-1
7.640625000E3,3.822924377E-1
7.664062500E3,3.231283294E-1
7.687500000E3,3.794115628E-1
7.710937500E3,3.451033304E-1
7.734375000E3,1.118369148E-1
7.757812500E3,3.451712910E-1
7.781250000E3,2.592562999E-1
7.804687500E3,4.644993979E-2
7.828125000E3,1.755034387E-1
7.851562500E3,8.540726726E-2
7.875000000E3,2.587042506E-1
7.898437500E3,2.682409514E-1
7.921875000E3,1.544008225E-1
7.945312500E3,2.043096267E-1
7.968750000E3,2.080013485E-1
7.992187500E3,6.221029453E-2
8.015625000E3,1.048795917E-1
8.039062500E3,1.137133846E-2
8.062500000E3,3.027135638E-1
8.085937500E3,1.873776080E-1
8.109375000E3,4.482992613E-1
8.132812500E3,9.984018242E-2
8.156250000E3,7.760965603E-2
8.179687500E3,2.500542926E-1
8.203125000E3,2.730956043E-1
8.226562500E3,3.672419872E-1
8.250000000E3,5.860990590E-2
8.273437500E3,1.223286604E-1
8.296875000E3,3.292542033E-2
8.320312500E3,4.930271297E-2
8.343750000E3,6.747433895E-2
8.367187500E3,4.012027773E-1
8.390625000E3,4.965186869E-2
8.414062500E3,1.073613989E-1
8.437500000E3,3.846195591E-2
8.460937500E3,1.228739555E-1
8.484375000E3,1.614262338E-1
8.507812500E3,9.400724027E-2
8.531250000E3,2.479753374E-1
8.554687500E3,2.615492229E-1
8.578125000E3,1.207065049E-1
8.601562500E3,2.100323569E-1
8.625000000E3,9.573496645E-2
8.648437500E3,2.334490345E-1
8.671875000E3,1.867193255E-1
8.695312500E3,2.138118842E-1
8.718750000E3,2.342829140E-1
8.742187500E3,2.691285721E-1
8.765625000E3,3.355083252E-2
8.789062500E3,7.670291249E-2
8.812500000E3,6.312989212E-3
8.835937500E3,1.967438128E-1
8.859375000E3,1.624739855E-1
8.882812500E3,2.407500202E-1
8.906250000E3,1.125478835E-1
8.929687500E3,1.515218576E-1
8.953125000E3,1.526042384E-1
8.976562500E3,2.587351319E-1
9.000000000E3,1.140284821E-1
9.023437500E3,1.411856201E-1
9.046875000E3,1.060516933E-1
9.070312500E3,1.929645418E-1
9.093750000E3,4.619067499E-1
9.117187500E3,3.943338712E-2
9.140625000E3,2.501568072E-1
9.164062500E3,3.239337542E-1
9.187500000E3,3.424789597E-2
9.210937500E3,1.449424821E-1
9.234375000E3,1.240959317E-1
9.257812500E3,1.601303747E-1
9.281250000E3,1.603278736E-1
9.304687500E3,2.548258330E-1
9.328125000E3,1.135754206E-1
9.351562500E3,1.875056027E-1
9.375000000E3,1.389789824E-1
9.398437500E3,9.143551008E-2
9.421875000E3,1.819270201E-1
9.445312500E3,2.664785337E-1
9.468750000E3,1.695496965E-1
9.492187500E3,2.397600444E-1
9.515625000E3,1.777857301E-1
9.539062500E3,2.288992027E-1
9.562500000E3,1.227078850E-1
9.585937500E3,8.024021794E-2
9.609375000E3,4.923577912E-1
9.632812500E3,3.820971153E-1
9.656250000E3,7.861667971E-2
9.679687500E3,7.624216835E-2
9.703125000E3,1.676268512E-1
9.726562500E3,2.968246244E-1
9.750000000E3,1.616905274E-1
9.773437500E3,2.001758313E-1
9.796875000E3,1.427353665E-1
9.820312500E3,1.269800604E-1
9.843750000E3,1.385231236E-1
9.867187500E3,2.006077977E-1
9.890625000E3,3.387750304E-1
9.914062500E3,4.587833295E-2
9.937500000E3,1.658350599E-1
9.960937500E3,4.419620942E-1
9.984375000E3,2.556338702E-1
1.000781250E4,5.370424938E-2
1.003125000E4,1.516767428E-1
1.005468750E4,3.037978318E-1
1.007812500E4,1.204313034E-1
1.010156250E4,1.848502172E-1
1.012500000E4,3.348445744E-1
1.014843750E4,1.362606251E-1
1.017187500E4,1.728379374E-1
1.019531250E4,6.155739843E-2
1.021875000E4,6.508158925E-2
1.024218750E4,5.015323216E-2
1.026562500E4,2.304415184E-1
1.028906250E4,2.728603379E-1
1.031250000E4,1.059829158E-1
1.033593750E4,2.321937105E-1
1.035937500E4,3.261840885E-1
1.038281250E4,4.187850811E-1
1.040625000E4,1.688182396E-1
1.042968750E4,2.352003639E-1
1.045312500E4,1.692669044E-1
1.047656250E4,2.334017870E-1
1.050000000E4,2.589293408E-1
1.052343750E4,8.101226877E-2
1.054687500E4,1.304682491E-1
1.057031250E4,1.185299514E-1
1.059375000E4,6.154553182E-2
1.061718750E4,2.842542460E-1
1.064062500E4,3.464297667E-1
1.066406250E4,2.747139742E-1
1.068750000E4,7.056962404E-2
1.071093750E4,4.106139777E-2
1.073437500E4,1.483088819E-1
1.075781250E4,8.157925839E-2
1.078125000E4,1.272444184E-1
1.080468750E4,1.506570303E-1
1.082812500E4,1.783588623E-1
1.085156250E4,9.679528693E-2
1.087500000E4,1.515909884E-1
1.089843750E4,1.104307842E-1
1.092187500E4,2.123902278E-1
1.094531250E4,1.137054105E-1
1.096875000E4,1.532469044E-1
1.099218750E4,1.447956404E-1
1.101562500E4,5.281899235E-2
1.103906250E4,1.991199995E-1
1.106250000E4,1.679412214E-1
1.108593750E4,3.860737586E-2
1.110937500E4,6.874613420E-2
1.113281250E4,6.697197826E-2
1.115625000E4,2.484439869E-1
1.117968750E4,1.341811176E-1
1.120312500E4,1.327450050E-1
1.122656250E4,1.236788149E-1
1.125000000E4,1.098128140E-1
1.127343750E4,2.298839158E-1
1.129687500E4,1.760759215E-1
1.132031250E4,6.433500316E-2
1.134375000E4,2.903670672E-1
1.136718750E4,2.225158414E-2
1.139062500E4,1.647177099E-1
1.141406250E4,2.295958455E-1
1.143750000E4,5.784972874E-2
1.146093750E4,1.463582947E-1
1.148437500E4,1.804399298E-1
1.150781250E4,4.481467460E-2
1.153125000E4,1.676963453E-1
1.155468750E4,9.822322615E-3
1.157812500E4,2.137266815E-1
1.160156250E4,1.145312242E-1
1.162500000E4,1.076064254E-1
1.164843750E4,1.424944895E-1
1.167187500E4,1.422257878E-1
1.169531250E4,1.005014908E-1
1.171875000E4,1.410807203E-1
1.174218750E4,1.671142637E-1
1.176562500E4,1.207646580E-1
1.178906250E4,2.431352675E-2
1.181250000E4,5.281063756E-2
1.183593750E4,3.852709038E-2
1.185937500E4,1.502328673E-1
1.188281250E4,7.273041835E-2
1.190625000E4,1.178084810E-1
1.192968750E4,1.425280996E-1
1.195312500E4,7.830785819E-2
1.197656250E4,1.304125053E-1
1.200000000E4,4.817143399E-2
1.202343750E4,1.196856131E-1
1.204687500E4,8.540288336E-2
1.207031250E4,1.195547674E-1
1.209375000E4,1.574116015E-1
1.211718750E4,1.579368744E-1
1.214062500E4,1.803501458E-1
1.216406250E4,1.398221736E-1
1.218750000E4,2.155782429E-1
1.221093750E4,7.421975871E-2
1.223437500E4,1.021027335E-1
1.225781250E4,1.688815183E-1
1.228125000E4,1.815993188E-1
1.230468750E4,1.859985444E-1
1.232812500E4,6.161388281E-2
1.235156250E4,7.996607371E-2
1.237500000E4,3.666372505E-2
1.239843750E4,8.093853432E-2
1.242187500E4,9.419806535E-2
1.244531250E4,7.202017718E-2
1.246875000E4,9.064859665E-2
1.249218750E4,1.316852561E-1
1.251562500E4,1.188801483E-1
1.253906250E4,1.615299571E-1
1.256250000E4,8.260949872E-2
1.258593750E4,7.087160205E-2
1.260937500E4,8.944904520E-2
1.263281250E4,1.100009420E-1
1.265625000E4,1.565544225E-1
1.267968750E4,5.388489114E-2
1.270312500E4,5.411925804E-2
1.272656250E4,6.598295737E-2
1.275000000E4,6.403969196E-2
1.277343750E4,9.303590729E-2
1.279687500E4,1.340313019E-1
1.282031250E4,9.357316539E-2
1.284375000E4,6.610560377E-2
1.286718750E4,9.738244955E-2
1.289062500E4,1.044224840E-1
1.291406250E4,4.748603451E-2
1.293750000E4,5.837874060E-2
1.296093750E4,1.171906024E-1
1.298437500E4,8.410676342E-2
1.300781250E4,1.544651197E-1
1.303125000E4,1.454523004E-1
1.305468750E4,1.328964537E-2
1.307812500E4,1.030211464E-1
1.310156250E4,9.328602859E-2
1.312500000E4,1.105725851E-1
1.314843750E4,7.510035530E-3
1.317187500E4,2.074532076E-1
1.319531250E4,1.193177469E-1
1.321875000E4,1.229120988E-1
1.324218750E4,8.727165465E-2
1.326562500E4,5.905882006E-2
1.328906250E4,1.164651924E-1
1.331250000E4,9.700538945E-2
1.333593750E4,7.998844342E-2
1.335937500E4,9.644071196E-2
1.338281250E4,1.007890648E-1
1.340625000E4,1.052613864E-2
1.342968750E4,5.498904749E-2
1.345312500E4,7.916739344E-2
1.347656250E4,4.696490728E-2
1.350000000E4,7.134683846E-2
1.352343750E4,6.105753385E-2
1.354687500E4,8.678835233E-2
1.357031250E4,4.405214518E-2
1.359375000E4,1.320693923E-1
1.361718750E4,2.154617788E-2
1.364062500E4,1.013010195E-1
1.366406250E4,1.476514687E-1
1.368750000E4,4.029407911E-2
1.371093750E4,1.375830458E-1
1.373437500E4,8.427415761E-2
1.375781250E4,3.533197311E-2
1.378125000E4,1.254432441E-1
1.380468750E4,9.430727592E-2
1.382812500E4,1.191011081E-1
1.385156250E4,6.909993598E-2
1.387500000E4,1.819315483E-1
1.389843750E4,4.823757494E-2
1.392187500E4,1.156288725E-1
1.394531250E4,9.285448277E-2
1.396875000E4,4.943901313E-2
1.399218750E4,6.178981329E-2
1.401562500E4,6.059993784E-2
1.403906250E4,1.028080769E-1
1.406250000E4,6.316404986E-2
1.408593750E4,1.300764914E-1
1.410937500E4,1.456055488E-1
1.413281250E4,1.393965896E-1
1.415625000E4,9.297886926E-2
1.417968750E4,4.821386805E-2
1.420312500E4,1.019013446E-1
1.422656250E4,4.346265515E-2
1.425000000E4,1.029968184E-1
1.427343750E4,8.825549374E-2
1.429687500E4,1.646583803E-1
