# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.432031250E4,9.572306801E-2
1.434375000E4,1.207361339E-1
1.436718750E4,1.247542746E-1
1.439062500E4,8.063135204E-2
1.441406250E4,1.188470981E-2
1.443750000E4,1.345934815E-1
1.446093750E4,1.232955291E-1
1.448437500E4,1.419648358E-1
1.450781250E4,1.670758114E-1
1.453125000E4,8.778135778E-2
1.455468750E4,6.376926039E-2
1.457812500E4,3.132226844E-2
1.460156250E4,1.075742662E-1
1.462500000E4,6.585664028E-2
1.464843750E4,1.811792335E-1
1.467187500E4,1.338852053E-1
1.469531250E4,5.826717281E-2
1.471875000E4,1.854823084E-1
1.474218750E4,1.398035804E-1
1.476562500E4,3.978270370E-2
1.478906250E4,5.142901381E-2
1.481250000E4,1.472880868E-1
1.483593750E4,7.545753131E-2
1.485937500E4,6.038585748E-2
1.488281250E4,3.544245634E-2
1.490625000E4,5.292861868E-2
1.492968750E4,8.459779528E-2
1.495312500E4,1.494036974E-1
1.497656250E4,1.660765563E-1
1.500000000E4,1.544801851E-1
1.502343750E4,2.146820285E-1
1.504687500E4,1.329904386E-1
1.507031250E4,1.802357619E-2
1.509375000E4,4.031907536E-2
1.511718750E4,1.140925988E-1
1.514062500E4,9.106646452E-2
1.516406250E4,5.239672139E-2
1.518750000E4,5.398369638E-2
1.521093750E4,5.403598436E-2
1.523437500E4,3.962264150E-2
1.525781250E4,2.072364402E-1
1.528125000E4,4.298145530E-2
1.530468750E4,5.033981282E-2
1.532812500E4,1.211220749E-1
1.535156250E4,3.436260697E-2
1.537500000E4,2.138513437E-1
1.539843750E4,3.685907973E-2
1.542187500E4,7.915414156E-2
1.544531250E4,1.696820866E-1
1.546875000E4,4.115987849E-2
1.549218750E4,4.625059668E-2
1.551562500E4,1.658230234E-1
1.553906250E4,1.364225068E-1
1.556250000E4,1.098903033E-1
1.558593750E4,1.521690688E-1
1.560937500E4,3.459202733E-2
1.563281250E4,1.771282928E-1
1.565625000E4,1.124509396E-1
1.567968750E4,2.232148098E-1
1.570312500E4,3.616382153E-1
1.572656250E4,1.107117916E-1
1.575000000E4,2.124687172E-1
1.577343750E4,7.642470992E-2
1.579687500E4,2.314268077E-1
1.582031250E4,1.099367289E-1
1.584375000E4,2.359337612E-1
1.586718750E4,7.455760964E-2
1.589062500E4,1.047760017E-1
1.591406250E4,6.779851858E-2
1.593750000E4,1.166090378E-1
1.596093750E4,1.071092312E-1
1.598437500E4,7.633595974E-2
1.600781250E4,1.766161311E-1
1.603125000E4,1.592720225E-1
1.605468750E4,1.189750914E-1
1.607812500E4,1.122738830E-1
1.610156250E4,5.095855492E-2
1.612500000E4,3.299441662E-1
1.614843750E4,8.533204891E-2
1.617187500E4,7.654068209E-2
1.619531250E4,1.089142464E-1
1.621875000E4,1.603810980E-1
1.624218750E4,1.952413847E-1
1.626562500E4,1.504953607E-1
1.628906250E4,2.919069422E-1
1.631250000E4,6.301088392E-2
1.633593750E4,2.058947856E-1
1.635937500E4,2.570616408E-1
1.638281250E4,1.599306828E-1
1.640625000E4,3.726182404E-2
1.642968750E4,1.320183406E-1
1.645312500E4,5.137916010E-2
1.647656250E4,5.798635504E-2
1.650000000E4,1.263672165E-1
1.652343750E4,2.882754650E-2
1.654687500E4,1.420006455E-1
1.657031250E4,1.533823686E-1
1.659375000E4,9.551296183E-2
1.661718750E4,1.014562585E-1
1.664062500E4,1.638103382E-1
1.666406250E4,1.389399048E-1
1.668750000E4,1.085401384E-1
1.671093750E4,1.499006533E-1
1.673437500E4,1.075155465E-1
1.675781250E4,1.823006024E-1
1.678125000E4,1.343986632E-1
1.680468750E4,2.206036790E-1
1.682812500E4,7.348957182E-2
1.685156250E4,7.210893095E-2
1.687500000E4,1.139361254E-1
1.689843750E4,1.109285744E-1
1.692187500E4,4.480346048E-2
1.694531250E4,1.320830441E-1
1.696875000E4,1.987601308E-1
1.699218750E4,3.486713323E-1
1.701562500E4,1.080327027E-1
1.703906250E4,1.164511175E-1
1.706250000E4,1.040313913E-1
1.708593750E4,1.143667952E-1
1.710937500E4,1.712357858E-1
1.713281250E4,2.778500988E-1
1.715625000E4,1.510154642E-1
1.717968750E4,1.345864036E-1
1.720312500E4,1.991517513E-1
1.722656250E4,2.306727148E-1
1.725000000E4,2.705970565E-1
1.727343750E4,2.342147253E-1
1.729687500E4,2.578708282E-1
1.732031250E4,1.137434740E-1
1.734375000E4,4.931380884E-2
1.736718750E4,1.585983536E-1
1.739062500E4,2.616084291E-1
1.741406250E4,2.996921115E-1
1.743750000E4,3.168711881E-1
1.746093750E4,2.276846392E-1
1.748437500E4,6.995169597E-2
1.750781250E4,1.290941098E-1
1.753125000E4,1.412779122E-1
1.755468750E4,9.755581979E-2
1.757812500E4,1.599835470E-1
1.760156250E4,1.260110494E-1
1.762500000E4,1.745432821E-1
1.764843750E4,2.119249900E-1
1.767187500E4,1.679593491E-1
1.769531250E4,1.543545576E-1
1.771875000E4,2.172520899E-1
1.774218750E4,1.825781206E-1
1.776562500E4,3.783447208E-2
1.778906250E4,1.945505576E-1
1.781250000E4,1.836421491E-1
1.783593750E4,2.168026769E-1
1.785937500E4,1.562161140E-1
1.788281250E4,1.848044117E-1
1.790625000E4,9.957113534E-2
1.792968750E4,2.009209073E-1
1.795312500E4,2.712170142E-2
1.797656250E4,1.786182338E-1
1.800000000E4,8.754523338E-2
1.802343750E4,1.574410246E-1
1.804687500E4,8.638391315E-2
1.807031250E4,1.127045471E-1
1.809375000E4,6.875447613E-2
1.811718750E4,1.567444825E-1
1.814062500E4,3.987783889E-2
1.816406250E4,1.613992296E-1
1.818750000E4,2.470605220E-1
1.821093750E4,2.194494641E-1
1.823437500E4,8.283497451E-2
1.825781250E4,2.724043460E-1
1.828125000E4,3.385346678E-1
1.830468750E4,1.288499060E-1
1.832812500E4,1.616978263E-1
1.835156250E4,4.181810511E-2
1.837500000E4,3.427507193E-2
1.839843750E4,1.335301887E-1
1.842187500E4,1.066043180E-1
1.844531250E4,8.686879648E-2
1.846875000E4,2.115959545E-1
1.849218750E4,1.480293612E-1
1.851562500E4,1.278607465E-1
1.853906250E4,2.894622320E-1
1.856250000E4,2.421814691E-1
1.858593750E4,1.342990616E-1
1.860937500E4,7.241332224E-3
1.863281250E4,1.345784325E-1
1.865625000E4,3.038870962E-1
1.867968750E4,1.346112063E-1
1.870312500E4,2.077072553E-1
1.872656250E4,2.550609622E-1
1.875000000E4,1.307580717E-1
1.877343750E4,1.127773495E-1
1.879687500E4,2.270588913E-1
1.882031250E4,6.720291104E-2
1.884375000E4,1.520295889E-1
1.886718750E4,1.660235302E-1
1.889062500E4,4.526917435E-2
1.891406250E4,1.761410530E-1
1.893750000E4,1.316458870E-1
1.896093750E4,9.508635637E-2
1.898437500E4,9.396111902E-2
1.900781250E4,1.065886708E-1
1.903125000E4,7.166826879E-2
1.905468750E4,6.710617111E-2
1.907812500E4,5.143852284E-2
1.910156250E4,7.090055448E-2
1.912500000E4,4.738889450E-2
1.914843750E4,1.002049841E-1
1.917187500E4,1.383678732E-1
1.919531250E4,5.517380523E-2
1.921875000E4,1.277290484E-1
1.924218750E4,5.800257093E-2
1.926562500E4,1.146516863E-1
1.928906250E4,9.728694597E-2
1.931250000E4,1.098333392E-1
1.933593750E4,1.791264122E-1
1.935937500E4,8.098581474E-2
1.938281250E4,4.564231499E-2
1.940625000E4,1.393529757E-1
1.942968750E4,4.685411349E-2
1.945312500E4,1.481858640E-1
1.947656250E4,5.789950706E-2
1.950000000E4,1.061237264E-1
1.952343750E4,1.886018448E-2
1.954687500E4,2.208065053E-2
1.957031250E4,1.090322253E-2
1.959375000E4,1.446282863E-1
1.961718750E4,3.391583714E-2
1.964062500E4,7.235214588E-2
1.966406250E4,9.342906873E-2
1.968750000E4,1.111395654E-1
1.971093750E4,1.010032949E-1
1.973437500E4,1.286493173E-1
1.975781250E4,1.132523559E-1
1.978125000E4,3.169891540E-2
1.980468750E4,8.871539726E-2
1.982812500E4,6.172788524E-2
1.985156250E4,8.268439236E-2
1.987500000E4,4.743806959E-2
1.989843750E4,1.263044721E-1
1.992187500E4,1.282918992E-1
1.994531250E4,7.280008013E-2
1.996875000E4,5.574187976E-2
1.999218750E4,9.664998645E-2
2.001562500E4,4.611525125E-2
2.003906250E4,6.474109389E-2
2.006250000E4,1.335703057E-1
2.008593750E4,2.208756289E-1
2.010937500E4,1.609645691E-1
2.013281250E4,1.148243173E-1
2.015625000E4,1.177522026E-1
2.017968750E4,5.304524609E-2
2.020312500E4,6.968858913E-2
2.022656250E4,3.673381467E-2
2.025000000E4,1.155238698E-2
2.027343750E4,9.620858787E-2
2.029687500E4,1.078984081E-1
2.032031250E4,1.371588040E-1
2.034375000E4,1.494157601E-1
2.036718750E4,7.900064451E-2
2.039062500E4,1.689609680E-1
2.041406250E4,9.814878645E-2
2.043750000E4,3.094621223E-1
2.046093750E4,9.590591226E-2
2.048437500E4,4.432829731E-2
2.050781250E4,1.980409788E-1
2.053125000E4,1.624741900E-1
2.055468750E4,2.222133309E-1
2.057812500E4,1.059783827E-1
2.060156250E4,4.722172851E-2
2.062500000E4,2.451300086E-1
2.064843750E4,1.208621948E-1
2.067187500E4,1.825131159E-1
2.069531250E4,1.902438331E-1
2.071875000E4,3.746188789E-1
2.074218750E4,3.693082363E-1
2.076562500E4,6.940616563E-1
2.078906250E4,4.821352754E-1
2.081250000E4,6.251361783E-1
2.083593750E4,4.533232999E-1
2.085937500E4,4.432764436E-1
2.088281250E4,3.379786748E-1
2.090625000E4,3.520068329E-1
2.092968750E4,2.433818153E-1
2.095312500E4,1.241500550E-1
2.097656250E4,4.988629063E-1
2.100000000E4,4.060283103E-1
2.102343750E4,4.109372316E-1
2.104687500E4,5.343542383E-2
2.107031250E4,6.812401426E-1
2.109375000E4,1.810893912E-1
2.111718750E4,3.197860606E-1
2.114062500E4,3.995432289E-1
2.116406250E4,3.914958764E-1
2.118750000E4,1.700766184E-1
2.121093750E4,2.104930309E-1
2.123437500E4,5.984373430E-1
2.125781250E4,1.743851253E-1
2.128125000E4,8.827137622E-2
2.130468750E4,2.337254584E-1
2.132812500E4,3.457667703E-2
2.135156250E4,2.664333976E-1
2.137500000E4,4.204917193E-1
2.139843750E4,2.775917167E-1
2.142187500E4,2.435111948E-1
2.144531250E4,3.131969742E-1
2.146875000E4,2.602153605E-1
2.149218750E4,1.942944481E-1
2.151562500E4,2.759418035E-1
2.153906250E4,3.160634737E-1
2.156250000E4,1.997190507E-1
2.158593750E4,1.209466897E-1
2.160937500E4,3.519739506E-1
2.163281250E4,1.044110899E-1
2.165625000E4,1.342594596E-1
2.167968750E4,1.139531653E-1
2.170312500E4,2.283726413E-1
2.172656250E4,2.392262894E-1
2.175000000E4,2.050469390E-1
2.177343750E4,4.530176940E-1
2.179687500E4,2.884754532E-1
2.182031250E4,2.712385870E-1
2.184375000E4,3.123251457E-1
2.186718750E4,2.652504141E-1
2.189062500E4,1.677443953E-1
2.191406250E4,1.247275750E-1
2.193750000E4,1.412263998E-1
2.196093750E4,1.862561443E-1
2.198437500E4,1.728776708E-1
2.200781250E4,4.900982088E-1
2.203125000E4,3.833364162E-2
2.205468750E4,6.182930625E-2
2.207812500E4,2.993774854E-1
2.210156250E4,2.118116667E-1
2.212500000E4,1.720427810E-1
2.214843750E4,2.069896323E-1
2.217187500E4,2.523413541E-1
2.219531250E4,2.084267250E-1
2.221875000E4,2.136805961E-1
2.224218750E4,2.980845947E-1
2.226562500E4,3.771263635E-1
2.228906250E4,4.044411482E-1
2.231250000E4,8.088261040E-2
2.233593750E4,4.078475633E-1
2.235937500E4,2.405971352E-1
2.238281250E4,4.725299262E-1
2.240625000E4,5.348208199E-1
2.242968750E4,3.347241965E-3
2.245312500E4,8.533325003E-2
2.247656250E4,1.195555614E-1
2.250000000E4,2.436226693E-1
2.252343750E4,1.226406297E-1
2.254687500E4,1.083676644E-1
2.257031250E4,1.998938625E-1
2.259375000E4,1.147792101E-1
2.261718750E4,1.142424242E-1
2.264062500E4,1.857987588E-1
2.266406250E4,6.406524574E-2
2.268750000E4,1.521229211E-1
2.271093750E4,3.568945360E-2
2.273437500E4,2.330636892E-1
2.275781250E4,6.388461485E-2
2.278125000E4,1.635204552E-1
2.280468750E4,1.067079420E-1
2.282812500E4,8.289326324E-2
2.285156250E4,1.272724922E-1
2.287500000E4,5.433203777E-2
2.289843750E4,1.444050706E-1
2.292187500E4,1.553867568E-1
2.294531250E4,9.940689066E-2
2.296875000E4,6.840279645E-2
2.299218750E4,1.288701181E-1
2.301562500E4,1.396491354E-2
2.303906250E4,1.276700930E-1
2.306250000E4,5.307380606E-2
2.308593750E4,7.054188297E-2
2.310937500E4,7.640145150E-2
2.313281250E4,7.133106065E-2
2.315625000E4,8.017772003E-2
2.317968750E4,1.090329590E-1
2.320312500E4,7.034590024E-2
2.322656250E4,6.910917986E-2
2.325000000E4,9.846761004E-2
2.327343750E4,7.285488294E-2
2.329687500E4,1.234617263E-1
2.332031250E4,1.155117356E-1
2.334375000E4,4.821308029E-3
2.336718750E4,9.001930870E-2
2.339062500E4,8.917592910E-2
2.341406250E4,3.605263958E-2
2.343750000E4,5.816096496E-2
2.346093750E4,6.495592673E-2
2.348437500E4,1.029350750E-1
2.350781250E4,1.317376962E-1
2.353125000E4,8.798921461E-2
2.355468750E4,5.485606164E-2
2.357812500E4,3.979733671E-2
2.360156250E4,9.775297430E-2
2.362500000E4,1.082429150E-1
2.364843750E4,5.899179004E-2
2.367187500E4,6.739627885E-2
2.369531250E4,7.990649900E-2
2.371875000E4,6.582129718E-2
2.374218750E4,1.040363099E-1
2.376562500E4,3.277189217E-2
2.378906250E4,8.307737225E-2
2.381250000E4,8.954451089E-2
2.383593750E4,6.789551781E-2
2.385937500E4,9.949551591E-2
2.388281250E4,5.066138510E-2
2.390625000E4,9.548608858E-2
2.392968750E4,6.410128456E-2
2.395312500E4,8.089815872E-2
2.397656250E4,9.487372288E-2
