"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.322820619E1,7.539730519E-3,1.323313080E-2,7.769584656E-3
5.323320619E1,-6.636558101E-4,1.288739964E-3,6.891250610E-3
5.323820619E1,-8.991327137E-3,8.115349337E-3,5.802154541E-3
5.324320619E1,6.343267858E-3,1.405492611E-2,-9.737968445E-3
5.324820619E1,5.091761239E-3,6.837531924E-3,-2.956295013E-2
5.325320619E1,-2.224450931E-3,-9.879609570E-3,1.486587524E-2
5.325820619E1,9.978777729E-3,8.696412668E-3,1.363754272E-3
5.326320619E1,4.997303709E-3,-1.808349043E-3,-5.380630493E-3
5.326820619E1,9.598638862E-3,6.304327399E-4,-2.820968628E-3
5.327320619E1,-2.388761379E-3,1.776712015E-3,6.439208984E-3
5.327820619E1,8.844314143E-3,2.363603562E-3,-3.388404846E-3
5.328320619E1,9.670700878E-3,5.131930113E-3,-2.339267731E-2
5.328820619E1,7.257871330E-3,-9.040785953E-3,-2.178192139E-3
5.329320619E1,1.565317623E-3,2.506904304E-3,2.733707428E-2
5.329820619E1,1.131889876E-2,-3.179451451E-3,1.487064362E-2
5.330320619E1,5.201087333E-3,5.173183978E-3,4.405975342E-4
5.330820619E1,1.258636825E-3,-4.891214892E-3,6.132125854E-3
5.331320619E1,8.690807968E-3,-2.140421420E-4,-1.999473572E-2
5.331820619E1,-1.479885541E-3,3.823328763E-3,-6.394386292E-3
5.332320619E1,4.475121386E-3,7.527949288E-3,1.208305359E-2
5.332820619E1,5.121679977E-3,1.125957817E-2,-9.575843811E-3
5.333320619E1,-3.000543453E-3,1.113413088E-2,-9.529113770E-3
5.333820619E1,1.930290461E-2,3.252495080E-3,1.955986023E-2
5.334320619E1,7.795117795E-3,-1.067018136E-3,1.201438904E-2
5.334820619E1,1.078937203E-5,4.408713430E-3,-4.471778870E-3
5.335320619E1,-1.008338295E-3,2.991244197E-3,8.442878723E-3
5.335820619E1,7.770786062E-3,-5.030313507E-3,8.296966553E-3
5.336320619E1,1.587150618E-3,-5.888044834E-3,1.849174500E-2
5.336820619E1,-7.316766772E-3,-1.762844622E-4,-1.347351074E-2
5.337320619E1,4.521692172E-4,1.272902824E-2,-6.336212158E-3
5.337820619E1,-1.709192991E-3,4.074759781E-4,9.832382202E-3
5.338320619E1,6.925331429E-3,-2.723188512E-2,6.267547607E-3
5.338820619E1,5.363603123E-3,1.067166030E-2,1.606464386E-2
5.339320619E1,-8.258198388E-3,3.327148408E-2,-8.684062958E-2
5.339820619E1,1.286905259E-3,-8.848272264E-3,-5.371093750E-3
5.340320619E1,-3.627051599E-3,-2.622693963E-2,5.900859833E-2
5.340820619E1,5.828824826E-3,5.993772298E-3,-1.356220245E-2
5.341320619E1,6.392352283E-3,3.895709664E-2,-1.679515839E-2
5.341820619E1,1.414211094E-2,3.534786403E-3,1.702976227E-2
5.342320619E1,-3.728931770E-3,-2.435109019E-2,4.112720490E-2
5.342820619E1,3.706095740E-4,7.700627670E-3,2.536773682E-4
5.343320619E1,-2.569291741E-3,2.006212436E-2,-2.346992493E-2
5.343820619E1,-8.025178686E-4,-2.851918340E-3,1.388645172E-2
5.344320619E1,7.511205971E-3,-9.484667331E-3,8.572578430E-3
5.344820619E1,4.245097749E-3,1.542848349E-2,-3.950309753E-2
5.345320619E1,-1.034211647E-2,3.241594881E-3,1.321315765E-2
5.345820619E1,1.680591144E-3,-2.606192045E-2,4.262447357E-2
5.346320619E1,3.948964179E-3,6.983865052E-3,-1.655578613E-3
5.346820619E1,1.238402072E-2,1.511151530E-2,-3.420543671E-2
5.347320619E1,1.201497950E-2,-1.138650440E-2,8.726119995E-4
5.347820619E1,9.681938216E-3,-1.405812148E-2,1.416397095E-2
5.348320619E1,-1.856337301E-3,3.374803811E-3,-3.798484802E-3
5.348820619E1,1.296597905E-2,1.897134632E-2,9.546279907E-4
5.349320619E1,1.475645229E-2,-4.616493359E-3,-7.271766663E-3
5.349820619E1,1.077828836E-2,-2.138634399E-2,-3.068923950E-3
5.350320619E1,1.060082950E-2,8.650764823E-3,5.483627319E-4
5.350820619E1,8.667561226E-3,1.996577159E-2,8.817672729E-3
5.351320619E1,6.226673722E-4,-7.786376402E-3,4.524230957E-3
5.351820619E1,1.655245200E-2,-1.230284199E-2,8.843421936E-3
5.352320619E1,3.407922573E-3,-1.911018044E-3,-6.582260132E-3
5.352820619E1,1.656479761E-2,3.731621429E-3,-2.971935272E-2
5.353320619E1,1.719519496E-4,-1.583496109E-2,1.938819885E-3
5.353820619E1,-1.810444519E-3,4.183646291E-3,3.429794312E-2
5.354320619E1,1.226605475E-2,6.499797106E-3,2.717018127E-3
5.354820619E1,4.732833244E-3,-5.557555705E-4,-2.167034149E-2
5.355320619E1,1.095127873E-2,-1.179955341E-2,-3.108024597E-3
5.355820619E1,2.462144941E-3,-5.373004824E-4,2.216339111E-3
5.356320619E1,8.535087109E-3,7.248416543E-3,-6.053924561E-3
5.356820619E1,1.126018912E-2,3.357604146E-4,2.486801147E-2
5.357320619E1,3.109032288E-3,-5.323605612E-3,5.974769592E-3
5.357820619E1,1.290360745E-2,1.300290413E-2,7.598876953E-3
5.358320619E1,5.151578225E-3,1.090375707E-2,-9.811401367E-3
5.358820619E1,6.455983967E-3,3.466349095E-3,-4.367828369E-4
5.359320619E1,-9.953267872E-4,-6.099168211E-3,5.064964294E-3
5.359820619E1,9.061500430E-3,-9.885987267E-3,9.545326233E-3
5.360320619E1,-1.064412296E-3,4.686493427E-3,-2.113342285E-3
5.360820619E1,7.222955115E-3,1.872453839E-3,-6.964683533E-3
5.361320619E1,6.734142080E-4,2.576518804E-3,1.292896271E-2
5.361820619E1,5.892197601E-3,4.338376224E-3,6.218910217E-3
5.362320619E1,5.157944746E-3,-3.626743332E-3,-1.525878906E-5
5.362820619E1,-1.943026669E-3,3.651401028E-3,-1.125621796E-2
5.363320619E1,2.318463288E-3,1.192759722E-3,1.727199554E-2
5.363820619E1,-2.585284412E-3,1.774141192E-2,4.837036133E-3
5.364320619E1,7.043636404E-3,1.533644274E-3,-1.127243042E-2
5.364820619E1,-1.012661681E-2,-1.288492233E-3,1.187324524E-3
5.365320619E1,6.036542356E-3,5.286589265E-3,6.736755371E-3
5.365820619E1,4.671398550E-3,3.354053944E-3,1.051902771E-3
5.366320619E1,-1.277334057E-3,7.138172165E-3,-5.326271057E-3
5.366820619E1,-7.025690284E-3,1.062674075E-2,-3.888130188E-3
5.367320619E1,1.269597840E-2,1.009603962E-2,-2.175331116E-3
5.367820619E1,1.365190558E-2,-2.888724208E-3,1.425743103E-2
5.368320619E1,2.983875573E-3,-6.189426407E-3,-5.825042725E-3
5.368820619E1,-1.223282609E-2,3.533098847E-3,8.392333984E-3
5.369320619E1,-4.946392030E-3,5.300410092E-3,-4.811286926E-3
5.369820619E1,2.096456476E-3,-1.802155748E-3,2.566337585E-3
5.370320619E1,6.657882594E-3,-4.158252850E-3,-1.712131500E-2
5.370820619E1,1.136724651E-2,1.051994599E-2,-1.351356506E-2
5.371320619E1,3.636975773E-3,2.714149654E-3,-4.878997803E-3
5.371820619E1,-5.936776754E-3,-2.105785534E-3,1.002502441E-2
5.372320619E1,1.865653321E-4,4.637613893E-3,7.991790771E-3
5.372820619E1,6.539289840E-3,8.256204426E-3,-3.814697266E-3
5.373320619E1,2.350567654E-2,-7.304618135E-3,-5.099296570E-3
5.373820619E1,1.744251698E-2,-9.606475011E-3,-5.661964417E-3
5.374320619E1,-8.046206087E-3,5.242208019E-3,-4.061698914E-3
5.374820619E1,7.394328713E-5,1.191549003E-3,1.043319702E-2
5.375320619E1,5.697786808E-3,-4.356186837E-4,2.085018158E-2
5.375820619E1,4.482548684E-5,7.709762082E-3,-7.305145264E-4
5.376320619E1,4.691481590E-3,2.367066219E-3,-1.494693756E-2
5.376820619E1,9.186451323E-3,6.941294298E-3,-5.673408508E-3
5.377320619E1,1.013041567E-2,-3.390504047E-3,1.062488556E-2
5.377820619E1,1.120065339E-3,6.002504379E-3,1.706409454E-2
5.378320619E1,-5.648896564E-3,1.879580505E-2,-2.933883667E-2
5.378820619E1,-2.832550555E-3,3.570560366E-4,2.007484436E-3
5.379320619E1,1.195817534E-2,-2.578288689E-2,2.369403839E-2
5.379820619E1,-2.572881989E-3,2.787537873E-3,8.535385132E-3
5.380320619E1,8.978428319E-3,1.213118061E-2,7.103919983E-3
5.380820619E1,-1.764751039E-3,5.131708458E-3,1.138687134E-3
5.381320619E1,3.243605606E-3,-1.789396629E-3,1.281833649E-2
5.381820619E1,-7.016779855E-4,8.087677881E-3,-6.353378296E-3
5.382320619E1,2.990118228E-3,3.703041002E-3,9.850502014E-3
5.382820619E1,4.412345588E-3,-4.081144929E-3,-8.184432983E-3
5.383320619E1,-1.039346028E-2,4.039404914E-3,-5.009651184E-3
5.383820619E1,8.704273030E-3,1.030549593E-2,-7.992744446E-3
5.384320619E1,1.630032435E-3,2.578012645E-4,6.584167480E-3
5.384820619E1,7.262937725E-3,7.659276947E-3,1.274108887E-3
5.385320619E1,3.292979673E-3,1.340112463E-2,-1.881599426E-3
5.385820619E1,-4.995306954E-4,1.436310075E-2,-2.006053925E-2
5.386320619E1,-7.825123146E-3,9.302617982E-3,7.859230042E-3
5.386820619E1,2.402067184E-3,-2.644980326E-3,3.132820129E-3
5.387320619E1,-8.423316292E-3,1.231870800E-2,4.549980164E-3
5.387820619E1,3.954684362E-3,1.551786438E-3,-6.548881531E-3
5.388320619E1,1.098281331E-2,2.414643764E-3,-4.521369934E-3
5.388820619E1,8.249618113E-4,9.069219232E-4,1.068687439E-2
5.389320619E1,6.633641198E-3,8.325036615E-4,-3.328323364E-3
5.389820619E1,7.834787481E-3,-5.306048319E-3,-7.563591003E-3
5.390320619E1,8.173174225E-3,4.604926333E-3,1.830101013E-3
5.390820619E1,-4.498500377E-3,-8.944321424E-3,7.308006287E-3
5.391320619E1,-4.229117651E-3,7.136926055E-3,7.555007935E-3
5.391820619E1,1.406836137E-2,5.831275135E-3,-5.226135254E-4
5.392320619E1,3.223887645E-3,-1.207053289E-2,-7.712364197E-3
5.392820619E1,2.366425470E-3,-5.042394623E-3,-8.111953735E-3
5.393320619E1,-8.647205308E-3,7.430838421E-3,9.495735168E-3
5.393820619E1,-3.428279422E-3,5.746399984E-3,1.611709595E-4
5.394320619E1,3.816841170E-3,5.667807534E-3,-8.983612061E-3
5.394820619E1,2.669651061E-3,-3.277415410E-3,-2.053165436E-2
5.395320619E1,3.247987479E-4,4.936903715E-3,-1.100730896E-2
5.395820619E1,-7.473016158E-4,-2.036787570E-3,4.838943481E-3
5.396320619E1,-2.149341628E-3,3.956643865E-3,1.516532898E-2
5.396820619E1,-3.351445310E-3,6.710873917E-3,-2.054214478E-3
5.397320619E1,8.505524136E-3,3.180464730E-3,-1.975345612E-2
5.397820619E1,1.216926705E-2,-1.402926818E-2,-5.739212036E-3
5.398320619E1,4.753474146E-3,2.523977309E-4,2.082347870E-2
5.398820619E1,-5.950785708E-3,1.227471419E-2,2.731418610E-2
5.399320619E1,4.752849229E-3,-2.538144588E-3,2.086162567E-2
5.399820619E1,1.348098926E-2,-2.515345812E-3,1.599979401E-2
5.400320619E1,9.527336806E-4,-1.297955401E-2,-7.771492004E-3
5.400820619E1,1.746470109E-3,3.786746413E-3,-6.527900696E-3
5.401320619E1,6.560554728E-3,4.752710462E-3,4.284858704E-3
5.401820619E1,6.048331037E-3,-1.125941053E-2,2.872467041E-3
5.402320619E1,1.363061368E-3,3.782631829E-3,-1.263713837E-2
5.402820619E1,6.306588650E-3,1.568512991E-2,-9.766578674E-3
5.403320619E1,1.464082394E-2,4.278622568E-3,5.811691284E-3
5.403820619E1,5.134201609E-3,-8.111132309E-3,1.085281372E-3
5.404320619E1,3.253238276E-3,4.269422963E-3,5.693435669E-3
5.404820619E1,-1.306297258E-3,3.398543224E-3,-6.446838379E-4
5.405320619E1,8.525272831E-3,-3.870762885E-5,4.643440247E-3
5.405820619E1,5.701455288E-3,2.923216671E-4,-9.723663330E-3
5.406320619E1,7.399499416E-3,-1.978706568E-4,-7.560729980E-3
5.406820619E1,7.885931060E-3,-1.554124430E-2,-6.207466125E-3
5.407320619E1,-3.582537174E-3,-1.104053110E-3,1.044178009E-2
5.407820619E1,1.680664718E-5,-6.297718734E-3,8.068084717E-3
5.408320619E1,2.893931232E-3,1.095785014E-2,2.069377899E-2
5.408820619E1,1.492211036E-2,-1.420304179E-4,-3.970146179E-3
5.409320619E1,1.619445160E-3,-2.709208056E-3,5.565643311E-3
5.409820619E1,2.079702914E-3,9.472630918E-3,-2.021789551E-3
5.410320619E1,2.701207995E-5,8.641136810E-3,-1.762390137E-3
5.410820619E1,8.051108569E-3,-5.206979811E-3,1.074790955E-2
5.411320619E1,-5.063192919E-3,-2.165485173E-3,2.715110779E-3
5.411820619E1,1.110584475E-3,-4.552751780E-4,-1.332283020E-2
5.412320619E1,1.225439832E-3,-1.159887761E-4,-1.403331757E-2
5.412820619E1,9.336415678E-4,1.366378739E-3,1.940345764E-2
5.413320619E1,9.198622778E-3,1.172905602E-2,1.327037811E-2
5.413820619E1,1.216068771E-2,4.402341321E-3,-1.712894440E-2
5.414320619E1,7.541194558E-3,4.064135253E-3,-2.051353455E-2
5.414820619E1,6.509707309E-3,-3.926269710E-5,-4.709243774E-3
5.415320619E1,7.563868538E-3,-5.947593600E-4,-8.029937744E-4
5.415820619E1,9.796368890E-3,8.857119828E-4,-4.123687744E-3
5.416320619E1,7.941334508E-3,-9.500905871E-4,-8.401870728E-3
5.416820619E1,5.090534687E-3,-4.403637722E-3,-1.224899292E-2
5.417320619E1,-2.572489902E-3,-1.225199550E-2,5.111694336E-3
5.417820619E1,-1.098967716E-2,5.031920969E-3,6.258010864E-3
5.418320619E1,3.161424771E-3,-4.020577297E-3,8.712768555E-3
5.418820619E1,1.753074676E-2,-7.372848690E-3,1.064586639E-2
5.419320619E1,4.489268176E-3,6.065443158E-4,-2.309036255E-2
5.419820619E1,1.034970861E-2,-3.040466458E-3,7.168769836E-3
5.420320619E1,-7.355273701E-3,-4.219213501E-3,2.110099792E-2
5.420820619E1,-4.903962836E-3,2.887165174E-3,4.564285278E-3
5.421320619E1,5.144258961E-3,3.521136940E-3,-1.196861267E-3
5.421820619E1,1.331709884E-2,-8.226206526E-3,-2.441120148E-2
5.422320619E1,1.825419255E-3,-1.716349646E-2,-1.125717163E-2
5.422820619E1,-1.005149912E-2,3.046862781E-3,8.832931519E-3
5.423320619E1,5.793722346E-3,1.821119338E-2,1.957798004E-2
5.423820619E1,6.956352852E-3,5.276314914E-4,-5.881309509E-3
5.424320619E1,6.730444729E-4,-9.247776121E-3,3.659248352E-3
5.424820619E1,1.248086803E-2,-1.780270413E-2,2.428150177E-2
5.425320619E1,3.798414022E-3,1.599686034E-2,1.859188080E-2
5.425820619E1,-1.029710285E-3,1.303459890E-2,2.242946625E-2
5.426320619E1,-2.995651215E-3,-7.524363697E-3,-2.622604370E-3
5.426820619E1,6.790790707E-3,7.187834010E-3,-6.043434143E-3
5.427320619E1,8.457052521E-3,1.817723922E-2,-7.999420166E-3
5.427820619E1,9.109829552E-3,-8.330579847E-3,1.036167145E-2
5.428320619E1,-6.701897830E-3,-1.001864672E-3,2.213001251E-2
5.428820619E1,4.761135206E-3,1.039362513E-2,2.076148987E-3
5.429320619E1,-9.011998773E-4,-5.560811609E-3,3.149032593E-3
5.429820619E1,5.889174528E-3,-1.267276704E-3,-1.823425293E-3
5.430320619E1,3.114079125E-3,-5.204016343E-3,3.666877747E-3
5.430820619E1,1.931962557E-2,1.013340801E-2,3.381252289E-2
5.431320619E1,9.463133290E-3,-3.590758890E-3,-6.306648254E-3
5.431820619E1,-3.274508752E-3,-1.088779978E-2,-4.552841187E-3
5.432320619E1,4.191446118E-3,-2.257509157E-3,1.763057709E-2
5.432820619E1,6.633169949E-3,-2.718573436E-3,2.723884583E-2
5.433320619E1,1.338337734E-2,1.965329051E-3,-1.655578613E-3
5.433820619E1,6.228395738E-3,1.212945767E-2,-9.122848511E-3
5.434320619E1,4.851174541E-3,3.723440692E-3,-1.592159271E-2
5.434820619E1,3.223891370E-3,8.785219863E-3,-2.699851990E-2
5.435320619E1,-2.139110118E-3,4.933908582E-3,-1.278686523E-2
5.435820619E1,1.060059294E-3,8.013349026E-3,2.022743225E-3
5.436320619E1,1.205569413E-2,6.708025932E-3,1.043415070E-2
5.436820619E1,1.433063112E-2,3.282539546E-5,-1.888847351E-2
5.437320619E1,3.087651916E-3,1.904983073E-4,1.861572266E-3
5.437820619E1,-1.751985028E-2,-7.207393646E-4,3.894805908E-3
5.438320619E1,-6.855588406E-3,3.907680511E-3,5.603790283E-3
5.438820619E1,1.015296672E-2,7.083138451E-3,-2.658653259E-2
5.439320619E1,1.788943075E-2,-4.167079926E-3,-1.437282562E-2
5.439820619E1,4.169015214E-3,-6.338139996E-3,-1.250076294E-2
5.440320619E1,4.337018356E-3,4.132110626E-3,5.005836487E-3
5.440820619E1,-3.214085009E-3,3.566021100E-3,3.771877289E-2
5.441320619E1,-4.069542512E-3,1.006638631E-2,1.838207245E-2
5.441820619E1,1.148696896E-2,1.792812720E-3,-1.966476440E-2
5.442320619E1,5.730987526E-3,1.006980613E-2,-3.054523468E-2
5.442820619E1,5.273899995E-3,-3.763616085E-3,-9.716033936E-3
5.443320619E1,-8.145973086E-3,-1.115728170E-3,1.620674133E-2
5.443820619E1,-5.961861461E-5,4.922157153E-3,1.239109039E-2
5.444320619E1,6.180893630E-3,1.249942370E-2,-2.162933350E-2
5.444820619E1,1.365414821E-2,4.859635606E-3,-9.889602661E-4
5.445320619E1,9.076856077E-5,-2.161199227E-3,-5.404472351E-3
5.445820619E1,-6.133071147E-3,2.662351355E-3,6.570816040E-4
5.446320619E1,-3.248524852E-3,-1.698222011E-3,2.480506897E-3
5.446820619E1,1.569667831E-2,2.040322870E-3,-1.719093323E-2
5.447320619E1,1.112946216E-2,-8.381344378E-5,-1.444244385E-2
5.447820619E1,-6.016880274E-3,-1.991044730E-3,2.843856812E-3
5.448320619E1,6.643320434E-3,4.649644718E-3,1.177120209E-2
5.448820619E1,-3.865041304E-3,3.155283630E-4,5.893707275E-3
5.449320619E1,6.608636118E-3,-6.740663201E-3,-1.692867279E-2
5.449820619E1,1.538019162E-2,-1.040607691E-3,-1.447296143E-2
5.450320619E1,9.092921391E-4,4.288351163E-3,-5.311965942E-3
5.450820619E1,-3.790488001E-3,9.761923924E-3,2.334403992E-2
5.451320619E1,-2.295197919E-4,7.785577327E-3,2.491664886E-2
5.451820619E1,2.429281175E-2,6.483511999E-3,5.196571350E-3
5.452320619E1,1.647423580E-2,-1.067905501E-2,-1.533412933E-2
5.452820619E1,-1.223459467E-2,4.006525502E-3,-2.125740051E-2
5.453320619E1,-2.228580881E-3,3.678519279E-3,1.614761353E-2
5.453820619E1,4.747845232E-4,6.617123261E-3,3.198623657E-2
5.454320619E1,3.680105321E-3,-8.533980697E-3,8.226394653E-3
5.454820619E1,1.377683226E-2,-1.560391858E-3,-1.614284515E-2
5.455320619E1,1.551797148E-2,8.696291596E-3,-7.351875305E-3
5.455820619E1,-3.170206212E-3,3.683496267E-3,9.570121765E-3
5.456320619E1,-1.118459180E-2,-5.977354944E-3,2.918434143E-2
5.456820619E1,6.900625303E-3,8.127544075E-3,-1.956939697E-3
5.457320619E1,1.905869320E-2,1.152059250E-2,-2.932071686E-2
5.457820619E1,1.161441021E-2,1.053655520E-3,-1.770496368E-2
5.458320619E1,2.678146586E-3,-1.985710114E-3,-1.822471619E-3
5.458820619E1,-1.492005587E-2,4.836617038E-3,4.403114319E-2
5.459320619E1,5.056796595E-3,1.551976614E-2,3.780460358E-2
5.459820619E1,9.157458320E-3,-4.659961909E-3,-1.310920715E-2
5.460320619E1,2.569778636E-2,-4.341097549E-3,-4.523563385E-2
5.460820619E1,1.570726745E-3,5.863087252E-3,-1.179885864E-2
5.461320619E1,-1.976238564E-4,-8.256621659E-4,3.639030457E-2
5.461820619E1,-4.381495528E-3,-6.371658295E-3,1.703834534E-2
5.462320619E1,9.562775493E-3,3.220366314E-3,7.817268372E-3
5.462820619E1,1.703392342E-2,1.965574920E-4,-1.034355164E-2
5.463320619E1,5.878215656E-3,5.041228607E-3,1.273536682E-2
5.463820619E1,-5.851183552E-3,-2.062335610E-3,1.461887360E-2
5.464320619E1,-8.740257472E-4,1.458603889E-3,5.350112915E-4
5.464820619E1,7.065301761E-3,4.665408283E-3,7.951736450E-3
5.465320619E1,1.844179444E-2,-2.242017537E-3,-2.053356171E-2
5.465820619E1,-4.573781043E-3,-5.930811167E-4,6.762504578E-3
5.466320619E1,-5.091337487E-3,1.533737779E-2,4.701614380E-3
5.466820619E1,2.164120786E-3,1.040680334E-3,2.574348450E-2
5.467320619E1,1.190103777E-2,3.636887297E-3,9.857177734E-3
5.467820619E1,2.874189429E-2,-1.097606122E-2,-2.771568298E-2
5.468320619E1,7.830367424E-3,4.577327520E-3,-2.158164978E-2
5.468820619E1,-1.122762263E-2,1.414509490E-3,9.228706360E-3
5.469320619E1,-8.939117193E-3,1.548024453E-2,3.011131287E-2
5.469820619E1,-1.815874130E-4,8.304474875E-3,1.466083527E-2
5.470320619E1,3.222579509E-2,7.342845201E-4,-2.377796173E-2
5.470820619E1,1.462639775E-2,-5.539646372E-3,-2.536392212E-2
5.471320619E1,4.293527454E-3,-5.736369640E-3,1.305580139E-3
5.471820619E1,-2.065087296E-2,1.854609884E-2,1.599693298E-2
5.472320619E1,-3.013633192E-3,-9.697955102E-4,1.318359375E-2
5.472820619E1,1.156545058E-2,-4.951266572E-3,-1.423263550E-2
5.473320619E1,2.145795524E-2,-1.560967416E-3,-2.487087250E-2
5.473820619E1,7.288543507E-3,4.487328231E-3,-5.616188049E-3
5.474320619E1,-2.782639582E-3,1.275657304E-2,1.197242737E-2
5.474820619E1,-1.053264365E-2,3.365766257E-3,2.231407166E-2
5.475320619E1,2.957209945E-4,-6.946861744E-3,2.985000610E-3
5.475820619E1,2.284876630E-2,1.466355473E-2,-3.019523621E-2
5.476320619E1,2.044949867E-2,-1.138072461E-3,-2.583122253E-2
5.476820619E1,-5.551259965E-4,3.753267229E-4,2.012825012E-2
5.477320619E1,-1.192199718E-2,8.631343022E-3,4.130935669E-2
5.477820619E1,1.123590581E-2,-1.059386879E-3,1.670551300E-2
5.478320619E1,1.806798205E-2,-1.386491582E-3,-1.876735687E-2
5.478820619E1,2.014005557E-2,9.683221579E-4,-1.573371887E-2
5.479320619E1,-7.905654609E-3,2.305721864E-3,-1.366901398E-2
5.479820619E1,-9.126459248E-3,3.123674542E-3,2.788543701E-2
5.480320619E1,1.490613446E-3,-9.123288095E-3,1.680088043E-2
5.480820619E1,8.889893070E-4,-3.796260804E-3,-4.469871521E-3
5.481320619E1,1.876239479E-2,9.433778003E-3,-2.758026123E-2
5.481820619E1,1.778500527E-2,-6.670560688E-4,-1.374340057E-2
5.482320619E1,-4.882157780E-3,-3.162890673E-3,2.574539185E-2
5.482820619E1,-1.090493798E-2,5.038930103E-3,1.010704041E-2
5.483320619E1,6.043630652E-3,6.176922470E-3,-1.444149017E-2
5.483820619E1,2.164110541E-3,-2.158124000E-3,-2.735614777E-2
5.484320619E1,8.819685318E-3,-7.536983117E-3,-2.372646332E-2
5.484820619E1,-5.479287356E-4,-2.331586555E-3,1.057147980E-2
5.485320619E1,-7.876148447E-4,1.110475324E-2,1.847076416E-2
5.485820619E1,-1.064748783E-2,3.223540261E-3,3.031253815E-2
5.486320619E1,3.704955801E-3,-6.804797798E-3,4.034042358E-4
5.486820619E1,1.155185979E-2,4.996974021E-4,-5.530357361E-3
5.487320619E1,9.580300190E-3,1.182010211E-2,5.507469177E-3
5.487820619E1,-2.035614103E-3,1.015464962E-2,1.477146149E-2
5.488320619E1,-2.020692267E-2,7.141081616E-3,2.322196960E-2
5.488820619E1,9.326674044E-3,1.011154056E-2,-4.287719727E-3
5.489320619E1,1.102088485E-2,2.248562872E-3,-1.801204681E-2
5.489820619E1,1.757701114E-2,-6.522201002E-3,3.374099731E-3
5.490320619E1,-6.207754835E-3,-6.548235193E-3,5.588531494E-4
5.490820619E1,-5.129353609E-3,1.167945564E-2,1.074314117E-2
5.491320619E1,7.887695916E-3,4.418816417E-3,2.518653870E-3
5.491820619E1,1.430971082E-2,-1.333617512E-2,-1.413345337E-2
5.492320619E1,1.834732294E-2,-7.965251803E-3,-1.626873016E-2
5.492820619E1,1.503086463E-2,5.452645943E-3,-1.367950439E-2
5.493320619E1,-8.718054742E-4,3.703113645E-3,1.673603058E-2
5.493820619E1,-3.690243699E-3,7.733404636E-4,1.230144501E-2
5.494320619E1,4.975145683E-3,6.560718641E-3,-1.899719238E-3
5.494820619E1,1.927717403E-2,-5.880188197E-3,-3.722190857E-3
5.495320619E1,5.234241486E-3,-7.786283270E-3,-1.782226562E-2
5.495820619E1,-8.011300117E-3,-1.294644549E-3,4.914283752E-3
5.496320619E1,-6.601253990E-3,6.808580831E-3,7.333755493E-4
5.496820619E1,1.543727331E-2,-2.623289824E-3,-1.059627533E-2
5.497320619E1,-3.846054897E-4,-1.995246857E-3,-1.018905640E-2
5.497820619E1,3.053615801E-3,8.279681206E-4,-4.352569580E-3
5.498320619E1,-6.704581901E-4,3.522669896E-3,4.317283630E-3
5.498820619E1,2.104851417E-3,8.749686182E-3,2.087688446E-2
5.499320619E1,-1.404854469E-3,5.867876112E-3,1.903438568E-2
5.499820619E1,1.072080247E-2,7.352229208E-3,-1.830482483E-2
5.500320619E1,2.048089728E-2,-4.992505535E-3,-2.191448212E-2
5.500820619E1,2.901829779E-3,-8.286649361E-3,-1.046371460E-2
5.501320619E1,-1.238953881E-2,-6.981721148E-3,1.371669769E-2
5.501820619E1,-1.133606862E-2,4.197347909E-3,5.355834961E-3
5.502320619E1,1.685573161E-2,6.361573935E-3,-4.219055176E-3
5.502820619E1,2.348528802E-2,-4.423391074E-4,-1.305770874E-2
5.503320619E1,1.115541067E-2,4.359893501E-5,-3.121376038E-3
5.503820619E1,-1.138099656E-2,4.700738937E-3,1.401424408E-2
5.504320619E1,-8.377600461E-3,-8.573047817E-4,2.608871460E-2
5.504820619E1,7.294810377E-3,1.947890967E-3,-8.233070374E-3
5.505320619E1,1.190998685E-2,1.616509631E-3,-1.279258728E-2
5.505820619E1,1.851609163E-2,-2.715170383E-3,-1.872825623E-2
5.506320619E1,-4.536230583E-3,3.981627524E-4,5.569458008E-3
5.506820619E1,-6.059021223E-3,-4.634408280E-3,3.124046326E-2
5.507320619E1,-5.293718539E-3,1.440652832E-2,2.333641052E-3
5.507820619E1,2.771213278E-2,2.006592602E-2,-2.342319489E-2
5.508320619E1,2.573714033E-2,2.021148801E-3,-2.716541290E-2
5.508820619E1,6.092861295E-3,-1.144268736E-2,-1.176166534E-2
5.509320619E1,-7.800804917E-3,-1.226612367E-2,2.124691010E-2
5.509820619E1,-6.746393628E-3,3.760909662E-3,3.606128693E-2
5.510320619E1,6.639372557E-3,-4.809200764E-4,2.125263214E-2
5.510820619E1,1.229032036E-2,5.079394206E-3,-3.473949432E-2
5.511320619E1,1.667729579E-2,9.239172563E-3,-1.807594299E-2
5.511820619E1,8.790685795E-3,6.898526102E-3,-1.841259003E-2
5.512320619E1,-1.194244437E-2,-4.856489599E-3,2.085876465E-2
5.512820619E1,3.991052508E-4,4.298722371E-3,1.519203186E-2
5.513320619E1,1.290363166E-2,1.291289739E-2,-1.327419281E-2
5.513820619E1,2.017167956E-2,1.028377749E-2,-1.395416260E-2
5.514320619E1,1.996322349E-2,-6.956573576E-3,-9.450912476E-4
5.514820619E1,-7.148866542E-3,1.322010159E-2,1.290893555E-2
