"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.093288179E2,9.271999598E-1,-1.909300041E1,2.927999878E1
2.093388179E2,8.905999660E-1,-1.903199959E1,2.934099960E1
2.093488179E2,9.149999619E-1,-1.900759888E1,2.923119926E1
2.093588179E2,8.295999765E-1,-1.899539948E1,2.929220009E1
2.093688179E2,8.539999723E-1,-1.900759888E1,2.927999878E1
2.093788179E2,9.027999640E-1,-1.904419899E1,2.924339867E1
2.093888179E2,9.637999535E-1,-1.899539948E1,2.923119926E1
2.093988179E2,9.882000089E-1,-1.897099876E1,2.929220009E1
2.094088179E2,1.024799943E0,-1.897099876E1,2.930439949E1
2.094188179E2,1.073599935E0,-1.900759888E1,2.919459915E1
2.094288179E2,1.061399937E0,-1.904419899E1,2.927999878E1
2.094388179E2,1.171200037E0,-1.908079910E1,2.925559998E1
2.094488179E2,1.158999920E0,-1.909300041E1,2.918239975E1
2.094588179E2,1.146799922E0,-1.905640030E1,2.921899986E1
2.094688179E2,1.195600033E0,-1.910519981E1,2.920679855E1
2.094788179E2,1.220000029E0,-1.914179993E1,2.921899986E1
2.094888179E2,1.220000029E0,-1.914179993E1,2.926779938E1
2.094988179E2,1.256600022E0,-1.919059944E1,2.930439949E1
2.095088179E2,1.232200027E0,-1.921500015E1,2.932880020E1
2.095188179E2,1.232200027E0,-1.920279884E1,2.941419983E1
2.095288179E2,1.256600022E0,-1.919059944E1,2.946299934E1
2.095388179E2,1.158999920E0,-1.921500015E1,2.947519875E1
2.095488179E2,1.097999930E0,-1.919059944E1,2.945079994E1
2.095588179E2,1.024799943E0,-1.917840004E1,2.941419983E1
2.095688179E2,9.882000089E-1,-1.915399933E1,2.930439949E1
2.095788179E2,9.149999619E-1,-1.908079910E1,2.936540031E1
2.095888179E2,9.271999598E-1,-1.905640030E1,2.931659889E1
2.095988179E2,8.661999702E-1,-1.906859970E1,2.925559998E1
2.096088179E2,8.661999702E-1,-1.906859970E1,2.923119926E1
2.096188179E2,9.149999619E-1,-1.905640030E1,2.918239975E1
2.096288179E2,9.515999556E-1,-1.904419899E1,2.923119926E1
2.096388179E2,9.882000089E-1,-1.901980019E1,2.923119926E1
2.096488179E2,1.036999941E0,-1.903199959E1,2.927999878E1
2.096588179E2,1.134599924E0,-1.904419899E1,2.925559998E1
2.096688179E2,1.110199928E0,-1.909300041E1,2.920679855E1
2.096788179E2,1.171200037E0,-1.908079910E1,2.923119926E1
2.096888179E2,1.146799922E0,-1.909300041E1,2.934099960E1
2.096988179E2,1.134599924E0,-1.908079910E1,2.934099960E1
2.097088179E2,1.110199928E0,-1.905640030E1,2.931659889E1
2.097188179E2,1.085799932E0,-1.906859970E1,2.935319901E1
2.097288179E2,9.759999514E-1,-1.908079910E1,2.929220009E1
2.097388179E2,9.149999619E-1,-1.909300041E1,2.926779938E1
2.097488179E2,9.393999577E-1,-1.900759888E1,2.934099960E1
2.097588179E2,8.905999660E-1,-1.899539948E1,2.932880020E1
2.097688179E2,8.539999723E-1,-1.898320007E1,2.924339867E1
2.097788179E2,8.783999681E-1,-1.905640030E1,2.925559998E1
2.097888179E2,8.417999744E-1,-1.908079910E1,2.925559998E1
2.097988179E2,8.783999681E-1,-1.912960052E1,2.920679855E1
2.098088179E2,9.393999577E-1,-1.914179993E1,2.927999878E1
2.098188179E2,1.000399947E0,-1.912960052E1,2.932880020E1
2.098288179E2,1.061399937E0,-1.916619873E1,2.931659889E1
2.098388179E2,1.085799932E0,-1.916619873E1,2.929220009E1
2.098488179E2,1.195600033E0,-1.915399933E1,2.930439949E1
2.098588179E2,1.220000029E0,-1.908079910E1,2.932880020E1
2.098688179E2,1.268800020E0,-1.910519981E1,2.938979912E1
2.098788179E2,1.256600022E0,-1.905640030E1,2.943859863E1
2.098888179E2,1.244400024E0,-1.904419899E1,2.938979912E1
2.098988179E2,1.207800031E0,-1.904419899E1,2.938979912E1
2.099088179E2,1.195600033E0,-1.903199959E1,2.938979912E1
2.099188179E2,1.244400024E0,-1.901980019E1,2.943859863E1
2.099288179E2,1.207800031E0,-1.904419899E1,2.945079994E1
2.099388179E2,1.195600033E0,-1.906859970E1,2.942639923E1
2.099488179E2,1.171200037E0,-1.905640030E1,2.936540031E1
2.099588179E2,1.195600033E0,-1.899539948E1,2.931659889E1
2.099688179E2,1.195600033E0,-1.894659996E1,2.935319901E1
2.099788179E2,1.158999920E0,-1.897099876E1,2.937759972E1
2.099888179E2,1.085799932E0,-1.898320007E1,2.941419983E1
2.099988179E2,9.882000089E-1,-1.900759888E1,2.936540031E1
2.100088179E2,9.637999535E-1,-1.898320007E1,2.935319901E1
2.100188179E2,9.515999556E-1,-1.898320007E1,2.931659889E1
2.100288179E2,9.637999535E-1,-1.897099876E1,2.932880020E1
2.100388179E2,9.882000089E-1,-1.903199959E1,2.938979912E1
2.100488179E2,1.024799943E0,-1.910519981E1,2.940199852E1
2.100588179E2,1.061399937E0,-1.906859970E1,2.929220009E1
2.100688179E2,1.110199928E0,-1.909300041E1,2.925559998E1
2.100788179E2,1.195600033E0,-1.914179993E1,2.931659889E1
2.100888179E2,1.244400024E0,-1.916619873E1,2.932880020E1
2.100988179E2,1.256600022E0,-1.916619873E1,2.935319901E1
2.101088179E2,1.256600022E0,-1.920279884E1,2.937759972E1
2.101188179E2,1.293200016E0,-1.923939896E1,2.929220009E1
2.101288179E2,1.293200016E0,-1.915399933E1,2.927999878E1
2.101388179E2,1.329800010E0,-1.920279884E1,2.935319901E1
2.101488179E2,1.366400003E0,-1.919059944E1,2.932880020E1
2.101588179E2,1.329800010E0,-1.911739922E1,2.929220009E1
2.101688179E2,1.305400014E0,-1.911739922E1,2.935319901E1
2.101788179E2,1.281000018E0,-1.910519981E1,2.932880020E1
2.101888179E2,1.244400024E0,-1.905640030E1,2.930439949E1
2.101988179E2,1.146799922E0,-1.904419899E1,2.929220009E1
2.102088179E2,1.073599935E0,-1.914179993E1,2.931659889E1
2.102188179E2,1.000399947E0,-1.911739922E1,2.925559998E1
2.102288179E2,9.515999556E-1,-1.911739922E1,2.929220009E1
2.102388179E2,9.149999619E-1,-1.911739922E1,2.934099960E1
2.102488179E2,8.661999702E-1,-1.910519981E1,2.929220009E1
2.102588179E2,8.783999681E-1,-1.911739922E1,2.931659889E1
2.102688179E2,8.783999681E-1,-1.914179993E1,2.932880020E1
2.102788179E2,9.759999514E-1,-1.909300041E1,2.940199852E1
2.102888179E2,9.882000089E-1,-1.904419899E1,2.941419983E1
2.102988179E2,9.759999514E-1,-1.901980019E1,2.949959946E1
2.103088179E2,9.637999535E-1,-1.903199959E1,2.954839897E1
2.103188179E2,9.393999577E-1,-1.904419899E1,2.949959946E1
2.103288179E2,9.393999577E-1,-1.901980019E1,2.952400017E1
2.103388179E2,8.661999702E-1,-1.904419899E1,2.952400017E1
2.103488179E2,8.905999660E-1,-1.900759888E1,2.949959946E1
2.103588179E2,8.295999765E-1,-1.901980019E1,2.947519875E1
2.103688179E2,8.539999723E-1,-1.899539948E1,2.942639923E1
2.103788179E2,8.661999702E-1,-1.899539948E1,2.937759972E1
2.103888179E2,8.539999723E-1,-1.893440056E1,2.932880020E1
2.103988179E2,8.661999702E-1,-1.897099876E1,2.931659889E1
2.104088179E2,8.905999660E-1,-1.904419899E1,2.930439949E1
2.104188179E2,9.393999577E-1,-1.901980019E1,2.927999878E1
2.104288179E2,9.393999577E-1,-1.905640030E1,2.927999878E1
2.104388179E2,9.393999577E-1,-1.906859970E1,2.924339867E1
2.104488179E2,8.661999702E-1,-1.908079910E1,2.927999878E1
2.104588179E2,8.661999702E-1,-1.909300041E1,2.929220009E1
2.104688179E2,9.027999640E-1,-1.910519981E1,2.924339867E1
2.104788179E2,9.271999598E-1,-1.906859970E1,2.934099960E1
2.104888179E2,9.271999598E-1,-1.901980019E1,2.930439949E1
2.104988179E2,9.149999619E-1,-1.899539948E1,2.934099960E1
2.105088179E2,8.783999681E-1,-1.900759888E1,2.929220009E1
2.105188179E2,8.905999660E-1,-1.901980019E1,2.934099960E1
2.105288179E2,9.393999577E-1,-1.903199959E1,2.932880020E1
2.105388179E2,1.036999941E0,-1.904419899E1,2.925559998E1
2.105488179E2,1.049199939E0,-1.910519981E1,2.930439949E1
2.105588179E2,1.049199939E0,-1.914179993E1,2.927999878E1
2.105688179E2,1.049199939E0,-1.917840004E1,2.930439949E1
2.105788179E2,1.085799932E0,-1.923939896E1,2.929220009E1
2.105888179E2,1.110199928E0,-1.922719955E1,2.937759972E1
2.105988179E2,1.122399926E0,-1.920279884E1,2.937759972E1
2.106088179E2,1.134599924E0,-1.921500015E1,2.940199852E1
2.106188179E2,1.061399937E0,-1.919059944E1,2.946299934E1
2.106288179E2,1.036999941E0,-1.920279884E1,2.946299934E1
2.106388179E2,1.024799943E0,-1.917840004E1,2.948740005E1
2.106488179E2,1.012599945E0,-1.910519981E1,2.951179886E1
2.106588179E2,1.000399947E0,-1.906859970E1,2.952400017E1
2.106688179E2,1.012599945E0,-1.909300041E1,2.947519875E1
2.106788179E2,1.024799943E0,-1.911739922E1,2.948740005E1
2.106888179E2,1.000399947E0,-1.915399933E1,2.951179886E1
2.106988179E2,9.882000089E-1,-1.917840004E1,2.953619957E1
2.107088179E2,9.515999556E-1,-1.914179993E1,2.953619957E1
2.107188179E2,9.515999556E-1,-1.917840004E1,2.951179886E1
2.107288179E2,9.393999577E-1,-1.921500015E1,2.945079994E1
2.107388179E2,9.393999577E-1,-1.926379967E1,2.947519875E1
2.107488179E2,9.027999640E-1,-1.927599907E1,2.953619957E1
2.107588179E2,8.661999702E-1,-1.927599907E1,2.951179886E1
2.107688179E2,8.661999702E-1,-1.930039978E1,2.945079994E1
2.107788179E2,8.783999681E-1,-1.923939896E1,2.943859863E1
2.107888179E2,8.905999660E-1,-1.923939896E1,2.938979912E1
2.107988179E2,9.027999640E-1,-1.920279884E1,2.934099960E1
2.108088179E2,9.027999640E-1,-1.920279884E1,2.940199852E1
2.108188179E2,9.027999640E-1,-1.922719955E1,2.937759972E1
2.108288179E2,9.271999598E-1,-1.921500015E1,2.930439949E1
2.108388179E2,9.271999598E-1,-1.920279884E1,2.932880020E1
2.108488179E2,9.515999556E-1,-1.917840004E1,2.930439949E1
2.108588179E2,9.271999598E-1,-1.919059944E1,2.930439949E1
2.108688179E2,9.271999598E-1,-1.920279884E1,2.930439949E1
2.108788179E2,9.149999619E-1,-1.920279884E1,2.935319901E1
2.108888179E2,9.027999640E-1,-1.919059944E1,2.932880020E1
2.108988179E2,9.027999640E-1,-1.909300041E1,2.934099960E1
2.109088179E2,9.149999619E-1,-1.911739922E1,2.943859863E1
2.109188179E2,9.027999640E-1,-1.912960052E1,2.940199852E1
2.109288179E2,8.905999660E-1,-1.911739922E1,2.946299934E1
2.109388179E2,9.271999598E-1,-1.911739922E1,2.945079994E1
2.109488179E2,9.271999598E-1,-1.909300041E1,2.946299934E1
2.109588179E2,9.271999598E-1,-1.909300041E1,2.942639923E1
2.109688179E2,9.759999514E-1,-1.905640030E1,2.942639923E1
2.109788179E2,9.393999577E-1,-1.911739922E1,2.942639923E1
2.109888179E2,9.393999577E-1,-1.911739922E1,2.935319901E1
2.109988179E2,9.515999556E-1,-1.910519981E1,2.926779938E1
2.110088179E2,9.637999535E-1,-1.909300041E1,2.931659889E1
2.110188179E2,9.515999556E-1,-1.909300041E1,2.929220009E1
2.110288179E2,9.637999535E-1,-1.909300041E1,2.934099960E1
2.110388179E2,9.882000089E-1,-1.905640030E1,2.936540031E1
2.110488179E2,9.515999556E-1,-1.911739922E1,2.934099960E1
2.110588179E2,9.882000089E-1,-1.916619873E1,2.938979912E1
2.110688179E2,1.000399947E0,-1.922719955E1,2.949959946E1
2.110788179E2,1.012599945E0,-1.925160027E1,2.959719849E1
2.110888179E2,9.882000089E-1,-1.930039978E1,2.949959946E1
2.110988179E2,1.000399947E0,-1.932480049E1,2.954839897E1
2.111088179E2,1.012599945E0,-1.937360001E1,2.948740005E1
2.111188179E2,1.012599945E0,-1.939799881E1,2.947519875E1
2.111288179E2,9.882000089E-1,-1.939799881E1,2.952400017E1
2.111388179E2,1.012599945E0,-1.933699989E1,2.949959946E1
2.111488179E2,1.012599945E0,-1.925160027E1,2.945079994E1
2.111588179E2,1.012599945E0,-1.922719955E1,2.945079994E1
2.111688179E2,9.882000089E-1,-1.922719955E1,2.947519875E1
2.111788179E2,9.637999535E-1,-1.921500015E1,2.947519875E1
2.111888179E2,9.637999535E-1,-1.919059944E1,2.952400017E1
2.111988179E2,9.637999535E-1,-1.916619873E1,2.951179886E1
2.112088179E2,1.012599945E0,-1.915399933E1,2.953619957E1
2.112188179E2,9.515999556E-1,-1.914179993E1,2.949959946E1
2.112288179E2,9.393999577E-1,-1.915399933E1,2.946299934E1
2.112388179E2,9.149999619E-1,-1.914179993E1,2.947519875E1
2.112488179E2,9.515999556E-1,-1.910519981E1,2.945079994E1
2.112588179E2,9.393999577E-1,-1.908079910E1,2.936540031E1
2.112688179E2,9.027999640E-1,-1.909300041E1,2.931659889E1
2.112788179E2,8.539999723E-1,-1.917840004E1,2.930439949E1
2.112888179E2,8.539999723E-1,-1.919059944E1,2.929220009E1
2.112988179E2,8.905999660E-1,-1.920279884E1,2.929220009E1
2.113088179E2,8.661999702E-1,-1.920279884E1,2.931659889E1
2.113188179E2,8.661999702E-1,-1.919059944E1,2.927999878E1
2.113288179E2,8.661999702E-1,-1.921500015E1,2.931659889E1
2.113388179E2,8.905999660E-1,-1.925160027E1,2.935319901E1
2.113488179E2,8.905999660E-1,-1.934919930E1,2.937759972E1
2.113588179E2,9.027999640E-1,-1.936139870E1,2.938979912E1
2.113688179E2,9.149999619E-1,-1.941020012E1,2.935319901E1
2.113788179E2,9.393999577E-1,-1.943459892E1,2.937759972E1
2.113888179E2,9.882000089E-1,-1.944680023E1,2.937759972E1
2.113988179E2,1.024799943E0,-1.949559975E1,2.935319901E1
2.114088179E2,1.036999941E0,-1.953219986E1,2.925559998E1
2.114188179E2,1.012599945E0,-1.952000046E1,2.925559998E1
2.114288179E2,1.049199939E0,-1.944680023E1,2.920679855E1
2.114388179E2,1.085799932E0,-1.939799881E1,2.921899986E1
2.114488179E2,1.036999941E0,-1.934919930E1,2.921899986E1
2.114588179E2,1.012599945E0,-1.933699989E1,2.915799904E1
2.114688179E2,9.515999556E-1,-1.932480049E1,2.910919952E1
2.114788179E2,9.271999598E-1,-1.928820038E1,2.908479881E1
2.114888179E2,9.271999598E-1,-1.928820038E1,2.918239975E1
2.114988179E2,9.515999556E-1,-1.927599907E1,2.913360023E1
2.115088179E2,9.393999577E-1,-1.928820038E1,2.913360023E1
2.115188179E2,9.271999598E-1,-1.928820038E1,2.910919952E1
2.115288179E2,9.515999556E-1,-1.931259918E1,2.908479881E1
2.115388179E2,9.637999535E-1,-1.933699989E1,2.904819870E1
2.115488179E2,9.882000089E-1,-1.934919930E1,2.906040001E1
2.115588179E2,9.759999514E-1,-1.937360001E1,2.908479881E1
2.115688179E2,9.759999514E-1,-1.934919930E1,2.901159859E1
2.115788179E2,9.515999556E-1,-1.931259918E1,2.901159859E1
2.115888179E2,9.393999577E-1,-1.932480049E1,2.906040001E1
2.115988179E2,9.271999598E-1,-1.931259918E1,2.902379990E1
2.116088179E2,9.393999577E-1,-1.928820038E1,2.906040001E1
2.116188179E2,9.637999535E-1,-1.926379967E1,2.914579964E1
2.116288179E2,9.515999556E-1,-1.926379967E1,2.910919952E1
2.116388179E2,9.515999556E-1,-1.920279884E1,2.910919952E1
2.116488179E2,9.515999556E-1,-1.921500015E1,2.909700012E1
2.116588179E2,9.637999535E-1,-1.923939896E1,2.910919952E1
2.116688179E2,9.637999535E-1,-1.919059944E1,2.909700012E1
2.116788179E2,9.515999556E-1,-1.916619873E1,2.914579964E1
2.116888179E2,9.515999556E-1,-1.912960052E1,2.914579964E1
2.116988179E2,8.905999660E-1,-1.914179993E1,2.904819870E1
2.117088179E2,9.027999640E-1,-1.915399933E1,2.903599930E1
2.117188179E2,9.149999619E-1,-1.916619873E1,2.904819870E1
2.117288179E2,9.027999640E-1,-1.916619873E1,2.904819870E1
2.117388179E2,9.027999640E-1,-1.915399933E1,2.903599930E1
2.117488179E2,9.393999577E-1,-1.916619873E1,2.901159859E1
2.117588179E2,9.515999556E-1,-1.915399933E1,2.895059967E1
2.117688179E2,9.515999556E-1,-1.921500015E1,2.890180016E1
2.117788179E2,9.882000089E-1,-1.922719955E1,2.891399956E1
2.117888179E2,9.882000089E-1,-1.919059944E1,2.891399956E1
2.117988179E2,9.882000089E-1,-1.920279884E1,2.891399956E1
2.118088179E2,9.759999514E-1,-1.916619873E1,2.892619896E1
2.118188179E2,9.759999514E-1,-1.921500015E1,2.895059967E1
2.118288179E2,9.393999577E-1,-1.922719955E1,2.893840027E1
2.118388179E2,9.515999556E-1,-1.917840004E1,2.895059967E1
2.118488179E2,9.393999577E-1,-1.916619873E1,2.901159859E1
2.118588179E2,9.393999577E-1,-1.914179993E1,2.904819870E1
2.118688179E2,8.783999681E-1,-1.915399933E1,2.908479881E1
2.118788179E2,9.027999640E-1,-1.914179993E1,2.903599930E1
2.118888179E2,9.393999577E-1,-1.914179993E1,2.901159859E1
2.118988179E2,9.515999556E-1,-1.914179993E1,2.898719978E1
2.119088179E2,9.637999535E-1,-1.912960052E1,2.896279907E1
2.119188179E2,9.882000089E-1,-1.916619873E1,2.897500038E1
2.119288179E2,9.759999514E-1,-1.914179993E1,2.890180016E1
2.119388179E2,9.637999535E-1,-1.914179993E1,2.891399956E1
2.119488179E2,1.049199939E0,-1.914179993E1,2.888959885E1
2.119588179E2,1.000399947E0,-1.919059944E1,2.892619896E1
2.119688179E2,9.393999577E-1,-1.921500015E1,2.891399956E1
2.119788179E2,9.271999598E-1,-1.919059944E1,2.892619896E1
2.119888179E2,9.393999577E-1,-1.920279884E1,2.891399956E1
2.119988179E2,9.027999640E-1,-1.921500015E1,2.885299873E1
2.120088179E2,8.905999660E-1,-1.920279884E1,2.886520004E1
2.120188179E2,9.027999640E-1,-1.922719955E1,2.886520004E1
2.120288179E2,8.539999723E-1,-1.920279884E1,2.885299873E1
2.120388179E2,8.783999681E-1,-1.916619873E1,2.881639862E1
2.120488179E2,9.149999619E-1,-1.914179993E1,2.885299873E1
2.120588179E2,9.027999640E-1,-1.915399933E1,2.886520004E1
2.120688179E2,9.027999640E-1,-1.917840004E1,2.882859993E1
2.120788179E2,9.149999619E-1,-1.930039978E1,2.885299873E1
2.120888179E2,9.149999619E-1,-1.937360001E1,2.888959885E1
2.120988179E2,9.027999640E-1,-1.938579941E1,2.884079933E1
2.121088179E2,9.271999598E-1,-1.941020012E1,2.887739944E1
2.121188179E2,9.149999619E-1,-1.945899963E1,2.892619896E1
2.121288179E2,9.149999619E-1,-1.952000046E1,2.896279907E1
2.121388179E2,9.149999619E-1,-1.955660057E1,2.896279907E1
2.121488179E2,9.027999640E-1,-1.953219986E1,2.899939919E1
2.121588179E2,9.393999577E-1,-1.943459892E1,2.903599930E1
2.121688179E2,9.515999556E-1,-1.941020012E1,2.899939919E1
2.121788179E2,9.271999598E-1,-1.938579941E1,2.902379990E1
2.121888179E2,9.027999640E-1,-1.937360001E1,2.904819870E1
2.121988179E2,9.149999619E-1,-1.930039978E1,2.898719978E1
2.122088179E2,9.149999619E-1,-1.923939896E1,2.896279907E1
2.122188179E2,9.027999640E-1,-1.915399933E1,2.896279907E1
2.122288179E2,9.027999640E-1,-1.915399933E1,2.896279907E1
2.122388179E2,8.539999723E-1,-1.910519981E1,2.890180016E1
2.122488179E2,8.661999702E-1,-1.909300041E1,2.890180016E1
2.122588179E2,9.027999640E-1,-1.910519981E1,2.881639862E1
2.122688179E2,9.149999619E-1,-1.911739922E1,2.877979851E1
2.122788179E2,8.905999660E-1,-1.915399933E1,2.877979851E1
2.122888179E2,8.783999681E-1,-1.916619873E1,2.875539970E1
2.122988179E2,9.271999598E-1,-1.917840004E1,2.876759911E1
2.123088179E2,9.393999577E-1,-1.916619873E1,2.876759911E1
2.123188179E2,9.759999514E-1,-1.921500015E1,2.881639862E1
2.123288179E2,1.024799943E0,-1.921500015E1,2.879199982E1
2.123388179E2,1.036999941E0,-1.917840004E1,2.886520004E1
2.123488179E2,1.024799943E0,-1.920279884E1,2.891399956E1
2.123588179E2,1.073599935E0,-1.923939896E1,2.893840027E1
2.123688179E2,1.085799932E0,-1.925160027E1,2.893840027E1
2.123788179E2,1.073599935E0,-1.927599907E1,2.890180016E1
2.123888179E2,1.049199939E0,-1.928820038E1,2.895059967E1
2.123988179E2,9.882000089E-1,-1.930039978E1,2.896279907E1
2.124088179E2,9.515999556E-1,-1.928820038E1,2.892619896E1
2.124188179E2,9.271999598E-1,-1.932480049E1,2.888959885E1
2.124288179E2,9.515999556E-1,-1.936139870E1,2.881639862E1
2.124388179E2,9.271999598E-1,-1.931259918E1,2.879199982E1
2.124488179E2,9.271999598E-1,-1.931259918E1,2.876759911E1
2.124588179E2,9.149999619E-1,-1.928820038E1,2.877979851E1
2.124688179E2,9.271999598E-1,-1.926379967E1,2.877979851E1
2.124788179E2,9.759999514E-1,-1.921500015E1,2.875539970E1
2.124888179E2,9.515999556E-1,-1.926379967E1,2.884079933E1
2.124988179E2,9.515999556E-1,-1.923939896E1,2.892619896E1
2.125088179E2,9.271999598E-1,-1.922719955E1,2.895059967E1
2.125188179E2,9.149999619E-1,-1.922719955E1,2.899939919E1
2.125288179E2,8.661999702E-1,-1.920279884E1,2.906040001E1
2.125388179E2,8.661999702E-1,-1.916619873E1,2.908479881E1
2.125488179E2,8.661999702E-1,-1.917840004E1,2.907259941E1
2.125588179E2,8.173999786E-1,-1.921500015E1,2.898719978E1
2.125688179E2,8.783999681E-1,-1.917840004E1,2.893840027E1
2.125788179E2,8.905999660E-1,-1.916619873E1,2.887739944E1
2.125888179E2,9.027999640E-1,-1.916619873E1,2.888959885E1
2.125988179E2,9.149999619E-1,-1.915399933E1,2.884079933E1
2.126088179E2,9.515999556E-1,-1.915399933E1,2.875539970E1
2.126188179E2,9.637999535E-1,-1.917840004E1,2.873099899E1
2.126288179E2,9.882000089E-1,-1.917840004E1,2.874320030E1
2.126388179E2,1.012599945E0,-1.915399933E1,2.882859993E1
2.126488179E2,9.882000089E-1,-1.911739922E1,2.884079933E1
2.126588179E2,9.759999514E-1,-1.914179993E1,2.881639862E1
2.126688179E2,9.637999535E-1,-1.914179993E1,2.877979851E1
2.126788179E2,9.759999514E-1,-1.917840004E1,2.876759911E1
2.126888179E2,9.271999598E-1,-1.920279884E1,2.880419922E1
2.126988179E2,9.149999619E-1,-1.922719955E1,2.882859993E1
2.127088179E2,8.783999681E-1,-1.921500015E1,2.884079933E1
2.127188179E2,8.905999660E-1,-1.922719955E1,2.888959885E1
2.127288179E2,8.539999723E-1,-1.930039978E1,2.891399956E1
2.127388179E2,8.539999723E-1,-1.930039978E1,2.888959885E1
2.127488179E2,8.539999723E-1,-1.930039978E1,2.892619896E1
2.127588179E2,8.051999807E-1,-1.930039978E1,2.890180016E1
2.127688179E2,9.149999619E-1,-1.927599907E1,2.890180016E1
2.127788179E2,8.905999660E-1,-1.923939896E1,2.884079933E1
2.127888179E2,9.149999619E-1,-1.927599907E1,2.877979851E1
2.127988179E2,8.905999660E-1,-1.928820038E1,2.870660019E1
2.128088179E2,8.661999702E-1,-1.925160027E1,2.867000008E1
2.128188179E2,8.417999744E-1,-1.925160027E1,2.875539970E1
2.128288179E2,8.783999681E-1,-1.922719955E1,2.873099899E1
2.128388179E2,8.905999660E-1,-1.919059944E1,2.880419922E1
2.128488179E2,8.295999765E-1,-1.915399933E1,2.884079933E1
2.128588179E2,8.661999702E-1,-1.915399933E1,2.884079933E1
2.128688179E2,8.173999786E-1,-1.910519981E1,2.890180016E1
2.128788179E2,8.173999786E-1,-1.911739922E1,2.893840027E1
2.128888179E2,8.539999723E-1,-1.915399933E1,2.893840027E1
2.128988179E2,8.783999681E-1,-1.911739922E1,2.888959885E1
2.129088179E2,9.149999619E-1,-1.911739922E1,2.893840027E1
2.129188179E2,9.637999535E-1,-1.911739922E1,2.891399956E1
2.129288179E2,1.036999941E0,-1.912960052E1,2.888959885E1
2.129388179E2,1.097999930E0,-1.914179993E1,2.893840027E1
2.129488179E2,1.220000029E0,-1.911739922E1,2.893840027E1
2.129588179E2,1.268800020E0,-1.909300041E1,2.893840027E1
2.129688179E2,1.256600022E0,-1.908079910E1,2.898719978E1
2.129788179E2,1.281000018E0,-1.910519981E1,2.893840027E1
2.129888179E2,1.244400024E0,-1.911739922E1,2.887739944E1
2.129988179E2,1.256600022E0,-1.911739922E1,2.886520004E1
2.130088179E2,1.232200027E0,-1.910519981E1,2.887739944E1
2.130188179E2,1.220000029E0,-1.909300041E1,2.884079933E1
2.130288179E2,1.171200037E0,-1.910519981E1,2.879199982E1
2.130388179E2,1.183400035E0,-1.909300041E1,2.882859993E1
2.130488179E2,1.281000018E0,-1.909300041E1,2.884079933E1
2.130588179E2,1.268800020E0,-1.911739922E1,2.897500038E1
2.130688179E2,1.293200016E0,-1.915399933E1,2.908479881E1
2.130788179E2,1.317600012E0,-1.926379967E1,2.912139893E1
2.130888179E2,1.354200006E0,-1.930039978E1,2.912139893E1
2.130988179E2,1.366400003E0,-1.933699989E1,2.913360023E1
2.131088179E2,1.354200006E0,-1.933699989E1,2.914579964E1
2.131188179E2,1.402999997E0,-1.939799881E1,2.909700012E1
2.131288179E2,1.402999997E0,-1.934919930E1,2.907259941E1
2.131388179E2,1.402999997E0,-1.932480049E1,2.902379990E1
2.131488179E2,1.329800010E0,-1.927599907E1,2.895059967E1
2.131588179E2,1.244400024E0,-1.919059944E1,2.892619896E1
2.131688179E2,1.158999920E0,-1.916619873E1,2.891399956E1
2.131788179E2,1.061399937E0,-1.916619873E1,2.888959885E1
2.131888179E2,1.049199939E0,-1.917840004E1,2.888959885E1
2.131988179E2,9.515999556E-1,-1.912960052E1,2.884079933E1
2.132088179E2,8.661999702E-1,-1.916619873E1,2.885299873E1
2.132188179E2,8.173999786E-1,-1.917840004E1,2.877979851E1
2.132288179E2,8.295999765E-1,-1.914179993E1,2.874320030E1
2.132388179E2,8.539999723E-1,-1.915399933E1,2.871879959E1
2.132488179E2,8.783999681E-1,-1.916619873E1,2.875539970E1
2.132588179E2,9.027999640E-1,-1.917840004E1,2.884079933E1
2.132688179E2,9.027999640E-1,-1.920279884E1,2.884079933E1
2.132788179E2,9.027999640E-1,-1.922719955E1,2.887739944E1
2.132888179E2,8.783999681E-1,-1.922719955E1,2.884079933E1
2.132988179E2,9.393999577E-1,-1.919059944E1,2.891399956E1
2.133088179E2,9.515999556E-1,-1.917840004E1,2.891399956E1
2.133188179E2,9.882000089E-1,-1.912960052E1,2.893840027E1
2.133288179E2,9.515999556E-1,-1.915399933E1,2.891399956E1
2.133388179E2,9.515999556E-1,-1.914179993E1,2.882859993E1
2.133488179E2,9.149999619E-1,-1.912960052E1,2.887739944E1
2.133588179E2,9.637999535E-1,-1.911739922E1,2.891399956E1
2.133688179E2,1.000399947E0,-1.908079910E1,2.892619896E1
2.133788179E2,9.882000089E-1,-1.912960052E1,2.890180016E1
2.133888179E2,1.000399947E0,-1.914179993E1,2.902379990E1
2.133988179E2,9.515999556E-1,-1.921500015E1,2.902379990E1
2.134088179E2,9.882000089E-1,-1.920279884E1,2.896279907E1
2.134188179E2,9.759999514E-1,-1.915399933E1,2.897500038E1
2.134288179E2,1.000399947E0,-1.909300041E1,2.891399956E1
2.134388179E2,9.149999619E-1,-1.911739922E1,2.884079933E1
2.134488179E2,8.905999660E-1,-1.914179993E1,2.881639862E1
2.134588179E2,8.417999744E-1,-1.915399933E1,2.877979851E1
