"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
6.294647265E1,1.695799947E0,-3.130519867E1,-3.927180099E1
6.295647265E1,1.720199943E0,-3.136619949E1,-3.930839920E1
6.296647265E1,1.671399951E0,-3.134179878E1,-3.933279800E1
6.297647265E1,1.671399951E0,-3.137839890E1,-3.932059860E1
6.298647265E1,1.610399961E0,-3.140279961E1,-3.932059860E1
6.299647265E1,1.622599959E0,-3.136619949E1,-3.929619980E1
6.300647265E1,1.585999966E0,-3.126859856E1,-3.925959778E1
6.301647265E1,1.537199974E0,-3.124419975E1,-3.928400040E1
6.302647265E1,1.561599970E0,-3.119540024E1,-3.922299957E1
6.303647265E1,1.585999966E0,-3.113439941E1,-3.921080017E1
6.304647265E1,1.659199953E0,-3.118319893E1,-3.919860077E1
6.305647265E1,1.646999955E0,-3.115880013E1,-3.919860077E1
6.306647265E1,1.683599949E0,-3.110999870E1,-3.927180099E1
6.307647265E1,1.683599949E0,-3.113439941E1,-3.932059860E1
6.308647265E1,1.707999945E0,-3.123199844E1,-3.935720062E1
6.309647265E1,1.744599938E0,-3.123199844E1,-3.932059860E1
6.310647265E1,1.756799936E0,-3.128079987E1,-3.938159943E1
6.311647265E1,1.707999945E0,-3.130519867E1,-3.941819763E1
6.312647265E1,1.671399951E0,-3.126859856E1,-3.936940002E1
6.313647265E1,1.683599949E0,-3.126859856E1,-3.927180099E1
6.314647265E1,1.671399951E0,-3.131739998E1,-3.925959778E1
6.315647265E1,1.671399951E0,-3.132959938E1,-3.925959778E1
6.316647265E1,1.659199953E0,-3.132959938E1,-3.928400040E1
6.317647265E1,1.634799957E0,-3.139060020E1,-3.934499741E1
6.318647265E1,1.622599959E0,-3.140279961E1,-3.935720062E1
6.319647265E1,1.646999955E0,-3.140279961E1,-3.929619980E1
6.320647265E1,1.634799957E0,-3.140279961E1,-3.930839920E1
6.321647265E1,1.598199964E0,-3.140279961E1,-3.940599823E1
6.322647265E1,1.549399972E0,-3.140279961E1,-3.935720062E1
6.323647265E1,1.537199974E0,-3.140279961E1,-3.932059860E1
6.324647265E1,1.524999976E0,-3.141499901E1,-3.935720062E1
6.325647265E1,1.524999976E0,-3.137839890E1,-3.934499741E1
6.326647265E1,1.512799978E0,-3.135400009E1,-3.928400040E1
6.327647265E1,1.500599980E0,-3.137839890E1,-3.930839920E1
6.328647265E1,1.537199974E0,-3.134179878E1,-3.936940002E1
6.329647265E1,1.598199964E0,-3.136619949E1,-3.935720062E1
6.330647265E1,1.646999955E0,-3.139060020E1,-3.939379883E1
6.331647265E1,1.634799957E0,-3.137839890E1,-3.935720062E1
6.332647265E1,1.659199953E0,-3.128079987E1,-3.928400040E1
6.333647265E1,1.683599949E0,-3.123199844E1,-3.925959778E1
6.334647265E1,1.732399940E0,-3.128079987E1,-3.922299957E1
6.335647265E1,1.683599949E0,-3.126859856E1,-3.919860077E1
6.336647265E1,1.646999955E0,-3.128079987E1,-3.917419815E1
6.337647265E1,1.610399961E0,-3.128079987E1,-3.917419815E1
6.338647265E1,1.610399961E0,-3.123199844E1,-3.925959778E1
6.339647265E1,1.646999955E0,-3.119540024E1,-3.929619980E1
6.340647265E1,1.695799947E0,-3.129299927E1,-3.932059860E1
6.341647265E1,1.671399951E0,-3.130519867E1,-3.930839920E1
6.342647265E1,1.646999955E0,-3.126859856E1,-3.938159943E1
6.343647265E1,1.695799947E0,-3.124419975E1,-3.940599823E1
6.344647265E1,1.707999945E0,-3.128079987E1,-3.938159943E1
6.345647265E1,1.744599938E0,-3.129299927E1,-3.939379883E1
6.346647265E1,1.756799936E0,-3.132959938E1,-3.932059860E1
6.347647265E1,1.695799947E0,-3.134179878E1,-3.933279800E1
6.348647265E1,1.610399961E0,-3.131739998E1,-3.930839920E1
6.349647265E1,1.585999966E0,-3.131739998E1,-3.933279800E1
6.350647265E1,1.610399961E0,-3.132959938E1,-3.933279800E1
6.351647265E1,1.585999966E0,-3.129299927E1,-3.934499741E1
6.352647265E1,1.585999966E0,-3.128079987E1,-3.934499741E1
6.353647265E1,1.549399972E0,-3.124419975E1,-3.935720062E1
6.354647265E1,1.512799978E0,-3.124419975E1,-3.934499741E1
6.355647265E1,1.524999976E0,-3.124419975E1,-3.929619980E1
6.356647265E1,1.537199974E0,-3.126859856E1,-3.929619980E1
6.357647265E1,1.549399972E0,-3.128079987E1,-3.928400040E1
6.358647265E1,1.500599980E0,-3.128079987E1,-3.928400040E1
6.359647265E1,1.549399972E0,-3.132959938E1,-3.927180099E1
6.360647265E1,1.598199964E0,-3.134179878E1,-3.930839920E1
6.361647265E1,1.585999966E0,-3.129299927E1,-3.932059860E1
6.362647265E1,1.622599959E0,-3.124419975E1,-3.933279800E1
6.363647265E1,1.622599959E0,-3.128079987E1,-3.940599823E1
6.364647265E1,1.622599959E0,-3.126859856E1,-3.932059860E1
6.365647265E1,1.634799957E0,-3.125639915E1,-3.929619980E1
6.366647265E1,1.646999955E0,-3.128079987E1,-3.925959778E1
6.367647265E1,1.646999955E0,-3.126859856E1,-3.924739838E1
6.368647265E1,1.585999966E0,-3.120759964E1,-3.923519897E1
6.369647265E1,1.598199964E0,-3.126859856E1,-3.914979935E1
6.370647265E1,1.622599959E0,-3.130519867E1,-3.913759995E1
6.371647265E1,1.646999955E0,-3.128079987E1,-3.910099792E1
6.372647265E1,1.671399951E0,-3.125639915E1,-3.907659912E1
6.373647265E1,1.671399951E0,-3.124419975E1,-3.912540054E1
6.374647265E1,1.683599949E0,-3.118319893E1,-3.911320114E1
6.375647265E1,1.646999955E0,-3.118319893E1,-3.916199875E1
6.376647265E1,1.659199953E0,-3.120759964E1,-3.914979935E1
6.377647265E1,1.671399951E0,-3.121979904E1,-3.917419815E1
6.378647265E1,1.610399961E0,-3.119540024E1,-3.917419815E1
6.379647265E1,1.646999955E0,-3.123199844E1,-3.921080017E1
6.380647265E1,1.610399961E0,-3.117099953E1,-3.927180099E1
6.381647265E1,1.610399961E0,-3.117099953E1,-3.928400040E1
6.382647265E1,1.610399961E0,-3.123199844E1,-3.930839920E1
6.383647265E1,1.622599959E0,-3.124419975E1,-3.925959778E1
6.384647265E1,1.598199964E0,-3.126859856E1,-3.924739838E1
6.385647265E1,1.537199974E0,-3.128079987E1,-3.927180099E1
6.386647265E1,1.549399972E0,-3.131739998E1,-3.928400040E1
6.387647265E1,1.476199985E0,-3.131739998E1,-3.929619980E1
6.388647265E1,1.476199985E0,-3.141499901E1,-3.928400040E1
6.389647265E1,1.500599980E0,-3.139060020E1,-3.925959778E1
6.390647265E1,1.451799989E0,-3.140279961E1,-3.930839920E1
6.391647265E1,1.476199985E0,-3.143939972E1,-3.932059860E1
6.392647265E1,1.500599980E0,-3.143939972E1,-3.938159943E1
6.393647265E1,1.561599970E0,-3.140279961E1,-3.933279800E1
6.394647265E1,1.549399972E0,-3.141499901E1,-3.933279800E1
6.395647265E1,1.585999966E0,-3.139060020E1,-3.930839920E1
6.396647265E1,1.610399961E0,-3.139060020E1,-3.935720062E1
6.397647265E1,1.549399972E0,-3.141499901E1,-3.938159943E1
6.398647265E1,1.598199964E0,-3.140279961E1,-3.940599823E1
6.399647265E1,1.561599970E0,-3.136619949E1,-3.946699905E1
6.400647265E1,1.573799968E0,-3.139060020E1,-3.945479965E1
6.401647265E1,1.573799968E0,-3.141499901E1,-3.946699905E1
6.402647265E1,1.585999966E0,-3.142720032E1,-3.947919846E1
6.403647265E1,1.610399961E0,-3.142720032E1,-3.946699905E1
6.404647265E1,1.573799968E0,-3.136619949E1,-3.952799988E1
6.405647265E1,1.598199964E0,-3.139060020E1,-3.952799988E1
6.406647265E1,1.585999966E0,-3.137839890E1,-3.952799988E1
6.407647265E1,1.561599970E0,-3.137839890E1,-3.947919846E1
6.408647265E1,1.524999976E0,-3.142720032E1,-3.951580048E1
6.409647265E1,1.524999976E0,-3.148819923E1,-3.954019928E1
6.410647265E1,1.476199985E0,-3.147599983E1,-3.951580048E1
6.411647265E1,1.488399982E0,-3.151259995E1,-3.954019928E1
6.412647265E1,1.500599980E0,-3.156139946E1,-3.950360107E1
6.413647265E1,1.524999976E0,-3.157359886E1,-3.946699905E1
6.414647265E1,1.537199974E0,-3.157359886E1,-3.941819763E1
6.415647265E1,1.561599970E0,-3.157359886E1,-3.943040085E1
6.416647265E1,1.585999966E0,-3.152479935E1,-3.935720062E1
6.417647265E1,1.610399961E0,-3.147599983E1,-3.936940002E1
6.418647265E1,1.732399940E0,-3.147599983E1,-3.932059860E1
6.419647265E1,1.756799936E0,-3.143939972E1,-3.929619980E1
6.420647265E1,1.756799936E0,-3.141499901E1,-3.924739838E1
6.421647265E1,1.732399940E0,-3.139060020E1,-3.922299957E1
6.422647265E1,1.683599949E0,-3.134179878E1,-3.919860077E1
6.423647265E1,1.659199953E0,-3.131739998E1,-3.914979935E1
6.424647265E1,1.695799947E0,-3.134179878E1,-3.914979935E1
6.425647265E1,1.634799957E0,-3.135400009E1,-3.912540054E1
6.426647265E1,1.610399961E0,-3.131739998E1,-3.921080017E1
6.427647265E1,1.573799968E0,-3.132959938E1,-3.921080017E1
6.428647265E1,1.561599970E0,-3.125639915E1,-3.924739838E1
6.429647265E1,1.610399961E0,-3.124419975E1,-3.930839920E1
6.430647265E1,1.610399961E0,-3.128079987E1,-3.932059860E1
6.431647265E1,1.634799957E0,-3.125639915E1,-3.936940002E1
6.432647265E1,1.573799968E0,-3.124419975E1,-3.936940002E1
6.433647265E1,1.598199964E0,-3.121979904E1,-3.941819763E1
6.434647265E1,1.537199974E0,-3.120759964E1,-3.935720062E1
6.435647265E1,1.537199974E0,-3.121979904E1,-3.938159943E1
6.436647265E1,1.524999976E0,-3.128079987E1,-3.943040085E1
6.437647265E1,1.488399982E0,-3.129299927E1,-3.943040085E1
6.438647265E1,1.512799978E0,-3.125639915E1,-3.940599823E1
6.439647265E1,1.488399982E0,-3.121979904E1,-3.945479965E1
6.440647265E1,1.500599980E0,-3.119540024E1,-3.946699905E1
6.441647265E1,1.476199985E0,-3.121979904E1,-3.943040085E1
6.442647265E1,1.500599980E0,-3.120759964E1,-3.947919846E1
6.443647265E1,1.451799989E0,-3.121979904E1,-3.943040085E1
6.444647265E1,1.488399982E0,-3.124419975E1,-3.933279800E1
6.445647265E1,1.476199985E0,-3.121979904E1,-3.925959778E1
6.446647265E1,1.537199974E0,-3.124419975E1,-3.928400040E1
6.447647265E1,1.573799968E0,-3.130519867E1,-3.918639755E1
6.448647265E1,1.598199964E0,-3.130519867E1,-3.912540054E1
6.449647265E1,1.646999955E0,-3.124419975E1,-3.918639755E1
6.450647265E1,1.610399961E0,-3.126859856E1,-3.921080017E1
6.451647265E1,1.646999955E0,-3.124419975E1,-3.924739838E1
6.452647265E1,1.671399951E0,-3.123199844E1,-3.924739838E1
6.453647265E1,1.683599949E0,-3.123199844E1,-3.930839920E1
6.454647265E1,1.659199953E0,-3.121979904E1,-3.932059860E1
6.455647265E1,1.695799947E0,-3.119540024E1,-3.936940002E1
6.456647265E1,1.671399951E0,-3.118319893E1,-3.944260025E1
6.457647265E1,1.720199943E0,-3.117099953E1,-3.939379883E1
6.458647265E1,1.817799926E0,-3.117099953E1,-3.929619980E1
6.459647265E1,1.854399920E0,-3.114659882E1,-3.928400040E1
6.460647265E1,1.878799915E0,-3.112220001E1,-3.930839920E1
6.461647265E1,1.866599917E0,-3.110999870E1,-3.924739838E1
6.462647265E1,1.878799915E0,-3.108559990E1,-3.923519897E1
6.463647265E1,1.854399920E0,-3.103679848E1,-3.925959778E1
6.464647265E1,1.878799915E0,-3.103679848E1,-3.922299957E1
6.465647265E1,1.878799915E0,-3.102459908E1,-3.921080017E1
6.466647265E1,1.817799926E0,-3.102459908E1,-3.922299957E1
6.467647265E1,1.817799926E0,-3.100020027E1,-3.925959778E1
6.468647265E1,1.793399930E0,-3.097579956E1,-3.922299957E1
6.469647265E1,1.866599917E0,-3.103679848E1,-3.925959778E1
6.470647265E1,1.890999913E0,-3.103679848E1,-3.922299957E1
6.471647265E1,1.890999913E0,-3.106119919E1,-3.917419815E1
6.472647265E1,1.915399909E0,-3.109779930E1,-3.914979935E1
6.473647265E1,1.878799915E0,-3.115880013E1,-3.916199875E1
6.474647265E1,1.915399909E0,-3.114659882E1,-3.914979935E1
6.475647265E1,1.939799905E0,-3.119540024E1,-3.910099792E1
6.476647265E1,1.927599907E0,-3.120759964E1,-3.914979935E1
6.477647265E1,1.927599907E0,-3.118319893E1,-3.919860077E1
6.478647265E1,1.939799905E0,-3.121979904E1,-3.924739838E1
6.479647265E1,1.976400018E0,-3.126859856E1,-3.925959778E1
6.480647265E1,1.976400018E0,-3.125639915E1,-3.930839920E1
6.481647265E1,2.000799894E0,-3.121979904E1,-3.923519897E1
6.482647265E1,2.061800003E0,-3.115880013E1,-3.922299957E1
6.483647265E1,2.098399878E0,-3.113439941E1,-3.925959778E1
6.484647265E1,2.134999990E0,-3.114659882E1,-3.919860077E1
6.485647265E1,2.147199869E0,-3.113439941E1,-3.916199875E1
6.486647265E1,2.061800003E0,-3.112220001E1,-3.912540054E1
6.487647265E1,2.049599886E0,-3.107339859E1,-3.911320114E1
6.488647265E1,2.073999882E0,-3.106119919E1,-3.910099792E1
6.489647265E1,2.025199890E0,-3.107339859E1,-3.910099792E1
6.490647265E1,1.951999903E0,-3.108559990E1,-3.912540054E1
6.491647265E1,1.842199922E0,-3.112220001E1,-3.912540054E1
6.492647265E1,1.842199922E0,-3.110999870E1,-3.911320114E1
6.493647265E1,1.805599928E0,-3.104899979E1,-3.904000092E1
6.494647265E1,1.829999924E0,-3.103679848E1,-3.906439972E1
6.495647265E1,1.817799926E0,-3.106119919E1,-3.905220032E1
6.496647265E1,1.732399940E0,-3.103679848E1,-3.902779770E1
6.497647265E1,1.768999934E0,-3.100020027E1,-3.904000092E1
6.498647265E1,1.756799936E0,-3.097579956E1,-3.902779770E1
6.499647265E1,1.768999934E0,-3.092700005E1,-3.899119949E1
6.500647265E1,1.732399940E0,-3.089039993E1,-3.907659912E1
6.501647265E1,1.720199943E0,-3.090259933E1,-3.908879852E1
6.502647265E1,1.695799947E0,-3.091479874E1,-3.906439972E1
6.503647265E1,1.622599959E0,-3.090259933E1,-3.904000092E1
6.504647265E1,1.659199953E0,-3.093919945E1,-3.905220032E1
6.505647265E1,1.622599959E0,-3.097579956E1,-3.905220032E1
6.506647265E1,1.622599959E0,-3.098799896E1,-3.901559830E1
6.507647265E1,1.646999955E0,-3.103679848E1,-3.893019867E1
6.508647265E1,1.659199953E0,-3.112220001E1,-3.885699844E1
6.509647265E1,1.695799947E0,-3.115880013E1,-3.889360046E1
6.510647265E1,1.756799936E0,-3.114659882E1,-3.882040024E1
6.511647265E1,1.768999934E0,-3.115880013E1,-3.879599762E1
6.512647265E1,1.744599938E0,-3.115880013E1,-3.875939941E1
6.513647265E1,1.744599938E0,-3.115880013E1,-3.879599762E1
6.514647265E1,1.744599938E0,-3.119540024E1,-3.885699844E1
6.515647265E1,1.732399940E0,-3.118319893E1,-3.895459747E1
6.516647265E1,1.720199943E0,-3.115880013E1,-3.902779770E1
6.517647265E1,1.659199953E0,-3.114659882E1,-3.905220032E1
6.518647265E1,1.622599959E0,-3.117099953E1,-3.913759995E1
6.519647265E1,1.659199953E0,-3.117099953E1,-3.924739838E1
6.520647265E1,1.659199953E0,-3.115880013E1,-3.927180099E1
6.521647265E1,1.671399951E0,-3.114659882E1,-3.924739838E1
6.522647265E1,1.659199953E0,-3.110999870E1,-3.922299957E1
6.523647265E1,1.683599949E0,-3.107339859E1,-3.919860077E1
6.524647265E1,1.671399951E0,-3.102459908E1,-3.918639755E1
6.525647265E1,1.720199943E0,-3.103679848E1,-3.911320114E1
6.526647265E1,1.683599949E0,-3.106119919E1,-3.907659912E1
6.527647265E1,1.671399951E0,-3.106119919E1,-3.904000092E1
6.528647265E1,1.695799947E0,-3.108559990E1,-3.901559830E1
6.529647265E1,1.671399951E0,-3.103679848E1,-3.900339890E1
6.530647265E1,1.659199953E0,-3.107339859E1,-3.900339890E1
6.531647265E1,1.610399961E0,-3.112220001E1,-3.896680069E1
6.532647265E1,1.598199964E0,-3.115880013E1,-3.890579987E1
6.533647265E1,1.561599970E0,-3.117099953E1,-3.895459747E1
6.534647265E1,1.610399961E0,-3.112220001E1,-3.900339890E1
6.535647265E1,1.634799957E0,-3.109779930E1,-3.902779770E1
6.536647265E1,1.622599959E0,-3.108559990E1,-3.907659912E1
6.537647265E1,1.622599959E0,-3.115880013E1,-3.913759995E1
6.538647265E1,1.646999955E0,-3.113439941E1,-3.917419815E1
6.539647265E1,1.659199953E0,-3.113439941E1,-3.912540054E1
6.540647265E1,1.695799947E0,-3.113439941E1,-3.914979935E1
6.541647265E1,1.659199953E0,-3.108559990E1,-3.913759995E1
6.542647265E1,1.598199964E0,-3.108559990E1,-3.910099792E1
6.543647265E1,1.585999966E0,-3.107339859E1,-3.908879852E1
6.544647265E1,1.585999966E0,-3.107339859E1,-3.912540054E1
6.545647265E1,1.598199964E0,-3.102459908E1,-3.908879852E1
6.546647265E1,1.598199964E0,-3.108559990E1,-3.904000092E1
6.547647265E1,1.598199964E0,-3.107339859E1,-3.911320114E1
6.548647265E1,1.549399972E0,-3.104899979E1,-3.914979935E1
6.549647265E1,1.585999966E0,-3.102459908E1,-3.917419815E1
6.550647265E1,1.622599959E0,-3.104899979E1,-3.919860077E1
6.551647265E1,1.561599970E0,-3.108559990E1,-3.912540054E1
6.552647265E1,1.585999966E0,-3.106119919E1,-3.906439972E1
6.553647265E1,1.585999966E0,-3.110999870E1,-3.899119949E1
6.554647265E1,1.585999966E0,-3.106119919E1,-3.908879852E1
6.555647265E1,1.598199964E0,-3.097579956E1,-3.904000092E1
6.556647265E1,1.671399951E0,-3.097579956E1,-3.900339890E1
6.557647265E1,1.707999945E0,-3.102459908E1,-3.902779770E1
6.558647265E1,1.683599949E0,-3.104899979E1,-3.905220032E1
6.559647265E1,1.732399940E0,-3.106119919E1,-3.912540054E1
6.560647265E1,1.732399940E0,-3.104899979E1,-3.910099792E1
6.561647265E1,1.732399940E0,-3.098799896E1,-3.914979935E1
6.562647265E1,1.720199943E0,-3.100020027E1,-3.913759995E1
6.563647265E1,1.707999945E0,-3.108559990E1,-3.916199875E1
6.564647265E1,1.646999955E0,-3.104899979E1,-3.922299957E1
6.565647265E1,1.598199964E0,-3.102459908E1,-3.916199875E1
6.566647265E1,1.622599959E0,-3.102459908E1,-3.914979935E1
6.567647265E1,1.646999955E0,-3.103679848E1,-3.914979935E1
6.568647265E1,1.646999955E0,-3.104899979E1,-3.921080017E1
6.569647265E1,1.659199953E0,-3.108559990E1,-3.919860077E1
6.570647265E1,1.646999955E0,-3.114659882E1,-3.914979935E1
6.571647265E1,1.671399951E0,-3.109779930E1,-3.913759995E1
6.572647265E1,1.720199943E0,-3.115880013E1,-3.912540054E1
6.573647265E1,1.732399940E0,-3.119540024E1,-3.913759995E1
6.574647265E1,1.732399940E0,-3.118319893E1,-3.911320114E1
6.575647265E1,1.720199943E0,-3.118319893E1,-3.911320114E1
6.576647265E1,1.720199943E0,-3.118319893E1,-3.910099792E1
6.577647265E1,1.732399940E0,-3.117099953E1,-3.913759995E1
6.578647265E1,1.695799947E0,-3.110999870E1,-3.918639755E1
6.579647265E1,1.659199953E0,-3.118319893E1,-3.927180099E1
6.580647265E1,1.646999955E0,-3.115880013E1,-3.928400040E1
6.581647265E1,1.634799957E0,-3.112220001E1,-3.928400040E1
6.582647265E1,1.634799957E0,-3.109779930E1,-3.932059860E1
6.583647265E1,1.585999966E0,-3.113439941E1,-3.928400040E1
6.584647265E1,1.561599970E0,-3.115880013E1,-3.933279800E1
6.585647265E1,1.512799978E0,-3.114659882E1,-3.929619980E1
6.586647265E1,1.573799968E0,-3.119540024E1,-3.929619980E1
6.587647265E1,1.573799968E0,-3.114659882E1,-3.918639755E1
6.588647265E1,1.573799968E0,-3.115880013E1,-3.917419815E1
6.589647265E1,1.622599959E0,-3.110999870E1,-3.914979935E1
6.590647265E1,1.634799957E0,-3.109779930E1,-3.913759995E1
6.591647265E1,1.683599949E0,-3.103679848E1,-3.913759995E1
6.592647265E1,1.671399951E0,-3.103679848E1,-3.907659912E1
6.593647265E1,1.695799947E0,-3.106119919E1,-3.910099792E1
6.594647265E1,1.671399951E0,-3.102459908E1,-3.910099792E1
6.595647265E1,1.659199953E0,-3.104899979E1,-3.916199875E1
6.596647265E1,1.634799957E0,-3.103679848E1,-3.918639755E1
6.597647265E1,1.585999966E0,-3.109779930E1,-3.923519897E1
6.598647265E1,1.573799968E0,-3.113439941E1,-3.923519897E1
6.599647265E1,1.573799968E0,-3.117099953E1,-3.930839920E1
6.600647265E1,1.610399961E0,-3.117099953E1,-3.929619980E1
6.601647265E1,1.622599959E0,-3.115880013E1,-3.925959778E1
6.602647265E1,1.598199964E0,-3.115880013E1,-3.927180099E1
6.603647265E1,1.622599959E0,-3.114659882E1,-3.929619980E1
6.604647265E1,1.610399961E0,-3.109779930E1,-3.934499741E1
6.605647265E1,1.634799957E0,-3.110999870E1,-3.935720062E1
6.606647265E1,1.622599959E0,-3.106119919E1,-3.934499741E1
6.607647265E1,1.646999955E0,-3.101239967E1,-3.928400040E1
6.608647265E1,1.634799957E0,-3.103679848E1,-3.929619980E1
6.609647265E1,1.598199964E0,-3.103679848E1,-3.939379883E1
6.610647265E1,1.671399951E0,-3.102459908E1,-3.939379883E1
6.611647265E1,1.659199953E0,-3.104899979E1,-3.939379883E1
6.612647265E1,1.695799947E0,-3.112220001E1,-3.929619980E1
6.613647265E1,1.659199953E0,-3.107339859E1,-3.922299957E1
6.614647265E1,1.671399951E0,-3.108559990E1,-3.921080017E1
6.615647265E1,1.646999955E0,-3.108559990E1,-3.925959778E1
6.616647265E1,1.646999955E0,-3.106119919E1,-3.929619980E1
6.617647265E1,1.659199953E0,-3.104899979E1,-3.924739838E1
6.618647265E1,1.610399961E0,-3.104899979E1,-3.918639755E1
6.619647265E1,1.598199964E0,-3.098799896E1,-3.907659912E1
6.620647265E1,1.610399961E0,-3.093919945E1,-3.904000092E1
6.621647265E1,1.671399951E0,-3.100020027E1,-3.901559830E1
6.622647265E1,1.659199953E0,-3.097579956E1,-3.902779770E1
6.623647265E1,1.634799957E0,-3.097579956E1,-3.895459747E1
6.624647265E1,1.598199964E0,-3.096360016E1,-3.897900009E1
6.625647265E1,1.610399961E0,-3.096360016E1,-3.893019867E1
6.626647265E1,1.598199964E0,-3.096360016E1,-3.894239807E1
6.627647265E1,1.659199953E0,-3.098799896E1,-3.902779770E1
6.628647265E1,1.646999955E0,-3.102459908E1,-3.912540054E1
6.629647265E1,1.598199964E0,-3.102459908E1,-3.916199875E1
6.630647265E1,1.622599959E0,-3.103679848E1,-3.914979935E1
6.631647265E1,1.646999955E0,-3.106119919E1,-3.914979935E1
6.632647265E1,1.720199943E0,-3.103679848E1,-3.913759995E1
6.633647265E1,1.732399940E0,-3.103679848E1,-3.921080017E1
6.634647265E1,1.707999945E0,-3.107339859E1,-3.911320114E1
6.635647265E1,1.659199953E0,-3.114659882E1,-3.910099792E1
6.636647265E1,1.622599959E0,-3.115880013E1,-3.906439972E1
6.637647265E1,1.622599959E0,-3.113439941E1,-3.905220032E1
6.638647265E1,1.610399961E0,-3.115880013E1,-3.908879852E1
6.639647265E1,1.622599959E0,-3.115880013E1,-3.910099792E1
6.640647265E1,1.598199964E0,-3.120759964E1,-3.913759995E1
6.641647265E1,1.646999955E0,-3.124419975E1,-3.913759995E1
6.642647265E1,1.671399951E0,-3.120759964E1,-3.924739838E1
6.643647265E1,1.683599949E0,-3.114659882E1,-3.918639755E1
6.644647265E1,1.720199943E0,-3.115880013E1,-3.923519897E1
6.645647265E1,1.768999934E0,-3.120759964E1,-3.924739838E1
6.646647265E1,1.768999934E0,-3.121979904E1,-3.923519897E1
6.647647265E1,1.732399940E0,-3.125639915E1,-3.922299957E1
6.648647265E1,1.732399940E0,-3.121979904E1,-3.917419815E1
6.649647265E1,1.671399951E0,-3.123199844E1,-3.913759995E1
6.650647265E1,1.720199943E0,-3.126859856E1,-3.917419815E1
6.651647265E1,1.720199943E0,-3.129299927E1,-3.923519897E1
6.652647265E1,1.707999945E0,-3.126859856E1,-3.910099792E1
6.653647265E1,1.671399951E0,-3.125639915E1,-3.904000092E1
6.654647265E1,1.634799957E0,-3.121979904E1,-3.900339890E1
6.655647265E1,1.622599959E0,-3.115880013E1,-3.905220032E1
6.656647265E1,1.573799968E0,-3.117099953E1,-3.908879852E1
6.657647265E1,1.573799968E0,-3.113439941E1,-3.913759995E1
6.658647265E1,1.500599980E0,-3.110999870E1,-3.912540054E1
6.659647265E1,1.476199985E0,-3.112220001E1,-3.913759995E1
6.660647265E1,1.488399982E0,-3.110999870E1,-3.922299957E1
6.661647265E1,1.476199985E0,-3.104899979E1,-3.929619980E1
6.662647265E1,1.524999976E0,-3.107339859E1,-3.934499741E1
6.663647265E1,1.561599970E0,-3.110999870E1,-3.929619980E1
6.664647265E1,1.585999966E0,-3.113439941E1,-3.921080017E1
6.665647265E1,1.573799968E0,-3.115880013E1,-3.914979935E1
6.666647265E1,1.561599970E0,-3.118319893E1,-3.908879852E1
6.667647265E1,1.598199964E0,-3.114659882E1,-3.908879852E1
6.668647265E1,1.585999966E0,-3.115880013E1,-3.910099792E1
6.669647265E1,1.585999966E0,-3.120759964E1,-3.912540054E1
6.670647265E1,1.549399972E0,-3.118319893E1,-3.914979935E1
6.671647265E1,1.524999976E0,-3.118319893E1,-3.916199875E1
6.672647265E1,1.549399972E0,-3.113439941E1,-3.921080017E1
6.673647265E1,1.549399972E0,-3.114659882E1,-3.918639755E1
6.674647265E1,1.634799957E0,-3.112220001E1,-3.917419815E1
6.675647265E1,1.598199964E0,-3.117099953E1,-3.910099792E1
6.676647265E1,1.610399961E0,-3.124419975E1,-3.906439972E1
6.677647265E1,1.634799957E0,-3.124419975E1,-3.908879852E1
6.678647265E1,1.671399951E0,-3.128079987E1,-3.907659912E1
6.679647265E1,1.695799947E0,-3.130519867E1,-3.913759995E1
6.680647265E1,1.671399951E0,-3.131739998E1,-3.907659912E1
6.681647265E1,1.695799947E0,-3.129299927E1,-3.910099792E1
6.682647265E1,1.695799947E0,-3.129299927E1,-3.908879852E1
6.683647265E1,1.732399940E0,-3.125639915E1,-3.914979935E1
6.684647265E1,1.732399940E0,-3.118319893E1,-3.916199875E1
6.685647265E1,1.720199943E0,-3.113439941E1,-3.908879852E1
6.686647265E1,1.695799947E0,-3.108559990E1,-3.910099792E1
6.687647265E1,1.707999945E0,-3.106119919E1,-3.901559830E1
6.688647265E1,1.720199943E0,-3.104899979E1,-3.906439972E1
6.689647265E1,1.744599938E0,-3.106119919E1,-3.907659912E1
6.690647265E1,1.720199943E0,-3.106119919E1,-3.912540054E1
6.691647265E1,1.732399940E0,-3.103679848E1,-3.912540054E1
6.692647265E1,1.683599949E0,-3.102459908E1,-3.913759995E1
6.693647265E1,1.695799947E0,-3.106119919E1,-3.918639755E1
6.694647265E1,1.744599938E0,-3.106119919E1,-3.916199875E1
6.695647265E1,1.707999945E0,-3.107339859E1,-3.918639755E1
6.696647265E1,1.695799947E0,-3.104899979E1,-3.918639755E1
6.697647265E1,1.646999955E0,-3.103679848E1,-3.919860077E1
6.698647265E1,1.622599959E0,-3.101239967E1,-3.921080017E1
6.699647265E1,1.598199964E0,-3.102459908E1,-3.928400040E1
6.700647265E1,1.622599959E0,-3.104899979E1,-3.924739838E1
6.701647265E1,1.561599970E0,-3.109779930E1,-3.916199875E1
6.702647265E1,1.500599980E0,-3.113439941E1,-3.911320114E1
6.703647265E1,1.512799978E0,-3.113439941E1,-3.911320114E1
