# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.135793089E2,-2.269199848E0,1.787299919E1,-3.125639915E1
1.135893089E2,-2.269199848E0,1.782419968E1,-3.125639915E1
1.135993089E2,-2.305799961E0,1.773880005E1,-3.125639915E1
1.136093089E2,-2.256999969E0,1.767779922E1,-3.123199844E1
1.136193089E2,-2.220399857E0,1.766559982E1,-3.126859856E1
1.136293089E2,-2.293599844E0,1.765340042E1,-3.129299927E1
1.136393089E2,-2.281399965E0,1.764119911E1,-3.132959938E1
1.136493089E2,-2.281399965E0,1.759239960E1,-3.132959938E1
1.136593089E2,-2.232599974E0,1.764119911E1,-3.141499901E1
1.136693089E2,-2.195999861E0,1.760459900E1,-3.141499901E1
1.136793089E2,-2.195999861E0,1.760459900E1,-3.143939972E1
1.136893089E2,-2.208199978E0,1.755579948E1,-3.145159912E1
1.136993089E2,-2.220399857E0,1.754360008E1,-3.142720032E1
1.137093089E2,-2.183799982E0,1.753139877E1,-3.148819923E1
1.137193089E2,-2.220399857E0,1.754360008E1,-3.151259995E1
1.137293089E2,-2.195999861E0,1.754360008E1,-3.156139946E1
1.137393089E2,-2.208199978E0,1.751919937E1,-3.153699875E1
1.137493089E2,-2.134999990E0,1.751919937E1,-3.159799957E1
1.137593089E2,-2.073999882E0,1.751919937E1,-3.162240028E1
1.137693089E2,-2.061800003E0,1.751919937E1,-3.163459969E1
1.137793089E2,-2.049599886E0,1.749480057E1,-3.164679909E1
1.137893089E2,-2.000799894E0,1.747039986E1,-3.161019897E1
1.137993089E2,-1.939799905E0,1.743379974E1,-3.159799957E1
1.138093089E2,-1.842199922E0,1.743379974E1,-3.163459969E1
1.138193089E2,-1.793399930E0,1.742160034E1,-3.164679909E1
1.138293089E2,-1.842199922E0,1.737279892E1,-3.163459969E1
1.138393089E2,-1.817799926E0,1.736059952E1,-3.163459969E1
1.138493089E2,-1.854399920E0,1.733619881E1,-3.157359886E1
1.138593089E2,-1.854399920E0,1.733619881E1,-3.156139946E1
1.138693089E2,-1.866599917E0,1.734840012E1,-3.153699875E1
1.138793089E2,-1.854399920E0,1.736059952E1,-3.148819923E1
1.138893089E2,-1.939799905E0,1.738500023E1,-3.147599983E1
1.138993089E2,-1.964200020E0,1.734840012E1,-3.143939972E1
1.139093089E2,-1.890999913E0,1.738500023E1,-3.148819923E1
1.139193089E2,-1.878799915E0,1.739719963E1,-3.143939972E1
1.139293089E2,-1.756799936E0,1.743379974E1,-3.145159912E1
1.139393089E2,-1.707999945E0,1.744599915E1,-3.146379852E1
1.139493089E2,-1.671399951E0,1.744599915E1,-3.146379852E1
1.139593089E2,-1.659199953E0,1.742160034E1,-3.148819923E1
1.139693089E2,-1.561599970E0,1.742160034E1,-3.143939972E1
1.139793089E2,-1.512799978E0,1.744599915E1,-3.148819923E1
1.139893089E2,-1.524999976E0,1.744599915E1,-3.139060020E1
1.139993089E2,-1.451799989E0,1.744599915E1,-3.141499901E1
1.140093089E2,-1.463999987E0,1.749480057E1,-3.147599983E1
1.140193089E2,-1.378600001E0,1.748259926E1,-3.150039864E1
1.140293089E2,-1.268800020E0,1.748259926E1,-3.145159912E1
1.140393089E2,-1.183400035E0,1.750699997E1,-3.140279961E1
1.140493089E2,-1.146799922E0,1.748259926E1,-3.146379852E1
1.140593089E2,-1.085799932E0,1.745820045E1,-3.140279961E1
1.140693089E2,-9.882000089E-1,1.747039986E1,-3.142720032E1
1.140793089E2,-9.149999619E-1,1.745820045E1,-3.145159912E1
1.140893089E2,-8.661999702E-1,1.743379974E1,-3.139060020E1
1.140993089E2,-8.417999744E-1,1.743379974E1,-3.150039864E1
1.141093089E2,-7.929999828E-1,1.739719963E1,-3.158580017E1
1.141193089E2,-7.319999933E-1,1.737279892E1,-3.164679909E1
1.141293089E2,-6.222000122E-1,1.742160034E1,-3.165899849E1
1.141393089E2,-5.489999652E-1,1.744599915E1,-3.174440002E1
1.141493089E2,-5.123999715E-1,1.740939903E1,-3.176879883E1
1.141593089E2,-4.757999778E-1,1.737279892E1,-3.175659943E1
1.141693089E2,-4.025999904E-1,1.739719963E1,-3.179319954E1
1.141793089E2,-3.416000009E-1,1.739719963E1,-3.169559860E1
1.141893089E2,-3.050000072E-1,1.743379974E1,-3.170779991E1
1.141993089E2,-2.195999920E-1,1.742160034E1,-3.173219872E1
1.142093089E2,-1.829999983E-1,1.737279892E1,-3.173219872E1
1.142193089E2,-1.464000046E-1,1.734840012E1,-3.174440002E1
1.142293089E2,-3.660000116E-2,1.740939903E1,-3.179319954E1
1.142393089E2,2.439999953E-2,1.744599915E1,-3.189079857E1
1.142493089E2,8.540000021E-2,1.740939903E1,-3.195179939E1
1.142593089E2,1.219999939E-1,1.739719963E1,-3.203720093E1
1.142693089E2,2.195999920E-1,1.737279892E1,-3.202499771E1
1.142793089E2,2.439999878E-1,1.733619881E1,-3.208599854E1
1.142893089E2,3.050000072E-1,1.729960060E1,-3.211040115E1
1.142993089E2,3.659999967E-1,1.728739929E1,-3.213479996E1
1.143093089E2,3.781999946E-1,1.718980026E1,-3.214699936E1
1.143193089E2,4.147999883E-1,1.707999992E1,-3.215919876E1
1.143293089E2,4.757999778E-1,1.701899910E1,-3.219580078E1
1.143393089E2,5.001999736E-1,1.690919876E1,-3.226900101E1
1.143493089E2,5.367999673E-1,1.681159973E1,-3.237879944E1
1.143593089E2,5.978000164E-1,1.676280022E1,-3.242760086E1
1.143693089E2,5.978000164E-1,1.670179939E1,-3.250080109E1
1.143793089E2,6.466000080E-1,1.665299988E1,-3.253739929E1
1.143893089E2,6.953999996E-1,1.657979965E1,-3.259840012E1
1.143993089E2,7.929999828E-1,1.657979965E1,-3.264719772E1
1.144093089E2,8.539999723E-1,1.656760025E1,-3.268379974E1
1.144193089E2,9.149999619E-1,1.659199905E1,-3.274480057E1
1.144293089E2,9.149999619E-1,1.657979965E1,-3.275699997E1
1.144393089E2,9.027999640E-1,1.653100014E1,-3.273260117E1
1.144493089E2,9.882000089E-1,1.650659943E1,-3.275699997E1
1.144593089E2,1.122399926E0,1.643339920E1,-3.283020020E1
1.144693089E2,1.232200027E0,1.638459969E1,-3.283020020E1
1.144793089E2,1.329800010E0,1.633580017E1,-3.281800079E1
1.144893089E2,1.378600001E0,1.626259995E1,-3.289120102E1
1.144993089E2,1.476199985E0,1.618939972E1,-3.280579758E1
1.145093089E2,1.561599970E0,1.615279961E1,-3.287899780E1
1.145193089E2,1.659199953E0,1.615279961E1,-3.296440125E1
1.145293089E2,1.695799947E0,1.611619949E1,-3.301319885E1
1.145393089E2,1.634799957E0,1.609179878E1,-3.303759766E1
1.145493089E2,1.622599959E0,1.609179878E1,-3.312300110E1
1.145593089E2,1.561599970E0,1.601860046E1,-3.320840073E1
1.145693089E2,1.598199964E0,1.595759964E1,-3.320840073E1
1.145793089E2,1.634799957E0,1.590880013E1,-3.324499893E1
1.145893089E2,1.695799947E0,1.588439941E1,-3.318399811E1
1.145993089E2,1.768999934E0,1.583559990E1,-3.319619751E1
1.146093089E2,1.854399920E0,1.577460003E1,-3.322060013E1
1.146193089E2,1.964200020E0,1.571360016E1,-3.324499893E1
1.146293089E2,1.964200020E0,1.568919945E1,-3.326939774E1
1.146393089E2,2.000799894E0,1.561599922E1,-3.324499893E1
1.146493089E2,2.025199890E0,1.555499935E1,-3.331819916E1
1.146593089E2,2.000799894E0,1.548180008E1,-3.342799759E1
1.146693089E2,1.988600016E0,1.538420010E1,-3.353779984E1
1.146793089E2,1.951999903E0,1.529879951E1,-3.364759827E1
1.146893089E2,1.903199911E0,1.525000000E1,-3.372079849E1
1.146993089E2,1.854399920E0,1.522559929E1,-3.372079849E1
1.147093089E2,1.878799915E0,1.517679977E1,-3.376959991E1
1.147193089E2,1.878799915E0,1.512799931E1,-3.381839752E1
1.147293089E2,1.756799936E0,1.507919979E1,-3.380619812E1
1.147393089E2,1.732399940E0,1.507919979E1,-3.386719894E1
1.147493089E2,1.720199943E0,1.510359955E1,-3.387939835E1
1.147593089E2,1.707999945E0,1.506699944E1,-3.381839752E1
1.147693089E2,1.707999945E0,1.504259968E1,-3.376959991E1
1.147793089E2,1.720199943E0,1.505480003E1,-3.383060074E1
1.147893089E2,1.732399940E0,1.501819992E1,-3.386719894E1
1.147993089E2,1.720199943E0,1.504259968E1,-3.390380096E1
1.148093089E2,1.817799926E0,1.506699944E1,-3.389159775E1
1.148193089E2,1.805599928E0,1.511579990E1,-3.380619812E1
1.148293089E2,1.817799926E0,1.511579990E1,-3.379399872E1
1.148393089E2,1.817799926E0,1.512799931E1,-3.384280014E1
1.148493089E2,1.793399930E0,1.520119953E1,-3.389159775E1
1.148593089E2,1.805599928E0,1.522559929E1,-3.383060074E1
1.148693089E2,1.744599938E0,1.527439976E1,-3.383060074E1
1.148793089E2,1.683599949E0,1.534759998E1,-3.384280014E1
1.148893089E2,1.622599959E0,1.542079926E1,-3.389159775E1
1.148993089E2,1.622599959E0,1.542079926E1,-3.387939835E1
1.149093089E2,1.549399972E0,1.550619984E1,-3.389159775E1
1.149193089E2,1.476199985E0,1.557940006E1,-3.384280014E1
1.149293089E2,1.402999997E0,1.559159946E1,-3.380619812E1
1.149393089E2,1.354200006E0,1.559159946E1,-3.391600037E1
1.149493089E2,1.293200016E0,1.564039993E1,-3.389159775E1
1.149593089E2,1.256600022E0,1.565259933E1,-3.385499954E1
1.149693089E2,1.220000029E0,1.567700005E1,-3.384280014E1
1.149793089E2,1.195600033E0,1.575019932E1,-3.390380096E1
1.149893089E2,1.122399926E0,1.571360016E1,-3.394039917E1
1.149993089E2,1.061399937E0,1.571360016E1,-3.396479797E1
1.150093089E2,1.000399947E0,1.572579956E1,-3.400139999E1
1.150193089E2,8.905999660E-1,1.579899979E1,-3.392819977E1
1.150293089E2,8.539999723E-1,1.581120014E1,-3.394039917E1
1.150393089E2,8.173999786E-1,1.582339954E1,-3.401359940E1
1.150493089E2,7.441999912E-1,1.587220001E1,-3.406240082E1
1.150593089E2,6.466000080E-1,1.588439941E1,-3.405019760E1
1.150693089E2,6.344000101E-1,1.599419975E1,-3.408679962E1
1.150793089E2,6.588000059E-1,1.606739998E1,-3.412339783E1
1.150893089E2,6.710000038E-1,1.614060020E1,-3.409899902E1
1.150993089E2,6.710000038E-1,1.620159912E1,-3.411119843E1
1.151093089E2,6.953999996E-1,1.626259995E1,-3.409899902E1
1.151193089E2,7.319999933E-1,1.631139946E1,-3.401359940E1
1.151293089E2,7.563999891E-1,1.637240028E1,-3.396479797E1
1.151393089E2,8.295999765E-1,1.642119980E1,-3.395259857E1
1.151493089E2,8.295999765E-1,1.642119980E1,-3.389159775E1
1.151593089E2,8.173999786E-1,1.646999931E1,-3.386719894E1
1.151693089E2,8.173999786E-1,1.648220062E1,-3.395259857E1
1.151793089E2,7.929999828E-1,1.648220062E1,-3.397700119E1
1.151893089E2,7.685999870E-1,1.648220062E1,-3.398920059E1
1.151993089E2,7.563999891E-1,1.648220062E1,-3.403799820E1
1.152093089E2,7.197999954E-1,1.646999931E1,-3.402579880E1
1.152193089E2,6.588000059E-1,1.644560051E1,-3.403799820E1
1.152293089E2,5.856000185E-1,1.649440002E1,-3.411119843E1
1.152393089E2,4.757999778E-1,1.651879883E1,-3.415999985E1
1.152493089E2,4.147999883E-1,1.650659943E1,-3.408679962E1
1.152593089E2,3.659999967E-1,1.651879883E1,-3.413560104E1
1.152693089E2,2.928000093E-1,1.650659943E1,-3.413560104E1
1.152793089E2,2.195999920E-1,1.650659943E1,-3.409899902E1
1.152893089E2,1.341999918E-1,1.651879883E1,-3.408679962E1
1.152993089E2,8.540000021E-2,1.649440002E1,-3.408679962E1
1.153093089E2,9.759999812E-2,1.643339920E1,-3.403799820E1
1.153193089E2,8.540000021E-2,1.634799957E1,-3.401359940E1
1.153293089E2,8.540000021E-2,1.631139946E1,-3.408679962E1
1.153393089E2,6.099999696E-2,1.628699875E1,-3.403799820E1
1.153493089E2,4.879999906E-2,1.628699875E1,-3.403799820E1
1.153593089E2,2.439999953E-2,1.629920006E1,-3.409899902E1
1.153693089E2,2.439999953E-2,1.628699875E1,-3.418439865E1
1.153793089E2,1.219999976E-2,1.632359886E1,-3.418439865E1
1.153893089E2,-2.439999953E-2,1.631139946E1,-3.420879745E1
1.153993089E2,2.439999953E-2,1.637240028E1,-3.418439865E1
1.154093089E2,4.879999906E-2,1.639679909E1,-3.415999985E1
1.154193089E2,6.099999696E-2,1.637240028E1,-3.417219925E1
1.154293089E2,8.540000021E-2,1.639679909E1,-3.423320007E1
1.154393089E2,1.219999939E-1,1.636019897E1,-3.423320007E1
1.154493089E2,1.829999983E-1,1.634799957E1,-3.423320007E1
1.154593089E2,1.829999983E-1,1.628699875E1,-3.425759888E1
1.154693089E2,2.317999899E-1,1.626259995E1,-3.423320007E1
1.154793089E2,2.073999941E-1,1.618939972E1,-3.423320007E1
1.154893089E2,1.464000046E-1,1.612839890E1,-3.422100067E1
1.154993089E2,1.341999918E-1,1.609179878E1,-3.428199768E1
1.155093089E2,1.219999939E-1,1.599419975E1,-3.423320007E1
1.155193089E2,1.097999960E-1,1.592099953E1,-3.431859970E1
1.155293089E2,1.097999960E-1,1.587220001E1,-3.433079910E1
1.155393089E2,1.586000025E-1,1.581120014E1,-3.433079910E1
1.155493089E2,1.219999939E-1,1.575019932E1,-3.442839813E1
1.155593089E2,1.586000025E-1,1.573799992E1,-3.450159836E1
1.155693089E2,2.317999899E-1,1.570139980E1,-3.452600098E1
1.155793089E2,3.172000051E-1,1.567700005E1,-3.448939896E1
1.155893089E2,3.659999967E-1,1.568919945E1,-3.452600098E1
1.155993089E2,3.537999988E-1,1.573799992E1,-3.446500015E1
1.156093089E2,3.659999967E-1,1.568919945E1,-3.441619873E1
1.156193089E2,3.659999967E-1,1.568919945E1,-3.444059753E1
1.156293089E2,3.903999925E-1,1.566479969E1,-3.440399933E1
1.156393089E2,3.659999967E-1,1.561599922E1,-3.441619873E1
1.156493089E2,3.537999988E-1,1.561599922E1,-3.441619873E1
1.156593089E2,2.928000093E-1,1.559159946E1,-3.442839813E1
1.156693089E2,2.561999857E-1,1.555499935E1,-3.446500015E1
1.156793089E2,2.561999857E-1,1.546959972E1,-3.450159836E1
1.156893089E2,3.050000072E-1,1.543299961E1,-3.453820038E1
1.156993089E2,2.928000093E-1,1.545739937E1,-3.458699799E1
1.157093089E2,3.050000072E-1,1.545739937E1,-3.456259918E1
1.157193089E2,3.659999967E-1,1.546959972E1,-3.455039978E1
1.157293089E2,3.781999946E-1,1.546959972E1,-3.458699799E1
1.157393089E2,4.391999841E-1,1.551839924E1,-3.462360001E1
1.157493089E2,4.757999778E-1,1.551839924E1,-3.459920120E1
1.157593089E2,5.489999652E-1,1.550619984E1,-3.457479858E1
1.157693089E2,5.367999673E-1,1.555499935E1,-3.461140060E1
1.157793089E2,5.733999610E-1,1.551839924E1,-3.458699799E1
1.157893089E2,5.489999652E-1,1.554279995E1,-3.458699799E1
1.157993089E2,5.245999694E-1,1.556719971E1,-3.455039978E1
1.158093089E2,5.001999736E-1,1.554279995E1,-3.455039978E1
1.158193089E2,4.879999757E-1,1.548180008E1,-3.456259918E1
1.158293089E2,4.879999757E-1,1.548180008E1,-3.461140060E1
1.158393089E2,4.513999820E-1,1.551839924E1,-3.459920120E1
1.158493089E2,4.147999883E-1,1.549399948E1,-3.457479858E1
1.158593089E2,3.903999925E-1,1.549399948E1,-3.450159836E1
1.158693089E2,4.269999862E-1,1.546959972E1,-3.448939896E1
1.158793089E2,4.147999883E-1,1.542079926E1,-3.450159836E1
1.158893089E2,4.025999904E-1,1.539639950E1,-3.441619873E1
1.158993089E2,3.659999967E-1,1.542079926E1,-3.442839813E1
1.159093089E2,4.025999904E-1,1.542079926E1,-3.440399933E1
1.159193089E2,4.269999862E-1,1.543299961E1,-3.441619873E1
1.159293089E2,4.147999883E-1,1.540859985E1,-3.442839813E1
1.159393089E2,4.025999904E-1,1.539639950E1,-3.450159836E1
1.159493089E2,4.025999904E-1,1.539639950E1,-3.452600098E1
1.159593089E2,3.903999925E-1,1.540859985E1,-3.451379776E1
1.159693089E2,4.147999883E-1,1.544519997E1,-3.463579941E1
1.159793089E2,4.147999883E-1,1.543299961E1,-3.458699799E1
1.159893089E2,3.781999946E-1,1.539639950E1,-3.457479858E1
1.159993089E2,3.903999925E-1,1.539639950E1,-3.451379776E1
1.160093089E2,4.513999820E-1,1.543299961E1,-3.452600098E1
1.160193089E2,4.391999841E-1,1.546959972E1,-3.446500015E1
1.160293089E2,4.513999820E-1,1.553059959E1,-3.444059753E1
1.160393089E2,4.635999799E-1,1.560379982E1,-3.448939896E1
1.160493089E2,5.001999736E-1,1.565259933E1,-3.442839813E1
1.160593089E2,4.879999757E-1,1.568919945E1,-3.445280075E1
1.160693089E2,5.001999736E-1,1.572579956E1,-3.440399933E1
1.160793089E2,5.245999694E-1,1.578679943E1,-3.452600098E1
1.160893089E2,5.367999673E-1,1.581120014E1,-3.441619873E1
1.160993089E2,5.611999631E-1,1.583559990E1,-3.440399933E1
1.161093089E2,5.856000185E-1,1.584779930E1,-3.441619873E1
1.161193089E2,5.856000185E-1,1.582339954E1,-3.431859970E1
1.161293089E2,5.978000164E-1,1.582339954E1,-3.436740112E1
1.161393089E2,6.344000101E-1,1.588439941E1,-3.435519791E1
1.161493089E2,6.710000038E-1,1.590880013E1,-3.435519791E1
1.161593089E2,6.466000080E-1,1.585999966E1,-3.429420090E1
1.161693089E2,6.344000101E-1,1.589659977E1,-3.440399933E1
1.161793089E2,6.710000038E-1,1.590880013E1,-3.447719955E1
1.161893089E2,7.075999975E-1,1.588439941E1,-3.441619873E1
1.161993089E2,7.685999870E-1,1.592099953E1,-3.447719955E1
1.162093089E2,7.807999849E-1,1.594539928E1,-3.437960052E1
1.162193089E2,8.417999744E-1,1.595759964E1,-3.426979828E1
1.162293089E2,8.783999681E-1,1.595759964E1,-3.434299850E1
1.162393089E2,8.539999723E-1,1.603079987E1,-3.433079910E1
1.162493089E2,7.929999828E-1,1.603079987E1,-3.430640030E1
1.162593089E2,7.929999828E-1,1.601860046E1,-3.431859970E1
1.162693089E2,6.953999996E-1,1.605520058E1,-3.439179993E1
1.162793089E2,6.100000143E-1,1.604299927E1,-3.441619873E1
1.162893089E2,5.611999631E-1,1.599419975E1,-3.445280075E1
1.162993089E2,5.123999715E-1,1.596980000E1,-3.450159836E1
1.163093089E2,4.147999883E-1,1.594539928E1,-3.439179993E1
1.163193089E2,3.659999967E-1,1.594539928E1,-3.436740112E1
1.163293089E2,3.903999925E-1,1.598199940E1,-3.435519791E1
1.163393089E2,3.659999967E-1,1.595759964E1,-3.426979828E1
1.163493089E2,4.147999883E-1,1.596980000E1,-3.418439865E1
1.163593089E2,4.269999862E-1,1.600639915E1,-3.413560104E1
1.163693089E2,3.903999925E-1,1.606739998E1,-3.411119843E1
1.163793089E2,3.416000009E-1,1.607959938E1,-3.414780045E1
1.163893089E2,3.537999988E-1,1.611619949E1,-3.422100067E1
1.163993089E2,3.781999946E-1,1.612839890E1,-3.423320007E1
1.164093089E2,3.294000030E-1,1.610400009E1,-3.415999985E1
1.164193089E2,2.805999815E-1,1.616499901E1,-3.415999985E1
1.164293089E2,2.439999878E-1,1.617720032E1,-3.419659805E1
1.164393089E2,2.439999878E-1,1.615279961E1,-3.415999985E1
1.164493089E2,2.195999920E-1,1.614060020E1,-3.415999985E1
1.164593089E2,1.951999962E-1,1.615279961E1,-3.419659805E1
1.164693089E2,1.708000004E-1,1.615279961E1,-3.415999985E1
1.164793089E2,1.219999939E-1,1.610400009E1,-3.414780045E1
1.164893089E2,1.097999960E-1,1.607959938E1,-3.422100067E1
1.164993089E2,8.540000021E-2,1.604299927E1,-3.419659805E1
1.165093089E2,9.759999812E-2,1.609179878E1,-3.423320007E1
1.165193089E2,2.439999953E-2,1.610400009E1,-3.429420090E1
1.165293089E2,2.439999953E-2,1.610400009E1,-3.431859970E1
1.165393089E2,4.879999906E-2,1.605520058E1,-3.425759888E1
1.165493089E2,-2.439999953E-2,1.603079987E1,-3.419659805E1
1.165593089E2,-2.439999953E-2,1.606739998E1,-3.419659805E1
1.165693089E2,2.439999953E-2,1.607959938E1,-3.418439865E1
1.165793089E2,1.219999976E-2,1.601860046E1,-3.423320007E1
1.165893089E2,-4.879999906E-2,1.598199940E1,-3.423320007E1
1.165993089E2,-9.759999812E-2,1.590880013E1,-3.423320007E1
1.166093089E2,-1.097999960E-1,1.582339954E1,-3.419659805E1
1.166193089E2,-1.341999918E-1,1.583559990E1,-3.420879745E1
1.166293089E2,-7.320000231E-2,1.584779930E1,-3.428199768E1
1.166393089E2,-9.759999812E-2,1.583559990E1,-3.425759888E1
1.166493089E2,-1.708000004E-1,1.581120014E1,-3.425759888E1
1.166593089E2,-1.219999939E-1,1.589659977E1,-3.425759888E1
1.166693089E2,-1.341999918E-1,1.587220001E1,-3.425759888E1
1.166793089E2,-8.540000021E-2,1.593319988E1,-3.419659805E1
1.166893089E2,-1.097999960E-1,1.600639915E1,-3.423320007E1
1.166993089E2,-1.219999939E-1,1.601860046E1,-3.418439865E1
1.167093089E2,-1.829999983E-1,1.603079987E1,-3.420879745E1
1.167193089E2,-1.829999983E-1,1.605520058E1,-3.418439865E1
1.167293089E2,-1.829999983E-1,1.603079987E1,-3.425759888E1
1.167393089E2,-2.195999920E-1,1.601860046E1,-3.418439865E1
1.167493089E2,-2.317999899E-1,1.605520058E1,-3.414780045E1
1.167593089E2,-2.561999857E-1,1.598199940E1,-3.420879745E1
1.167693089E2,-2.317999899E-1,1.598199940E1,-3.426979828E1
1.167793089E2,-2.195999920E-1,1.600639915E1,-3.435519791E1
1.167893089E2,-2.317999899E-1,1.600639915E1,-3.436740112E1
1.167993089E2,-2.195999920E-1,1.596980000E1,-3.439179993E1
1.168093089E2,-2.439999878E-1,1.596980000E1,-3.434299850E1
1.168193089E2,-2.439999878E-1,1.594539928E1,-3.437960052E1
1.168293089E2,-2.683999836E-1,1.596980000E1,-3.444059753E1
1.168393089E2,-2.317999899E-1,1.605520058E1,-3.442839813E1
1.168493089E2,-2.439999878E-1,1.607959938E1,-3.440399933E1
1.168593089E2,-2.928000093E-1,1.606739998E1,-3.434299850E1
1.168693089E2,-2.928000093E-1,1.606739998E1,-3.435519791E1
1.168793089E2,-3.294000030E-1,1.606739998E1,-3.442839813E1
1.168893089E2,-3.416000009E-1,1.606739998E1,-3.441619873E1
1.168993089E2,-3.781999946E-1,1.607959938E1,-3.440399933E1
1.169093089E2,-3.781999946E-1,1.604299927E1,-3.435519791E1
1.169193089E2,-3.903999925E-1,1.600639915E1,-3.436740112E1
1.169293089E2,-3.659999967E-1,1.594539928E1,-3.426979828E1
1.169393089E2,-2.928000093E-1,1.592099953E1,-3.431859970E1
1.169493089E2,-2.928000093E-1,1.590880013E1,-3.425759888E1
1.169593089E2,-2.928000093E-1,1.592099953E1,-3.422100067E1
1.169693089E2,-2.683999836E-1,1.590880013E1,-3.422100067E1
1.169793089E2,-2.683999836E-1,1.587220001E1,-3.424539948E1
1.169893089E2,-2.073999941E-1,1.588439941E1,-3.424539948E1
1.169993089E2,-2.317999899E-1,1.587220001E1,-3.428199768E1
1.170093089E2,-2.439999878E-1,1.593319988E1,-3.439179993E1
1.170193089E2,-2.805999815E-1,1.593319988E1,-3.435519791E1
1.170293089E2,-2.561999857E-1,1.589659977E1,-3.435519791E1
1.170393089E2,-2.561999857E-1,1.590880013E1,-3.442839813E1
1.170493089E2,-2.561999857E-1,1.590880013E1,-3.440399933E1
1.170593089E2,-2.317999899E-1,1.592099953E1,-3.439179993E1
1.170693089E2,-2.683999836E-1,1.585999966E1,-3.446500015E1
1.170793089E2,-2.439999878E-1,1.579899979E1,-3.439179993E1
1.170893089E2,-2.805999815E-1,1.578679943E1,-3.435519791E1
1.170993089E2,-2.928000093E-1,1.577460003E1,-3.446500015E1
1.171093089E2,-3.050000072E-1,1.575019932E1,-3.453820038E1
1.171193089E2,-2.683999836E-1,1.572579956E1,-3.447719955E1
1.171293089E2,-2.683999836E-1,1.570139980E1,-3.459920120E1
1.171393089E2,-2.561999857E-1,1.570139980E1,-3.463579941E1
1.171493089E2,-2.073999941E-1,1.570139980E1,-3.456259918E1
1.171593089E2,-1.829999983E-1,1.575019932E1,-3.453820038E1
1.171693089E2,-1.708000004E-1,1.572579956E1,-3.452600098E1
1.171793089E2,-1.708000004E-1,1.572579956E1,-3.444059753E1
1.171893089E2,-1.586000025E-1,1.571360016E1,-3.445280075E1
1.171993089E2,-1.219999939E-1,1.570139980E1,-3.445280075E1
1.172093089E2,-9.759999812E-2,1.573799992E1,-3.434299850E1
1.172193089E2,-1.219999939E-1,1.572579956E1,-3.429420090E1
1.172293089E2,-1.708000004E-1,1.571360016E1,-3.433079910E1
1.172393089E2,-1.829999983E-1,1.571360016E1,-3.440399933E1
1.172493089E2,-1.708000004E-1,1.570139980E1,-3.436740112E1
1.172593089E2,-1.464000046E-1,1.567700005E1,-3.435519791E1
1.172693089E2,-1.708000004E-1,1.572579956E1,-3.430640030E1
1.172793089E2,-1.829999983E-1,1.572579956E1,-3.426979828E1
1.172893089E2,-2.195999920E-1,1.571360016E1,-3.425759888E1
1.172993089E2,-2.439999878E-1,1.571360016E1,-3.434299850E1
1.173093089E2,-2.439999878E-1,1.571360016E1,-3.434299850E1
1.173193089E2,-2.317999899E-1,1.571360016E1,-3.425759888E1
1.173293089E2,-1.708000004E-1,1.575019932E1,-3.433079910E1
1.173393089E2,-1.708000004E-1,1.579899979E1,-3.434299850E1
1.173493089E2,-1.341999918E-1,1.578679943E1,-3.436740112E1
1.173593089E2,-8.540000021E-2,1.579899979E1,-3.444059753E1
1.173693089E2,-2.439999953E-2,1.582339954E1,-3.452600098E1
1.173793089E2,4.879999906E-2,1.581120014E1,-3.451379776E1
1.173893089E2,1.097999960E-1,1.582339954E1,-3.448939896E1
1.173993089E2,1.464000046E-1,1.583559990E1,-3.459920120E1
1.174093089E2,1.219999939E-1,1.582339954E1,-3.457479858E1
1.174193089E2,1.464000046E-1,1.578679943E1,-3.455039978E1
1.174293089E2,1.586000025E-1,1.579899979E1,-3.451379776E1
1.174393089E2,1.464000046E-1,1.578679943E1,-3.441619873E1
1.174493089E2,1.341999918E-1,1.576239967E1,-3.437960052E1
1.174593089E2,1.219999939E-1,1.578679943E1,-3.434299850E1
1.174693089E2,1.097999960E-1,1.578679943E1,-3.435519791E1
1.174793089E2,4.879999906E-2,1.576239967E1,-3.428199768E1
1.174893089E2,7.320000231E-2,1.573799992E1,-3.433079910E1
1.174993089E2,9.759999812E-2,1.575019932E1,-3.441619873E1
1.175093089E2,1.097999960E-1,1.572579956E1,-3.439179993E1
1.175193089E2,7.320000231E-2,1.571360016E1,-3.446500015E1
1.175293089E2,8.540000021E-2,1.573799992E1,-3.444059753E1
1.175393089E2,1.464000046E-1,1.575019932E1,-3.452600098E1
1.175493089E2,1.219999939E-1,1.575019932E1,-3.455039978E1
1.175593089E2,1.464000046E-1,1.572579956E1,-3.456259918E1
1.175693089E2,1.586000025E-1,1.571360016E1,-3.451379776E1
1.175793089E2,1.219999939E-1,1.572579956E1,-3.441619873E1
1.175893089E2,1.708000004E-1,1.573799992E1,-3.453820038E1
1.175993089E2,1.951999962E-1,1.576239967E1,-3.447719955E1
1.176093089E2,1.829999983E-1,1.572579956E1,-3.445280075E1
1.176193089E2,1.219999939E-1,1.571360016E1,-3.436740112E1
1.176293089E2,1.464000046E-1,1.575019932E1,-3.429420090E1
1.176393089E2,1.829999983E-1,1.578679943E1,-3.425759888E1
