# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.083515531E0,6.758800030E0,1.931259918E1,-2.736459923E1,3.416839411E1
9.093515531E0,6.819799900E0,1.936139870E1,-2.732799911E1,3.417883798E1
9.103515531E0,6.746599674E0,1.933699989E1,-2.724259949E1,3.408218595E1
9.113515531E0,6.770999908E0,1.936139870E1,-2.734020042E1,3.417889347E1
9.123515531E0,6.746599674E0,1.939799881E1,-2.741339874E1,3.425337057E1
9.133515531E0,6.746599674E0,1.942239952E1,-2.737679863E1,3.423792216E1
9.143515531E0,6.722199917E0,1.950779915E1,-2.743779945E1,3.433038069E1
9.153515531E0,6.746599674E0,1.955660057E1,-2.743779945E1,3.436291710E1
9.163515531E0,6.734399796E0,1.959319878E1,-2.742560005E1,3.437163245E1
9.173515531E0,6.758800030E0,1.962979889E1,-2.740119934E1,3.437784327E1
9.183515531E0,6.831999779E0,1.967860031E1,-2.746220016E1,3.446876802E1
9.193515531E0,6.770999908E0,1.972739983E1,-2.742560005E1,3.445548261E1
9.203515531E0,6.734399796E0,1.970299911E1,-2.736459923E1,3.438577621E1
9.213515531E0,6.685599804E0,1.969079971E1,-2.736459923E1,3.436926140E1
9.223515531E0,6.624599934E0,1.966639900E1,-2.734020042E1,3.432403142E1
9.233515531E0,6.539199829E0,1.960540009E1,-2.735239983E1,3.428245358E1
9.243515531E0,6.539199829E0,1.959319878E1,-2.730360031E1,3.423654718E1
9.253515531E0,6.490399837E0,1.958099937E1,-2.735239983E1,3.425922654E1
9.263515531E0,6.441599846E0,1.958099937E1,-2.732799911E1,3.423053141E1
9.273515531E0,6.502599716E0,1.960540009E1,-2.732799911E1,3.425602212E1
9.283515531E0,6.514800072E0,1.967860031E1,-2.732799911E1,3.430028376E1
9.293515531E0,6.526999950E0,1.972739983E1,-2.731579971E1,3.432091121E1
9.303515531E0,6.575799942E0,1.976399994E1,-2.725479889E1,3.430278270E1
9.313515531E0,6.648999691E0,1.975180054E1,-2.724259949E1,3.430017563E1
9.323515531E0,6.648999691E0,1.976399994E1,-2.725479889E1,3.431689020E1
9.333515531E0,6.636799812E0,1.977619934E1,-2.724259949E1,3.431186965E1
9.343515531E0,6.636799812E0,1.978839874E1,-2.719379997E1,3.428017785E1
9.353515531E0,6.624599934E0,1.973959923E1,-2.715719986E1,3.422061668E1
9.363515531E0,6.600199699E0,1.969079971E1,-2.713279915E1,3.416839211E1
9.373515531E0,6.600199699E0,1.964200020E1,-2.712059975E1,3.413059827E1
9.383515531E0,6.587999821E0,1.969079971E1,-2.710840034E1,3.414666461E1
9.393515531E0,6.563600063E0,1.976399994E1,-2.704739952E1,3.413588083E1
9.403515531E0,6.539199829E0,1.980060005E1,-2.702299881E1,3.413308309E1
9.413515531E0,6.551399708E0,1.980060005E1,-2.692539978E1,3.405821125E1
9.423515531E0,6.539199829E0,1.978839874E1,-2.690099907E1,3.402948148E1
9.433515531E0,6.539199829E0,1.984939957E1,-2.686439896E1,3.403609450E1
9.443515531E0,6.551399708E0,1.991040039E1,-2.682779884E1,3.404520043E1
9.453515531E0,6.551399708E0,1.992259979E1,-2.682779884E1,3.405233636E1
9.463515531E0,6.539199829E0,1.987380028E1,-2.676679993E1,3.397338149E1
9.473515531E0,6.526999950E0,1.987380028E1,-2.674239922E1,3.395181264E1
9.483515531E0,6.526999950E0,1.988599968E1,-2.665699959E1,3.389174440E1
9.493515531E0,6.490399837E0,1.993479919E1,-2.663259888E1,3.389420056E1
9.503515531E0,6.490399837E0,1.995919991E1,-2.658379936E1,3.387024268E1
9.513515531E0,6.441599846E0,1.998359871E1,-2.644960022E1,3.377010183E1
9.523515531E0,6.417200089E0,1.999580002E1,-2.638859940E1,3.372492629E1
9.533515531E0,6.417200089E0,2.005679893E1,-2.624219894E1,3.364682223E1
9.543515531E0,6.429399967E0,2.006900024E1,-2.621780014E1,3.363740476E1
9.553515531E0,6.392799854E0,2.008119965E1,-2.622999954E1,3.364721898E1
9.563515531E0,6.392799854E0,2.008119965E1,-2.624219894E1,3.365673000E1
9.573515531E0,6.356199741E0,2.005679893E1,-2.618120003E1,3.358767175E1
9.583515531E0,6.319600105E0,2.002019882E1,-2.616899872E1,3.354939940E1
9.593515531E0,6.331799984E0,1.994700050E1,-2.620559883E1,3.353666546E1
9.603515531E0,6.331799984E0,1.992259979E1,-2.620559883E1,3.352215810E1
9.613515531E0,6.270800114E0,1.987380028E1,-2.622999954E1,3.350080219E1
9.623515531E0,6.246399879E0,1.983720016E1,-2.622999954E1,3.347454104E1
9.633515531E0,6.221999645E0,1.977619934E1,-2.620559883E1,3.341473852E1
9.643515531E0,6.136600018E0,1.971520042E1,-2.615679932E1,3.332454258E1
9.653515531E0,6.112199783E0,1.969079971E1,-2.618120003E1,3.332479279E1
9.663515531E0,6.087800026E0,1.977619934E1,-2.613239861E1,3.333259105E1
9.673515531E0,6.026799679E0,1.976399994E1,-2.616899872E1,3.334298280E1
9.683515531E0,5.941400051E0,1.976399994E1,-2.615679932E1,3.331807435E1
9.693515531E0,5.916999817E0,1.980060005E1,-2.622999954E1,3.339292628E1
9.703515531E0,5.880399704E0,1.980060005E1,-2.627879906E1,3.342481328E1
9.713515531E0,5.880399704E0,1.981279945E1,-2.629100037E1,3.344163308E1
9.723515531E0,5.855999947E0,1.981279945E1,-2.636419868E1,3.349493588E1
9.733515531E0,5.807199955E0,1.978839874E1,-2.640079880E1,3.350084287E1
9.743515531E0,5.770599842E0,1.972739983E1,-2.640079880E1,3.345851616E1
9.753515531E0,5.746200085E0,1.976399994E1,-2.637639999E1,3.345667326E1
9.763515531E0,5.782799721E0,1.977619934E1,-2.636419868E1,3.346057090E1
9.773515531E0,5.758399963E0,1.976399994E1,-2.629100037E1,3.339148939E1
9.783515531E0,5.746200085E0,1.976399994E1,-2.622999954E1,3.334137647E1
9.793515531E0,5.721799850E0,1.976399994E1,-2.625440025E1,3.335638199E1
9.803515531E0,5.758399963E0,1.982499886E1,-2.624219894E1,3.338926108E1
9.813515531E0,5.795000076E0,1.984939957E1,-2.625440025E1,3.341966819E1
9.823515531E0,5.807199955E0,1.986159897E1,-2.627879906E1,3.344819823E1
9.833515531E0,5.831599712E0,1.987380028E1,-2.629100037E1,3.346927237E1
9.843515531E0,5.819399834E0,1.983720016E1,-2.631539917E1,3.346461054E1
9.853515531E0,5.795000076E0,1.986159897E1,-2.637639999E1,3.352282232E1
9.863515531E0,5.770599842E0,1.984939957E1,-2.647399902E1,3.358825851E1
9.873515531E0,5.733999729E0,1.988599968E1,-2.642519951E1,3.356520379E1
9.883515531E0,5.733999729E0,1.988599968E1,-2.637639999E1,3.352679843E1
9.893515531E0,5.721799850E0,1.991040039E1,-2.636419868E1,3.352959901E1
9.903515531E0,5.685199738E0,1.989819908E1,-2.636419868E1,3.351612739E1
9.913515531E0,5.648600101E0,1.989819908E1,-2.633979988E1,3.349074600E1
9.923515531E0,5.709599972E0,1.998359871E1,-2.637639999E1,3.358062277E1
9.933515531E0,5.770599842E0,1.999580002E1,-2.633979988E1,3.356958294E1
9.943515531E0,5.770599842E0,2.003240013E1,-2.626659966E1,3.353402951E1
9.953515531E0,5.831599712E0,2.004459953E1,-2.632759857E1,3.359964244E1
9.963515531E0,5.831599712E0,2.006900024E1,-2.636419868E1,3.364287886E1
9.973515531E0,5.831599712E0,2.003240013E1,-2.638859940E1,3.364019602E1
9.983515531E0,5.880399704E0,2.006900024E1,-2.638859940E1,3.367049227E1
9.993515531E0,5.904799938E0,2.009339905E1,-2.646179962E1,3.374667668E1
1.000351553E1,5.819399834E0,2.006900024E1,-2.641300011E1,3.367902552E1
1.001351553E1,5.795000076E0,2.006900024E1,-2.638859940E1,3.365568265E1
1.002351553E1,5.819399834E0,2.008119965E1,-2.649839973E1,3.375329883E1
1.003351553E1,5.795000076E0,2.005679893E1,-2.649839973E1,3.373458756E1
1.004351553E1,5.782799721E0,2.002019882E1,-2.649839973E1,3.371074490E1
1.005351553E1,5.831599712E0,2.005679893E1,-2.648620033E1,3.373131404E1
1.006351553E1,5.795000076E0,2.002019882E1,-2.654719925E1,3.375120997E1
1.007351553E1,5.807199955E0,1.997139931E1,-2.654719925E1,3.372438509E1
1.008351553E1,5.868199825E0,1.998359871E1,-2.659599876E1,3.378057336E1
1.009351553E1,5.868199825E0,1.998359871E1,-2.659599876E1,3.378057336E1
1.010351553E1,5.843800068E0,1.995919991E1,-2.658379936E1,3.375230435E1
1.011351553E1,5.831599712E0,1.994700050E1,-2.663259888E1,3.378144028E1
1.012351553E1,5.819399834E0,1.993479919E1,-2.668140030E1,3.381063080E1
1.013351553E1,5.770599842E0,1.991040039E1,-2.669359970E1,3.379751664E1
1.014351553E1,5.746200085E0,1.989819908E1,-2.675459862E1,3.383438620E1
1.015351553E1,5.733999729E0,1.993479919E1,-2.682779884E1,3.391173488E1
1.016351553E1,5.721799850E0,1.988599968E1,-2.690099907E1,3.393900010E1
1.017351553E1,5.733999729E0,1.981279945E1,-2.698639870E1,3.396603435E1
1.018351553E1,5.697400093E0,1.980060005E1,-2.702299881E1,3.398185685E1
1.019351553E1,5.721799850E0,1.973959923E1,-2.705959892E1,3.397959189E1
1.020351553E1,5.709599972E0,1.970299911E1,-2.703520012E1,3.393684946E1
1.021351553E1,5.697400093E0,1.967860031E1,-2.710840034E1,3.397900892E1
1.022351553E1,5.721799850E0,1.970299911E1,-2.704739952E1,3.394862278E1
1.023351553E1,5.672999859E0,1.964200020E1,-2.701079941E1,3.387586728E1
1.024351553E1,5.660799980E0,1.966639900E1,-2.702299881E1,3.389770451E1
1.025351553E1,5.660799980E0,1.971520042E1,-2.708399963E1,3.397464967E1
1.026351553E1,5.660799980E0,1.973959923E1,-2.701079941E1,3.393051309E1
1.027351553E1,5.648600101E0,1.980060005E1,-2.702299881E1,3.397370910E1
1.028351553E1,5.660799980E0,1.980060005E1,-2.708399963E1,3.402427744E1
1.029351553E1,5.648600101E0,1.986159897E1,-2.710840034E1,3.407719422E1
1.030351553E1,5.685199738E0,1.986159897E1,-2.720599937E1,3.416095742E1
1.031351553E1,5.782799721E0,1.988599968E1,-2.724259949E1,3.422065141E1
1.032351553E1,5.770599842E0,1.988599968E1,-2.719379997E1,3.417975370E1
1.033351553E1,5.758399963E0,1.984939957E1,-2.719379997E1,3.415641360E1
1.034351553E1,5.770599842E0,1.980060005E1,-2.725479889E1,3.417876018E1
1.035351553E1,5.807199955E0,1.981279945E1,-2.730360031E1,3.423093898E1
1.036351553E1,5.843800068E0,1.982499886E1,-2.732799911E1,3.426368507E1
1.037351553E1,5.904799938E0,1.972739983E1,-2.730360031E1,3.419829756E1
1.038351553E1,5.953599930E0,1.965419960E1,-2.726700020E1,3.413535138E1
1.039351553E1,5.904799938E0,1.960540009E1,-2.726700020E1,3.409879286E1
1.040351553E1,5.892600060E0,1.955660057E1,-2.732799911E1,3.411748667E1
1.041351553E1,5.855999947E0,1.953219986E1,-2.734020042E1,3.410698060E1
1.042351553E1,5.916999817E0,1.953219986E1,-2.732799911E1,3.410773012E1
1.043351553E1,5.916999817E0,1.948340034E1,-2.727919960E1,3.404068899E1
1.044351553E1,5.953599930E0,1.947119904E1,-2.721819878E1,3.399122370E1
1.045351553E1,5.990200043E0,1.952000046E1,-2.726700020E1,3.406467693E1
1.046351553E1,5.916999817E0,1.952000046E1,-2.729139900E1,3.407142152E1
1.047351553E1,5.880399704E0,1.953219986E1,-2.727919960E1,3.406230560E1
1.048351553E1,5.892600060E0,1.959319878E1,-2.726700020E1,3.408966814E1
1.049351553E1,5.868199825E0,1.958099937E1,-2.725479889E1,3.406868604E1
1.050351553E1,5.843800068E0,1.958099937E1,-2.727919960E1,3.408401776E1
1.051351553E1,5.807199955E0,1.954439926E1,-2.729139900E1,3.406651689E1
1.052351553E1,5.685199738E0,1.955660057E1,-2.734020042E1,3.409206185E1
1.053351553E1,5.551000118E0,1.954439926E1,-2.731579971E1,3.404335557E1
1.054351553E1,5.526599884E0,1.959319878E1,-2.732799911E1,3.407721057E1
1.055351553E1,5.538799763E0,1.956879997E1,-2.741339874E1,3.413371743E1
1.056351553E1,5.526599884E0,1.953219986E1,-2.744999886E1,3.414019002E1
1.057351553E1,5.551000118E0,1.954439926E1,-2.748659897E1,3.418055394E1
1.058351553E1,5.514400005E0,1.952000046E1,-2.748659897E1,3.416068132E1
1.059351553E1,5.489999771E0,1.953219986E1,-2.744999886E1,3.413428432E1
1.060351553E1,5.538799763E0,1.955660057E1,-2.748659897E1,3.418555326E1
1.061351553E1,5.587599754E0,1.952000046E1,-2.752319908E1,3.420202007E1
1.062351553E1,5.551000118E0,1.950779915E1,-2.755979919E1,3.421856750E1
1.063351553E1,5.538799763E0,1.958099937E1,-2.753540039E1,3.423875164E1
1.064351553E1,5.526599884E0,1.950779915E1,-2.753540039E1,3.419496759E1
1.065351553E1,5.575399876E0,1.949559975E1,-2.752319908E1,3.418610801E1
1.066351553E1,5.563199997E0,1.948340034E1,-2.753540039E1,3.418699106E1
1.067351553E1,5.563199997E0,1.952000046E1,-2.757199860E1,3.423732932E1
1.068351553E1,5.563199997E0,1.945899963E1,-2.748659897E1,3.413378068E1
1.069351553E1,5.538799763E0,1.949559975E1,-2.751099968E1,3.417033532E1
1.070351553E1,5.575399876E0,1.952000046E1,-2.743779945E1,3.413133957E1
1.071351553E1,5.514400005E0,1.944680023E1,-2.738899994E1,3.404032850E1
1.072351553E1,5.551000118E0,1.952000046E1,-2.740119934E1,3.409794342E1
1.073351553E1,5.489999771E0,1.955660057E1,-2.732799911E1,3.405026078E1
1.074351553E1,5.538799763E0,1.959319878E1,-2.731579971E1,3.406940937E1
1.075351553E1,5.538799763E0,1.954439926E1,-2.731579971E1,3.404136835E1
1.076351553E1,5.538799763E0,1.956879997E1,-2.736459923E1,3.409453807E1
1.077351553E1,5.489999771E0,1.954439926E1,-2.729139900E1,3.401388098E1
1.078351553E1,5.465600014E0,1.949559975E1,-2.729139900E1,3.398193126E1
1.079351553E1,5.477799892E0,1.950779915E1,-2.731579971E1,3.401049005E1
1.080351553E1,5.428999901E0,1.945899963E1,-2.736459923E1,3.401393828E1
1.081351553E1,5.416800022E0,1.942239952E1,-2.744999886E1,3.405985559E1
1.082351553E1,5.331399918E0,1.938579941E1,-2.741339874E1,3.399599203E1
1.083351553E1,5.319200039E0,1.939799881E1,-2.743779945E1,3.402071554E1
1.084351553E1,5.282599926E0,1.939799881E1,-2.738899994E1,3.397566096E1
1.085351553E1,5.355799675E0,1.939799881E1,-2.746220016E1,3.404613614E1
1.086351553E1,5.368000031E0,1.939799881E1,-2.742560005E1,3.401854377E1
1.087351553E1,5.355799675E0,1.939799881E1,-2.740119934E1,3.399695094E1
1.088351553E1,5.380199909E0,1.942239952E1,-2.730360031E1,3.393615689E1
1.089351553E1,5.392399788E0,1.942239952E1,-2.726700020E1,3.390865492E1
1.090351553E1,5.416800022E0,1.945899963E1,-2.724259949E1,3.391391479E1
1.091351553E1,5.428999901E0,1.943459892E1,-2.718159866E1,3.385287257E1
1.092351553E1,5.428999901E0,1.948340034E1,-2.719379997E1,3.389070206E1
1.093351553E1,5.441199780E0,1.950779915E1,-2.712059975E1,3.384801048E1
1.094351553E1,5.465600014E0,1.949559975E1,-2.715719986E1,3.387424829E1
1.095351553E1,5.453399658E0,1.953219986E1,-2.705959892E1,3.381520801E1
1.096351553E1,5.465600014E0,1.952000046E1,-2.702299881E1,3.378084762E1
1.097351553E1,5.441199780E0,1.953219986E1,-2.698639870E1,3.375469154E1
1.098351553E1,5.416800022E0,1.950779915E1,-2.698639870E1,3.373665165E1
1.099351553E1,5.404599667E0,1.948340034E1,-2.692539978E1,3.367179443E1
1.100351553E1,5.392399788E0,1.943459892E1,-2.687660027E1,3.360257806E1
1.101351553E1,5.355799675E0,1.941020012E1,-2.681559944E1,3.353381625E1
1.102351553E1,5.319200039E0,1.947119904E1,-2.681559944E1,3.356334093E1
1.103351553E1,5.282599926E0,1.943459892E1,-2.684000015E1,3.355585054E1
1.104351553E1,5.258199692E0,1.944680023E1,-2.685219955E1,3.356884455E1
1.105351553E1,5.306999683E0,1.945899963E1,-2.684000015E1,3.357383685E1
1.106351553E1,5.319200039E0,1.945899963E1,-2.677899933E1,3.352702434E1
1.107351553E1,5.319200039E0,1.949559975E1,-2.682779884E1,3.358724593E1
1.108351553E1,5.282599926E0,1.950779915E1,-2.680340004E1,3.356906825E1
1.109351553E1,5.270400047E0,1.955660057E1,-2.686439896E1,3.364422200E1
1.110351553E1,5.282599926E0,1.953219986E1,-2.688879967E1,3.365145228E1
1.111351553E1,5.331399918E0,1.953219986E1,-2.692539978E1,3.368839280E1
1.112351553E1,5.331399918E0,1.954439926E1,-2.693759918E1,3.370521647E1
1.113351553E1,5.331399918E0,1.952000046E1,-2.692539978E1,3.368132118E1
1.114351553E1,5.319200039E0,1.949559975E1,-2.699860001E1,3.372382987E1
1.115351553E1,5.331399918E0,1.952000046E1,-2.702299881E1,3.375939436E1
1.116351553E1,5.368000031E0,1.949559975E1,-2.708399963E1,3.379995370E1
1.117351553E1,5.380199909E0,1.945899963E1,-2.704739952E1,3.375145980E1
1.118351553E1,5.392399788E0,1.941020012E1,-2.702299881E1,3.370573110E1
1.119351553E1,5.428999901E0,1.941020012E1,-2.702299881E1,3.371160591E1
1.120351553E1,5.453399658E0,1.934919930E1,-2.701079941E1,3.367067516E1
1.121351553E1,5.428999901E0,1.937360001E1,-2.701079941E1,3.368076160E1
1.122351553E1,5.465600014E0,1.939799881E1,-2.699860001E1,3.369094157E1
1.123351553E1,5.428999901E0,1.937360001E1,-2.696199989E1,3.364163871E1
1.124351553E1,5.465600014E0,1.938579941E1,-2.690099907E1,3.360573988E1
1.125351553E1,5.514400005E0,1.944680023E1,-2.693759918E1,3.367819616E1
1.126351553E1,5.526599884E0,1.947119904E1,-2.694979858E1,3.370404341E1
1.127351553E1,5.538799763E0,1.948340034E1,-2.694979858E1,3.371309591E1
1.128351553E1,5.538799763E0,1.956879997E1,-2.693759918E1,3.375278485E1
1.129351553E1,5.551000118E0,1.958099937E1,-2.697419930E1,3.379107229E1
1.130351553E1,5.587599754E0,1.960540009E1,-2.693759918E1,3.378205490E1
1.131351553E1,5.636399746E0,1.964200020E1,-2.692539978E1,3.380169119E1
1.132351553E1,5.575399876E0,1.964200020E1,-2.693759918E1,3.380129443E1
1.133351553E1,5.526599884E0,1.964200020E1,-2.688879967E1,3.375439269E1
1.134351553E1,5.465600014E0,1.970299911E1,-2.685219955E1,3.375087523E1
1.135351553E1,5.428999901E0,1.970299911E1,-2.684000015E1,3.373526081E1
1.136351553E1,5.453399658E0,1.970299911E1,-2.687660027E1,3.376831923E1
1.137351553E1,5.477799892E0,1.969079971E1,-2.687660027E1,3.376515255E1
1.138351553E1,5.465600014E0,1.969079971E1,-2.696199989E1,3.383119589E1
1.139351553E1,5.453399658E0,1.966639900E1,-2.699860001E1,3.384421989E1
1.140351553E1,5.489999771E0,1.970299911E1,-2.709619904E1,3.394926028E1
1.141351553E1,5.489999771E0,1.967860031E1,-2.718159866E1,3.400333386E1
1.142351553E1,5.526599884E0,1.970299911E1,-2.719379997E1,3.403313440E1
1.143351553E1,5.514400005E0,1.973959923E1,-2.720599937E1,3.406210192E1
1.144351553E1,5.428999901E0,1.975180054E1,-2.723040009E1,3.407495199E1
1.145351553E1,5.368000031E0,1.978839874E1,-2.721819878E1,3.407677352E1
1.146351553E1,5.306999683E0,1.977619934E1,-2.721819878E1,3.406013286E1
1.147351553E1,5.306999683E0,1.981279945E1,-2.720599937E1,3.407165493E1
1.148351553E1,5.270400047E0,1.981279945E1,-2.716939926E1,3.403675065E1
1.149351553E1,5.209399700E0,1.984939957E1,-2.713279915E1,3.401948409E1
1.150351553E1,5.124000072E0,1.977619934E1,-2.714499855E1,3.397358361E1
1.151351553E1,5.026400089E0,1.970299911E1,-2.716939926E1,3.393595627E1
1.152351553E1,4.965399742E0,1.965419960E1,-2.716939926E1,3.389865798E1
1.153351553E1,4.940999985E0,1.965419960E1,-2.723040009E1,3.394400877E1
1.154351553E1,4.831200123E0,1.966639900E1,-2.729139900E1,3.398423464E1
1.155351553E1,4.721399784E0,1.964200020E1,-2.734020042E1,3.399391632E1
1.156351553E1,4.648200035E0,1.965419960E1,-2.738899994E1,3.403014315E1
1.157351553E1,4.611599922E0,1.967860031E1,-2.742560005E1,3.406872029E1
1.158351553E1,4.574999809E0,1.975180054E1,-2.748659897E1,3.415519537E1
1.159351553E1,4.550600052E0,1.981279945E1,-2.749880028E1,3.419706127E1
1.160351553E1,4.513999939E0,1.987380028E1,-2.753540039E1,3.425700523E1
1.161351553E1,4.440799713E0,1.991040039E1,-2.748659897E1,3.422948829E1
1.162351553E1,4.440799713E0,1.998359871E1,-2.738899994E1,3.419389181E1
1.163351553E1,4.428599834E0,2.008119965E1,-2.742560005E1,3.427871955E1
1.164351553E1,4.367599964E0,2.015439987E1,-2.738899994E1,3.428458956E1
1.165351553E1,4.318799973E0,2.020319939E1,-2.738899994E1,3.430712195E1
1.166351553E1,4.294399738E0,2.028859901E1,-2.735239983E1,3.432525157E1
1.167351553E1,4.269999981E0,2.038619995E1,-2.734020042E1,3.437028670E1
1.168351553E1,4.282199860E0,2.050819969E1,-2.731579971E1,3.442493870E1
1.169351553E1,4.184599876E0,2.063019943E1,-2.735239983E1,3.451477627E1
1.170351553E1,4.111400127E0,2.065460014E1,-2.736459923E1,3.453023905E1
1.171351553E1,4.001599789E0,2.073999977E1,-2.732799911E1,3.453954150E1
1.172351553E1,3.928400040E0,2.078879929E1,-2.730360031E1,3.454117966E1
1.173351553E1,3.830799818E0,2.080099869E1,-2.729139900E1,3.452791672E1
1.174351553E1,3.684399843E0,2.081320000E1,-2.731579971E1,3.453863070E1
1.175351553E1,3.562399864E0,2.080099869E1,-2.729139900E1,3.449916954E1
1.176351553E1,3.452600002E0,2.078879929E1,-2.734020042E1,3.451928710E1
1.177351553E1,3.391599894E0,2.073999977E1,-2.736459923E1,3.450321480E1
1.178351553E1,3.281800032E0,2.073999977E1,-2.738899994E1,3.451195618E1
1.179351553E1,3.159800053E0,2.071559906E1,-2.742560005E1,3.451498108E1
1.180351553E1,3.062199831E0,2.071559906E1,-2.748659897E1,3.455468471E1
1.181351553E1,2.927999973E0,2.072780037E1,-2.748659897E1,3.455036924E1
1.182351553E1,2.903599977E0,2.076440048E1,-2.747439957E1,3.456058234E1
1.183351553E1,2.842599869E0,2.080099869E1,-2.752319908E1,3.461630263E1
1.184351553E1,2.708400011E0,2.080099869E1,-2.744999886E1,3.454735032E1
1.185351553E1,2.610800028E0,2.082539940E1,-2.748659897E1,3.458361837E1
1.186351553E1,2.500999928E0,2.081320000E1,-2.753540039E1,3.460697284E1
1.187351553E1,2.427799940E0,2.081320000E1,-2.748659897E1,3.456293722E1
1.188351553E1,2.317999840E0,2.080099869E1,-2.752319908E1,3.457717683E1
1.189351553E1,2.232599974E0,2.080099869E1,-2.754759979E1,3.459098587E1
1.190351553E1,2.061800003E0,2.073999977E1,-2.749880028E1,3.450482034E1
1.191351553E1,2.000799894E0,2.070339966E1,-2.748659897E1,3.446950943E1
1.192351553E1,2.013000011E0,2.071559906E1,-2.754759979E1,3.452619973E1
1.193351553E1,2.000799894E0,2.067899895E1,-2.746220016E1,3.443539800E1
1.194351553E1,2.013000011E0,2.072780037E1,-2.731579971E1,3.434889796E1
1.195351553E1,2.037400007E0,2.080099869E1,-2.727919960E1,3.436549543E1
1.196351553E1,2.134999990E0,2.087419891E1,-2.718159866E1,3.433845819E1
1.197351553E1,2.208199978E0,2.097179985E1,-2.705959892E1,3.430618647E1
1.198351553E1,2.305799961E0,2.111820030E1,-2.699860001E1,3.435432287E1
1.199351553E1,2.330199957E0,2.126459885E1,-2.690099907E1,3.436970682E1
1.200351553E1,2.366800070E0,2.138660049E1,-2.677899933E1,3.435263059E1
1.201351553E1,2.342400074E0,2.153299904E1,-2.666919899E1,3.435699435E1
1.202351553E1,2.317999840E0,2.167939949E1,-2.666919899E1,3.444728814E1
1.203351553E1,2.256999969E0,2.177700043E1,-2.665699959E1,3.449532466E1
1.204351553E1,2.098399878E0,2.181359863E1,-2.662039948E1,3.448016873E1
1.205351553E1,2.037400007E0,2.182579994E1,-2.663259888E1,3.449364963E1
1.206351553E1,1.915399909E0,2.172819901E1,-2.669359970E1,3.447218667E1
1.207351553E1,1.793399930E0,2.160619926E1,-2.677899933E1,3.445517283E1
1.208351553E1,1.646999955E0,2.148419952E1,-2.685219955E1,3.442853553E1
1.209351553E1,1.561599970E0,2.137439919E1,-2.702299881E1,3.448979559E1
1.210351553E1,1.476199985E0,2.117919922E1,-2.714499855E1,3.446140729E1
1.211351553E1,1.439599991E0,2.094739914E1,-2.726700020E1,3.441446322E1
1.212351553E1,1.451799989E0,2.078879929E1,-2.732799911E1,3.436715634E1
1.213351553E1,1.439599991E0,2.063019943E1,-2.741339874E1,3.433907406E1
1.214351553E1,1.427399993E0,2.054479980E1,-2.747439957E1,3.433611657E1
1.215351553E1,1.390799999E0,2.047159958E1,-2.749880028E1,3.431041723E1
1.216351553E1,1.378600001E0,2.038619995E1,-2.751099968E1,3.426883117E1
1.217351553E1,1.427399993E0,2.031299973E1,-2.749880028E1,3.421753126E1
1.218351553E1,1.463999987E0,2.033740044E1,-2.747439957E1,3.421397060E1
1.219351553E1,1.476199985E0,2.033740044E1,-2.742560005E1,3.417532094E1
1.220351553E1,1.476199985E0,2.037400055E1,-2.742560005E1,3.419711396E1
1.221351553E1,1.488399982E0,2.036179924E1,-2.736459923E1,3.414146297E1
1.222351553E1,1.500599980E0,2.039839935E1,-2.730360031E1,3.411499797E1
1.223351553E1,1.537199974E0,2.045940018E1,-2.730360031E1,3.415313499E1
1.224351553E1,1.524999976E0,2.050819969E1,-2.731579971E1,3.419158951E1
1.225351553E1,1.500599980E0,2.050819969E1,-2.725479889E1,3.414179429E1
1.226351553E1,1.488399982E0,2.049600029E1,-2.729139900E1,3.416316469E1
1.227351553E1,1.476199985E0,2.049600029E1,-2.734020042E1,3.420163378E1
1.228351553E1,1.451799989E0,2.042280006E1,-2.736459923E1,3.417630431E1
1.229351553E1,1.439599991E0,2.042280006E1,-2.741339874E1,3.421487456E1
1.230351553E1,1.463999987E0,2.034959984E1,-2.752319908E1,3.426041443E1
1.231351553E1,1.427399993E0,2.027639961E1,-2.753540039E1,3.422525568E1
1.232351553E1,1.451799989E0,2.020319939E1,-2.753540039E1,3.418296744E1
1.233351553E1,1.463999987E0,2.016659927E1,-2.764519882E1,3.425043124E1
1.234351553E1,1.500599980E0,2.011779976E1,-2.759639931E1,3.418389858E1
1.235351553E1,1.549399972E0,2.005679893E1,-2.748659897E1,3.406154645E1
1.236351553E1,1.561599970E0,2.003240013E1,-2.751099968E1,3.406744418E1
1.237351553E1,1.573799968E0,2.000799942E1,-2.755979919E1,3.409309928E1
1.238351553E1,1.561599970E0,1.998359871E1,-2.755979919E1,3.407822389E1
1.239351553E1,1.537199974E0,1.991040039E1,-2.760859871E1,3.407376924E1
1.240351553E1,1.488399982E0,1.984939957E1,-2.762080002E1,3.404588949E1
1.241351553E1,1.402999997E0,1.976399994E1,-2.766959953E1,3.403220300E1
1.242351553E1,1.354200006E0,1.970299911E1,-2.776719856E1,3.407432094E1
1.243351553E1,1.244400024E0,1.959319878E1,-2.792580032E1,3.413637786E1
1.244351553E1,1.171200037E0,1.950779915E1,-2.799899864E1,3.414483654E1
1.245351553E1,1.049199939E0,1.939799881E1,-2.804780006E1,3.411835674E1
1.246351553E1,1.000399947E0,1.934919930E1,-2.812100029E1,3.414942124E1
